content_count,pair_count,residual_std_mean_dn,residual_std_min_dn,residual_std_max_dn,pair_residual_std_relative_error_min,pair_residual_std_relative_error_max,pair_residual_std_relative_error_median,content_level_residual_std_mean_cv,worst_negative_clipping,worst_above_one_clipping,worst_added_zero_clipping,worst_added_one_clipping,brightness_difference_mean_dn,absolute_brightness_difference_mean_dn,brightness_difference_max_abs_dn,gradient_ratio_min,gradient_ratio_max,noisy_round_trip_worst_dn,residual_reconstruction_worst_dn,residual_std_vs_content_mean_spearman,residual_std_vs_content_std_spearman
8,24,79.52139145940133,79.50273485859344,79.53901071376524,0.0002956047512536917,0.0007520239996164028,0.0005433920621087156,0.0,0.0,0.0,0.0,0.0,0.027912985533475876,0.0800769031047821,0.15136487782001495,1.0015110522036543,1.0027012170002267,0.5,0.5,,
