content_id,content_sha256,seed,sigma_dn,sigma_norm,allowed_role,isolation_block_id,content_mean_norm,content_std_norm,content_p1_norm,content_p50_norm,content_p99_norm,content_robust_range_norm,content_gradient_energy,content_high_frequency_energy,content_row_profile_std,content_column_profile_std,residual_mean_dn,residual_std_dn,residual_std_relative_error,residual_skewness,residual_excess_kurtosis,residual_min_dn,residual_max_dn,residual_p1_dn,residual_p50_dn,residual_p99_dn,residual_horizontal_lag1,residual_vertical_lag1,residual_radial_autocorrelation_lag1,residual_row_energy_dn,residual_column_energy_dn,residual_psd_flatness,noisy_mean_norm,noisy_std_norm,noisy_p1_norm,noisy_p50_norm,noisy_p99_norm,brightness_difference_dn,brightness_difference_norm,gradient_energy_ratio,high_frequency_energy_ratio,row_profile_std_change,column_profile_std_change,negative_before_clipping_ratio,above_one_before_clipping_ratio,added_zero_clipping_ratio,added_one_clipping_ratio,source_zero_ratio,source_saturation_ratio,content_round_trip_max_error_dn,noisy_round_trip_max_error_dn,residual_reconstruction_max_error_dn,residual_reconstruction_std_relative_error,residual_reconstruction_mean_error_dn,round_trip_zero_ratio_change,round_trip_one_ratio_change,round_trip_dtype,round_trip_shape,tiff_compression,tiff_readable
content_043,0c91b77d0afb5918843b5b9b4429f5bc14a1ef568a1a61de477383e2797b6300,20260718,79.4792404175,0.0012127754698634317,debug_only,single_unknown_source_group,0.19601550698280334,0.05787534639239311,0.1112382709980011,0.18678568303585052,0.45704132318496704,0.34580305218696594,0.0006285825950345185,0.00025048963638537713,0.02506241202354431,0.020596645772457123,0.01219357228452914,79.53901071376524,0.0007520239996164028,-0.0019953155424445868,-0.014317750930786133,-364.7224620357156,353.8809831789695,-185.0690452290466,0.03452999354522035,184.53449573804411,-0.0025324134285985758,-0.0009454044265068321,-0.0013294941009970437,3.4739986842550885,3.584608054685397,0.5618556106295653,0.19601571559906006,0.05788645148277283,0.11131224036216736,0.18679450452327728,0.4568077027797699,0.013671666383743286,2.086162567138672e-07,1.002312056052308,1.0042766070956501,4.2282044887542725e-07,-2.779066562652588e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,5.223529720964008e-06,0.0001919502392411232,0.0,0.0,uint16,512x512,NONE,True
content_043,0c91b77d0afb5918843b5b9b4429f5bc14a1ef568a1a61de477383e2797b6300,20260719,79.4792404175,0.0012127754698634317,debug_only,single_unknown_source_group,0.19601550698280334,0.05787534639239311,0.1112382709980011,0.18678568303585052,0.45704132318496704,0.34580305218696594,0.0006285825950345185,0.00025048963638537713,0.02506241202354431,0.020596645772457123,-0.07915208159024034,79.5224288058453,0.0005433920621087156,0.0014695108402520418,0.0028057098388671875,-355.8745135506615,343.46714061917737,-184.71539217818062,-0.1665244471485039,185.11058420701886,-0.0021563599440995803,-0.000614840128532926,-0.0010753624996805231,3.377550947890112,3.347654903020394,0.5618594163629784,0.19601428508758545,0.05788392573595047,0.11122176051139832,0.18678569793701172,0.45722270011901855,-0.0800769031047821,-1.2218952178955078e-06,1.002640272234281,1.0046156695068893,-2.2221356630325317e-06,5.252659320831299e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.7518256359110968e-06,0.00037088338285684586,0.0,0.0,uint16,512x512,NONE,True
content_064,cf0b0c9fc48c2714edce3f2bd8ee58ccbe6576f1a67db475c8a3eb9f41231e3f,20260717,79.4792404175,0.0012127754698634317,debug_only,single_unknown_source_group,0.19622443616390228,0.0574827678501606,0.11239795386791229,0.18709087371826172,0.45913347601890564,0.34673553705215454,0.0006214212529793114,0.0002459931814821833,0.024591665714979172,0.020416496321558952,0.1479775347833185,79.50273485859344,0.0002956047512536917,-0.004126629792153835,-0.012988567352294922,-366.31261721486226,390.2347680553794,-185.1113095987821,0.294564088609377,184.7608271233156,-0.00010900395688852271,0.0005230390467302476,0.0009106831375443256,3.463783967404644,3.6288476242397385,0.5629187614789406,0.19622667133808136,0.05749691277742386,0.11231637001037598,0.18709060549736023,0.4587489068508148,0.14648213982582092,2.2351741790771484e-06,1.0022227122287315,1.0043188456846515,3.514811396598816e-06,-8.568167686462402e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.3294301779352164e-05,-0.0003047846257686615,0.0,0.0,uint16,512x512,NONE,True
content_064,cf0b0c9fc48c2714edce3f2bd8ee58ccbe6576f1a67db475c8a3eb9f41231e3f,20260718,79.4792404175,0.0012127754698634317,debug_only,single_unknown_source_group,0.19622443616390228,0.0574827678501606,0.11239795386791229,0.18709087371826172,0.45913347601890564,0.34673553705215454,0.0006214212529793114,0.0002459931814821833,0.024591665714979172,0.020416496321558952,0.01219357228452914,79.53901071376524,0.0007520239996164028,-0.0019953155424445868,-0.014317750930786133,-364.7224620357156,353.8809831789695,-185.0690452290466,0.03452999354522035,184.53449573804411,-0.0025324134285985758,-0.0009454044265068321,-0.0013294941009970437,3.4739986842550885,3.584608054685397,0.5618556106295653,0.1962246149778366,0.057493895292282104,0.1123633161187172,0.18707051873207092,0.45964276790618896,0.011718571186065674,1.7881393432617188e-07,1.0024006114725736,1.0048538752953233,4.5821070671081543e-07,-3.11434268951416e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,5.341782490377449e-06,0.00020753219723701477,0.0,0.0,uint16,512x512,NONE,True
content_064,cf0b0c9fc48c2714edce3f2bd8ee58ccbe6576f1a67db475c8a3eb9f41231e3f,20260719,79.4792404175,0.0012127754698634317,debug_only,single_unknown_source_group,0.19622443616390228,0.0574827678501606,0.11239795386791229,0.18709087371826172,0.45913347601890564,0.34673553705215454,0.0006214212529793114,0.0002459931814821833,0.024591665714979172,0.020416496321558952,-0.07915208159024034,79.5224288058453,0.0005433920621087156,0.0014695108402520418,0.0028057098388671875,-355.8745135506615,343.46714061917737,-184.71539217818062,-0.1665244471485039,185.11058420701886,-0.0021563599440995803,-0.000614840128532926,-0.0010753624996805231,3.377550947890112,3.347654903020394,0.5618594163629784,0.19622322916984558,0.05749019235372543,0.11228471249341965,0.1870654821395874,0.459074467420578,-0.0791003555059433,-1.2069940567016602e-06,1.0022180510721779,1.0041937919404633,-2.5331974029541016e-06,6.556510925292969e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.2206454375663762e-06,0.00032253749668598175,0.0,0.0,uint16,512x512,NONE,True
content_042,391d11675d4e6ef06e8e1d6b0236238caa8bcc8463fd0029127e234f84ee3bf5,20260717,79.4792404175,0.0012127754698634317,debug_only,single_unknown_source_group,0.19717542827129364,0.05770476907491684,0.11302357167005539,0.18788433074951172,0.4594956338405609,0.3464720547199249,0.000623022128228213,0.00024662458869793234,0.024906428530812263,0.0203957911580801,0.1479775347833185,79.50273485859344,0.0002956047512536917,-0.004126629792153835,-0.012988567352294922,-366.31261721486226,390.2347680553794,-185.1113095987821,0.294564088609377,184.7608271233156,-0.00010900395688852271,0.0005230390467302476,0.0009106831375443256,3.463783967404644,3.6288476242397385,0.5629187614789406,0.1971777230501175,0.05771971493959427,0.11297488212585449,0.1878986805677414,0.45933815836906433,0.15038833022117615,2.294778823852539e-06,1.0024770457232142,1.0047060048901864,3.93204391002655e-06,-8.102506399154663e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.3714464234425528e-05,-0.0002621263265609741,0.0,0.0,uint16,512x512,NONE,True
content_042,391d11675d4e6ef06e8e1d6b0236238caa8bcc8463fd0029127e234f84ee3bf5,20260718,79.4792404175,0.0012127754698634317,debug_only,single_unknown_source_group,0.19717542827129364,0.05770476907491684,0.11302357167005539,0.18788433074951172,0.4594956338405609,0.3464720547199249,0.000623022128228213,0.00024662458869793234,0.024906428530812263,0.0203957911580801,0.01219357228452914,79.53901071376524,0.0007520239996164028,-0.0019953155424445868,-0.014317750930786133,-364.7224620357156,353.8809831789695,-185.0690452290466,0.03452999354522035,184.53449573804411,-0.0025324134285985758,-0.0009454044265068321,-0.0013294941009970437,3.4739986842550885,3.584608054685397,0.5618556106295653,0.19717563688755035,0.057716384530067444,0.1129424199461937,0.1879199743270874,0.45914947986602783,0.013671666383743286,2.086162567138672e-07,1.0024743835803602,1.0046365885426471,1.3243407011032104e-06,-2.7883797883987427e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,5.0442822504235486e-06,0.0002371184527873993,0.0,0.0,uint16,512x512,NONE,True
content_042,391d11675d4e6ef06e8e1d6b0236238caa8bcc8463fd0029127e234f84ee3bf5,20260719,79.4792404175,0.0012127754698634317,debug_only,single_unknown_source_group,0.19717542827129364,0.05770476907491684,0.11302357167005539,0.18788433074951172,0.4594956338405609,0.3464720547199249,0.000623022128228213,0.00024662458869793234,0.024906428530812263,0.0203957911580801,-0.07915208159024034,79.5224288058453,0.0005433920621087156,0.0014695108402520418,0.0028057098388671875,-355.8745135506615,343.46714061917737,-184.71539217818062,-0.1665244471485039,185.11058420701886,-0.0021563599440995803,-0.000614840128532926,-0.0010753624996805231,3.377550947890112,3.347654903020394,0.5618594163629784,0.19717426598072052,0.05771271884441376,0.11299307644367218,0.1878916174173355,0.459188848733902,-0.07617071270942688,-1.1622905731201172e-06,1.0022853089433839,1.0042113603806058,-2.4493783712387085e-06,1.0058283805847168e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.6272847673114434e-06,0.000293562188744545,0.0,0.0,uint16,512x512,NONE,True
content_002,91477b3470d1922272b276e55d54337dc538324b6b1d7679a753f9cf13d2cef5,20260717,79.4792404175,0.0012127754698634317,debug_only,single_unknown_source_group,0.2142348438501358,0.0597040019929409,0.12416265904903412,0.2058136910200119,0.48996075987815857,0.36579811573028564,0.0007289461451692946,0.00030195555119927857,0.02547910250723362,0.019683653488755226,0.1479775347833185,79.50273485859344,0.0002956047512536917,-0.004126629792153835,-0.012988567352294922,-366.31261721486226,390.2347680553794,-185.1113095987821,0.294564088609377,184.7608271233156,-0.00010900395688852271,0.0005230390467302476,0.0009106831375443256,3.463783967404644,3.6288476242397385,0.5629187614789406,0.21423715353012085,0.05971795320510864,0.12405155599117279,0.20584537088871002,0.4906129837036133,0.15136487782001495,2.3096799850463867e-06,1.0019416979607878,1.0035898585688035,4.5765191316604614e-06,-8.158385753631592e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.380651411006392e-05,-0.00034306198358535767,0.0,0.0,uint16,512x512,NONE,True
content_002,91477b3470d1922272b276e55d54337dc538324b6b1d7679a753f9cf13d2cef5,20260718,79.4792404175,0.0012127754698634317,debug_only,single_unknown_source_group,0.2142348438501358,0.0597040019929409,0.12416265904903412,0.2058136910200119,0.48996075987815857,0.36579811573028564,0.0007289461451692946,0.00030195555119927857,0.02547910250723362,0.019683653488755226,0.01219357228452914,79.53901071376524,0.0007520239996164028,-0.0019953155424445868,-0.014317750930786133,-364.7224620357156,353.8809831789695,-185.0690452290466,0.03452999354522035,184.53449573804411,-0.0025324134285985758,-0.0009454044265068321,-0.0013294941009970437,3.4739986842550885,3.584608054685397,0.5618556106295653,0.21423503756523132,0.05971543490886688,0.123967245221138,0.20584499835968018,0.49048078060150146,0.01269511878490448,1.9371509552001953e-07,1.0021765648587755,1.0039262119171766,5.718320608139038e-07,-2.462416887283325e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.886605323265713e-06,0.0001954101026058197,0.0,0.0,uint16,512x512,NONE,True
