heldout_folder,strategy,selected_candidate,pair_key,folder,condition_score,alpha_physical,threshold,low,high,psnr,ssim,residual_mean,residual_std,noisy_psnr,noisy_ssim,psnr_gain,ssim_gain,gradient_ratio_to_noisy
1,always_p99,always_p99,folder_1_frame_171,1,-0.5895646452563452,0.0,,,,56.84149564329268,0.9977063987035764,0.000168535829288885,0.0014286442892625928,56.85351836939044,0.997713202356251,-0.01202272609776145,-6.80365267469174e-06,0.9951868493054513
1,always_physical,always_physical,folder_1_frame_101,1,-0.5895646452563452,1.0,,,,58.56394089150076,0.9984239622452133,-0.00013310024223756045,0.0011722531635314226,58.60244986722036,0.9984452185573865,-0.03850897571959422,-2.125631217320123e-05,0.9992883883946977
1,always_physical,always_physical,folder_1_frame_111,1,-0.5895646452563452,1.0,,,,58.43707825395029,0.9983849826252164,-9.87715829978697e-05,0.0011930614709854126,58.4562328354691,0.9983971296670532,-0.019154581518812108,-1.2147041836829686e-05,0.9992737016255528
1,always_physical,always_physical,folder_1_frame_121,1,-0.5895646452563452,1.0,,,,58.160824975844044,0.9982860458518011,-8.091366908047348e-05,0.0012331783073022962,58.16996656499939,0.9982932463543687,-0.009141589155348129,-7.200502567528133e-06,0.9992913002295979
1,always_physical,always_physical,folder_1_frame_131,1,-0.5895646452563452,1.0,,,,57.860862600930616,0.998159950092186,-0.0001383813505526632,0.0012717476347461343,57.89620489242487,0.9981826033123872,-0.03534229149425272,-2.2653220201118707e-05,0.9992851353273188
1,always_physical,always_physical,folder_1_frame_141,1,-0.5895646452563452,1.0,,,,57.70785169530115,0.9981069996808443,-3.197423939127475e-05,0.0013015965232625604,57.69383041706799,0.9981035264173266,0.014021278233158796,3.4732635176837334e-06,0.9992414814461359
1,always_physical,always_physical,folder_1_frame_151,1,-0.5895646452563452,1.0,,,,57.42418447392708,0.9979807053753442,-8.163600432453677e-05,0.0013427326921373606,57.432113706873835,0.9979905160073405,-0.007929232946757736,-9.810631996232111e-06,0.9992624064198685
1,always_physical,always_physical,folder_1_frame_161,1,-0.5895646452563452,1.0,,,,57.16829080553015,0.9978640417008696,-6.206260150065646e-05,0.0013840419705957174,57.16817762529399,0.9978687625144002,0.00011318023615558559,-4.720813530534329e-06,0.9992629456645289
1,always_physical,always_physical,folder_1_frame_171,1,-0.5895646452563452,1.0,,,,56.88803832802746,0.9977315419190106,3.081986142206006e-05,0.0014305312652140856,56.85351836939044,0.997713202356251,0.034519958637019954,1.833956275953952e-05,0.9992557622654852
1,lofo_best_hard,hard_q40,folder_1_frame_101,1,-0.5895646452563452,0.0,-0.44232765778349153,,,58.64627237942233,0.9984627958620458,3.878887127939379e-06,0.0011686488287523389,58.60244986722036,0.9984452185573865,0.0438225122019702,1.757730465923313e-05,0.9952139261534843
1,lofo_best_hard,hard_q40,folder_1_frame_111,1,-0.5895646452563452,0.0,-0.44232765778349153,,,58.48703356065901,0.9984094873863394,3.8371126720448956e-05,0.001189658883959055,58.4562328354691,0.9983971296670532,0.03080072518990562,1.235771928620455e-05,0.9952388147438304
1,lofo_best_hard,hard_q40,folder_1_frame_121,1,-0.5895646452563452,0.0,-0.44232765778349153,,,58.19390534388954,0.998302950903618,5.632545435219072e-05,0.0012298431247472763,58.16996656499939,0.9982932463543687,0.02393877889014817,9.704549249311967e-06,0.9951994802007058
1,lofo_best_hard,hard_q40,folder_1_frame_131,1,-0.5895646452563452,0.0,-0.44232765778349153,,,57.93218647276851,0.9981999745299063,-1.426848257324309e-06,0.0012687919661402702,57.89620489242487,0.9981826033123872,0.03598158034363763,1.737121751910209e-05,0.9952219976906717
1,lofo_best_hard,hard_q40,folder_1_frame_141,1,-0.5895646452563452,0.0,-0.44232765778349153,,,57.6979046516642,0.9981059043420178,0.00010546017438173294,0.0012992080301046371,57.69383041706799,0.9981035264173266,0.004074234596210147,2.3779246912658536e-06,0.9952124192108444
1,lofo_best_hard,hard_q40,folder_1_frame_151,1,-0.5895646452563452,0.0,-0.44232765778349153,,,57.44744815488432,0.9979997269058356,5.557000986300409e-05,0.0013404627097770572,57.432113706873835,0.9979905160073405,0.015334448010484891,9.21089849514889e-06,0.9952383463937753
1,lofo_best_hard,hard_q40,folder_1_frame_161,1,-0.5895646452563452,0.0,-0.44232765778349153,,,57.17766618998253,0.9978749195825296,7.525127875851467e-05,0.0013818909646943212,57.16817762529399,0.9978687625144002,0.009488564688538759,6.157068129453158e-06,0.9952328799482839
1,lofo_best_hard,hard_q40,folder_1_frame_171,1,-0.5895646452563452,0.0,-0.44232765778349153,,,56.84149564329268,0.9977063987035764,0.000168535829288885,0.0014286442892625928,56.85351836939044,0.997713202356251,-0.01202272609776145,-6.80365267469174e-06,0.9951868493054513
1,lofo_best_linear,linear_q40_q60,folder_1_frame_101,1,-0.5895646452563452,0.0,,-0.44232765778349153,0.12786193053417594,58.64627237942233,0.9984627958620458,3.878887127939379e-06,0.0011686488287523389,58.60244986722036,0.9984452185573865,0.0438225122019702,1.757730465923313e-05,0.9952139261534843
1,lofo_best_linear,linear_q40_q60,folder_1_frame_111,1,-0.5895646452563452,0.0,,-0.44232765778349153,0.12786193053417594,58.48703356065901,0.9984094873863394,3.8371126720448956e-05,0.001189658883959055,58.4562328354691,0.9983971296670532,0.03080072518990562,1.235771928620455e-05,0.9952388147438304
1,lofo_best_linear,linear_q40_q60,folder_1_frame_121,1,-0.5895646452563452,0.0,,-0.44232765778349153,0.12786193053417594,58.19390534388954,0.998302950903618,5.632545435219072e-05,0.0012298431247472763,58.16996656499939,0.9982932463543687,0.02393877889014817,9.704549249311967e-06,0.9951994802007058
1,lofo_best_linear,linear_q40_q60,folder_1_frame_131,1,-0.5895646452563452,0.0,,-0.44232765778349153,0.12786193053417594,57.93218647276851,0.9981999745299063,-1.426848257324309e-06,0.0012687919661402702,57.89620489242487,0.9981826033123872,0.03598158034363763,1.737121751910209e-05,0.9952219976906717
1,lofo_best_linear,linear_q40_q60,folder_1_frame_141,1,-0.5895646452563452,0.0,,-0.44232765778349153,0.12786193053417594,57.6979046516642,0.9981059043420178,0.00010546017438173294,0.0012992080301046371,57.69383041706799,0.9981035264173266,0.004074234596210147,2.3779246912658536e-06,0.9952124192108444
1,lofo_best_linear,linear_q40_q60,folder_1_frame_151,1,-0.5895646452563452,0.0,,-0.44232765778349153,0.12786193053417594,57.44744815488432,0.9979997269058356,5.557000986300409e-05,0.0013404627097770572,57.432113706873835,0.9979905160073405,0.015334448010484891,9.21089849514889e-06,0.9952383463937753
1,lofo_best_linear,linear_q40_q60,folder_1_frame_161,1,-0.5895646452563452,0.0,,-0.44232765778349153,0.12786193053417594,57.17766618998253,0.9978749195825296,7.525127875851467e-05,0.0013818909646943212,57.16817762529399,0.9978687625144002,0.009488564688538759,6.157068129453158e-06,0.9952328799482839
1,lofo_best_linear,linear_q40_q60,folder_1_frame_171,1,-0.5895646452563452,0.0,,-0.44232765778349153,0.12786193053417594,56.84149564329268,0.9977063987035764,0.000168535829288885,0.0014286442892625928,56.85351836939044,0.997713202356251,-0.01202272609776145,-6.80365267469174e-06,0.9951868493054513
2,always_noisy,always_noisy,folder_2_frame_101,2,-0.9639743404913954,0.0,,,,63.24231120917416,0.9994510062998375,2.8768705305992626e-05,0.0006878676940687001,63.24231120917416,0.9994510062998375,0.0,0.0,1.0
2,always_noisy,always_noisy,folder_2_frame_111,2,-0.9639743404913954,0.0,,,,63.249735727273666,0.9994520971926895,-8.399082616961095e-06,0.0006878296262584627,63.249735727273666,0.9994520971926895,0.0,0.0,1.0
2,always_noisy,always_noisy,folder_2_frame_121,2,-0.9639743404913954,0.0,,,,63.22153820308182,0.9994478539615033,-1.4765701052965596e-05,0.0006899595609866083,63.22153820308182,0.9994478539615033,0.0,0.0,1.0
2,always_noisy,always_noisy,folder_2_frame_131,2,-0.9639743404913954,0.0,,,,63.17881997164758,0.9994397388883821,-2.17395481740823e-05,0.0006931792013347149,63.17881997164758,0.9994397388883821,0.0,0.0,1.0
2,always_noisy,always_noisy,folder_2_frame_141,2,-0.9639743404913954,0.0,,,,63.064428886677206,0.9994153394880996,-0.00010323153401259333,0.0006950901006348431,63.064428886677206,0.9994153394880996,0.0,0.0,1.0
2,always_noisy,always_noisy,folder_2_frame_151,2,-0.9639743404913954,0.0,,,,63.04861499733303,0.9994115357844823,-0.00012325338320806623,0.0006931210518814623,63.04861499733303,0.9994115357844823,0.0,0.0,1.0
2,always_noisy,always_noisy,folder_2_frame_161,2,-0.9639743404913954,0.0,,,,63.0106613971499,0.9994013398586814,-0.00014875712804496288,0.0006912522949278355,63.0106613971499,0.9994013398586814,0.0,0.0,1.0
2,always_noisy,always_noisy,folder_2_frame_171,2,-0.9639743404913954,0.0,,,,63.14739499329012,0.9994352282874036,3.8191251405805815e-06,0.0006960232276469469,63.14739499329012,0.9994352282874036,0.0,0.0,1.0
2,always_p99,always_p99,folder_2_frame_101,2,-0.9639743404913954,0.0,,,,63.249184042666904,0.9994494403705191,6.627162656513974e-05,0.0006847250042483211,63.24231120917416,0.9994510062998375,0.006872833492742814,-1.5659293184366874e-06,0.9944827390258937
2,always_p99,always_p99,folder_2_frame_111,2,-0.9639743404913954,0.0,,,,63.28285636191583,0.9994559365700252,2.892173324653413e-05,0.0006846523028798401,63.249735727273666,0.9994520971926895,0.033120634642166635,3.839377335723704e-06,0.9944543572460551
2,always_p99,always_p99,folder_2_frame_121,2,-0.9639743404913954,0.0,,,,63.25816630299456,0.9994525287941881,2.2524236555909738e-05,0.0006868442869745195,63.22153820308182,0.9994478539615033,0.03662809991273974,4.674832684847807e-06,0.9945584189770307
2,always_p99,always_p99,folder_2_frame_131,2,-0.9639743404913954,0.0,,,,63.2202720725509,0.9994456356889179,1.550744491396472e-05,0.0006900439038872719,63.17881997164758,0.9994397388883821,0.041452100903320854,5.896800535754032e-06,0.9946341130362661
2,always_p99,always_p99,folder_2_frame_141,2,-0.9639743404913954,0.0,,,,63.15665508592902,0.9994326963208031,-6.638419290538877e-05,0.0006921157473698258,63.064428886677206,0.9994153394880996,0.09222619925181164,1.735683270354116e-05,0.9946597033698885
2,always_p99,always_p99,folder_2_frame_151,2,-0.9639743404913954,0.0,,,,63.15431639213871,0.9994317772688898,-8.649963274365291e-05,0.0006900791195221245,63.04861499733303,0.9994115357844823,0.10570139480567775,2.0241484407490518e-05,0.9945855711846722
2,always_p99,always_p99,folder_2_frame_161,2,-0.9639743404913954,0.0,,,,63.13214183921587,0.999425480568576,-0.00011214213009225205,0.0006881798035465181,63.0106613971499,0.9994013398586814,0.12148044206596609,2.4140709894648893e-05,0.9946114996806039
2,always_p99,always_p99,folder_2_frame_171,2,-0.9639743404913954,0.0,,,,63.17154839690802,0.9994373793987242,4.120200901525095e-05,0.0006928769871592522,63.14739499329012,0.9994352282874036,0.02415340361790186,2.1511113206251764e-06,0.9945820864863616
2,always_physical,always_physical,folder_2_frame_101,2,-0.9639743404913954,1.0,,,,63.21835906554967,0.9994458618432376,-5.87300855841022e-05,0.0006878676358610392,63.24231120917416,0.9994510062998375,-0.023952143624491384,-5.1444565999370084e-06,0.9999998131689485
2,always_physical,always_physical,folder_2_frame_111,2,-0.9639743404913954,1.0,,,,63.16677585221128,0.9994345389739666,-9.589787805452943e-05,0.0006878294516354799,63.249735727273666,0.9994520971926895,-0.08295987506238589,-1.755821872284624e-05,0.9999998202663477
2,always_physical,always_physical,folder_2_frame_121,2,-0.9639743404913954,1.0,,,,63.12915354538284,0.9994283299085623,-0.00010226448648609221,0.0006899593863636255,63.22153820308182,0.9994478539615033,-0.09238465769897886,-1.952405294092241e-05,0.9999998213517065
2,always_physical,always_physical,folder_2_frame_131,2,-0.9639743404913954,1.0,,,,63.076552547408056,0.9994176766501103,-0.00010923833906417713,0.0006931790267117321,63.17881997164758,0.9994397388883821,-0.10226742423952118,-2.2062238271836065e-05,0.9999998218035647
2,always_physical,always_physical,folder_2_frame_141,2,-0.9639743404913954,1.0,,,,62.843909570974375,0.9993663338135372,-0.0001907302939798683,0.0006950899260118604,63.064428886677206,0.9994153394880996,-0.22051931570283045,-4.9005674562341284e-05,0.9999998374772149
2,always_physical,always_physical,folder_2_frame_151,2,-0.9639743404913954,1.0,,,,62.799787140344954,0.9993559666227397,-0.00021075217227917165,0.0006931209936738014,63.04861499733303,0.9994115357844823,-0.24882785698807908,-5.556916174254134e-05,0.9999998417250817
2,always_physical,always_physical,folder_2_frame_161,2,-0.9639743404913954,1.0,,,,62.72746450725126,0.9993366708819224,-0.0002362559171160683,0.0006912521203048527,63.0106613971499,0.9994013398586814,-0.28319688989864034,-6.466897675905248e-05,0.9999998474783683
2,always_physical,always_physical,folder_2_frame_171,2,-0.9639743404913954,1.0,,,,63.085203005057906,0.999421589249837,-8.367967529920861e-05,0.0006960231112316251,63.14739499329012,0.9994352282874036,-0.06219198823221461,-1.36390375665707e-05,0.99999981542571
2,lofo_best_hard,hard_q40,folder_2_frame_101,2,-0.9639743404913954,0.0,-0.44232765778349153,,,63.249184042666904,0.9994494403705191,6.627162656513974e-05,0.0006847250042483211,63.24231120917416,0.9994510062998375,0.006872833492742814,-1.5659293184366874e-06,0.9944827390258937
2,lofo_best_hard,hard_q40,folder_2_frame_111,2,-0.9639743404913954,0.0,-0.44232765778349153,,,63.28285636191583,0.9994559365700252,2.892173324653413e-05,0.0006846523028798401,63.249735727273666,0.9994520971926895,0.033120634642166635,3.839377335723704e-06,0.9944543572460551
2,lofo_best_hard,hard_q40,folder_2_frame_121,2,-0.9639743404913954,0.0,-0.44232765778349153,,,63.25816630299456,0.9994525287941881,2.2524236555909738e-05,0.0006868442869745195,63.22153820308182,0.9994478539615033,0.03662809991273974,4.674832684847807e-06,0.9945584189770307
2,lofo_best_hard,hard_q40,folder_2_frame_131,2,-0.9639743404913954,0.0,-0.44232765778349153,,,63.2202720725509,0.9994456356889179,1.550744491396472e-05,0.0006900439038872719,63.17881997164758,0.9994397388883821,0.041452100903320854,5.896800535754032e-06,0.9946341130362661
