feature,mean_signal_DN,temporal_std_DN,brightness_adjusted_temporal_residual_DN,row_energy_DN,column_energy_DN,radial_acf_lag1,observed_stable_strength_DN,drift_percent
mean_signal_DN,1.0,1.0,0.6121212121212121,0.8787878787878788,0.9878787878787879,0.45454545454545453,0.9636363636363636,-0.3696969696969697
temporal_std_DN,1.0,1.0,0.6121212121212121,0.8787878787878788,0.9878787878787879,0.45454545454545453,0.9636363636363636,-0.3696969696969697
brightness_adjusted_temporal_residual_DN,0.6121212121212121,0.6121212121212121,1.0,0.5393939393939394,0.6242424242424243,0.24848484848484848,0.6121212121212121,0.030303030303030304
row_energy_DN,0.8787878787878788,0.8787878787878788,0.5393939393939394,1.0,0.9272727272727272,0.7454545454545455,0.9636363636363636,-0.23636363636363636
column_energy_DN,0.9878787878787879,0.9878787878787879,0.6242424242424243,0.9272727272727272,1.0,0.5515151515151515,0.9878787878787879,-0.34545454545454546
radial_acf_lag1,0.45454545454545453,0.45454545454545453,0.24848484848484848,0.7454545454545455,0.5515151515151515,1.0,0.6606060606060606,-0.296969696969697
observed_stable_strength_DN,0.9636363636363636,0.9636363636363636,0.6121212121212121,0.9636363636363636,0.9878787878787879,0.6606060606060606,1.0,-0.3333333333333333
drift_percent,-0.3696969696969697,-0.3696969696969697,0.030303030303030304,-0.23636363636363636,-0.34545454545454546,-0.296969696969697,-0.3333333333333333,1.0
