feature,mean_signal_DN,temporal_std_DN,brightness_adjusted_temporal_residual_DN,row_energy_DN,column_energy_DN,radial_acf_lag1,observed_stable_strength_DN,drift_percent
mean_signal_DN,1.0,0.980689081500425,6.213003784673497e-16,0.9519120959641195,0.996098945610519,0.5255321226616946,0.9911975501545692,-0.6582057034795242
temporal_std_DN,0.980689081500425,1.0,0.19557332493428844,0.9227376951666693,0.9769041983050677,0.4939675744294944,0.9623600711936283,-0.6013696880378264
brightness_adjusted_temporal_residual_DN,6.213003784673497e-16,0.19557332493428844,1.0,-0.055181880745514375,0.00020881299001114832,-0.10950389195340052,-0.04958009409609357,0.2256210490907969
row_energy_DN,0.9519120959641195,0.9227376951666693,-0.055181880745514375,1.0,0.9596980483922682,0.7572250021165293,0.9812616053952821,-0.6077495386242757
column_energy_DN,0.996098945610519,0.9769041983050677,0.00020881299001114832,0.9596980483922682,1.0,0.5631262529326514,0.9911200888737882,-0.6546370482349202
radial_acf_lag1,0.5255321226616946,0.4939675744294944,-0.10950389195340052,0.7572250021165293,0.5631262529326514,1.0,0.622014466667155,-0.3257991040726824
observed_stable_strength_DN,0.9911975501545692,0.9623600711936283,-0.04958009409609357,0.9812616053952821,0.9911200888737882,0.622014466667155,1.0,-0.6629118632075527
drift_percent,-0.6582057034795242,-0.6013696880378264,0.2256210490907969,-0.6077495386242757,-0.6546370482349202,-0.3257991040726824,-0.6629118632075527,1.0
