epoch,train_l1,val_l1,val_psnr_mean,val_psnr_std,val_ssim_mean,val_ssim_std,val_residual_mean,val_residual_std,seconds_elapsed,is_best
1,0.0019071036367677152,0.0018422873472445644,45.9271194174132,4.903490019078297,0.9967447110226155,0.0016260339892537835,-6.62933330204396e-05,0.005731416662456468,0.8892543315887451,True
2,0.0018082909889265218,0.001802929189580027,46.02828357522425,4.906239643753504,0.9969375903341771,0.001522925264608188,-0.00010234481032966869,0.005665245771524496,1.3797364234924316,True
3,0.0016615911312824624,0.0017103111313190311,46.15546166142967,4.915465509466571,0.997368348451376,0.0013037846114421158,-6.928453103682841e-05,0.005585789462202229,1.8580474853515625,True
4,0.0015256728246723387,0.0015343076156568713,46.348873459460194,4.9096853017315505,0.9980891075845957,0.0009292059677597248,-2.1272183630571817e-05,0.005461561115225777,2.3354926109313965,True
5,0.0013277924947694621,0.001271526372875087,46.512988804367076,4.873577180344083,0.9989183680691719,0.00045417332895927886,-0.00015959541542542865,0.005347843820345588,2.7930448055267334,True
6,0.001043556891752153,0.001025050638418179,46.65263477382193,4.933775542274637,0.9994301055697203,0.00020600607471564345,-8.403048104810296e-05,0.005278479293338023,3.245131015777588,True
7,0.0009042643968396904,0.0009534785858704709,46.76269134403051,4.974935536217781,0.9995375387965442,0.00010081094041263742,-0.00028192364879942033,0.005213055163039826,3.7228055000305176,True
8,0.0006804856199199672,0.0008080326042545494,46.81405456290561,4.99980574759359,0.9996889344887734,8.371621921658292e-05,3.570923911411228e-05,0.005196515179704875,4.193814277648926,True
9,0.0006331611644286154,0.0007451093151757959,46.88939913727852,4.979430830195489,0.9997332793693542,6.408109320477194e-05,1.2870928912889212e-05,0.005146613460965455,4.653929948806763,True
10,0.0005197233966265975,0.0007110350634320639,46.8975045758157,5.014738342181272,0.9997500920594931,5.6963678600865404e-05,-3.802933093766114e-05,0.005150291559402831,5.122447967529297,True
11,0.0005192774776580998,0.0008201963937608525,46.90214784379705,4.9850809203936315,0.9996880200525522,4.690156639654749e-05,-0.0002187070385843981,0.005135098239406943,5.58331036567688,True
12,0.0005656871402276341,0.0006895448859722819,46.94617906650465,4.988738823145909,0.999758519600749,5.172282537359441e-05,1.744438952755445e-05,0.0051153879903722554,6.099932670593262,True
