folder,frame_count,crop_size,crop_top,crop_left,crop_height,crop_width,metric_definition,value,valid_sample_count,warning_flags,bin_index,bin_low_dn,bin_high_dn,mean_signal_dn,temporal_variance_dn2,temporal_std_dn,fano_like_dn
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,46740.480293013854,3229,single_scene_spatial_binning,4,2761.473203125,3129.43525390625,2933.7430318984207,46740.480293013854,215.3538897538562,15.932029419348346
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,60889.870125292626,2368,single_scene_spatial_binning,5,3129.43525390625,3497.3973046875,3309.135399070946,60889.870125292626,245.85690782205631,18.400537536900945
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,75671.61404496011,1903,single_scene_spatial_binning,6,3497.3973046875,3865.35935546875,3677.411521282186,75671.61404496011,274.07510095739957,20.577412565068602
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,89955.9183217071,1683,single_scene_spatial_binning,7,3865.35935546875,4233.32140625,4042.800579322638,89955.9183217071,298.7970273048509,22.25089181539076
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,103852.8414983271,1565,single_scene_spatial_binning,8,4233.32140625,4601.28345703125,4421.728434504792,103852.8414983271,320.8007313034041,23.48693345523333
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,115088.49142315121,1378,single_scene_spatial_binning,9,4601.28345703125,4969.2455078125,4783.709270682148,115088.49142315121,337.2761940239202,24.058420968116195
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,124427.839405491,1512,single_scene_spatial_binning,10,4969.2455078125,5337.20755859375,5151.013806216931,124427.839405491,349.98916405629615,24.155990274247543
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,126941.59148927678,1578,single_scene_spatial_binning,11,5337.20755859375,5705.169609375,5524.807351077313,126941.59148927678,352.5247715868159,22.976654826620106
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,124014.69369434261,2077,single_scene_spatial_binning,12,5705.169609375,6073.13166015625,5904.890828117477,124014.69369434261,347.5522066658465,21.002029894239282
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,118324.76002975849,3154,single_scene_spatial_binning,13,6073.13166015625,6441.0937109375,6271.524730500952,118324.76002975849,339.7943520833932,18.866984523603566
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,117907.67252614426,4547,single_scene_spatial_binning,14,6441.0937109375,6809.055761718751,6633.551215086871,117907.67252614426,340.04451244795456,17.77444218083122
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,122684.03149606299,4469,single_scene_spatial_binning,15,6809.055761718751,7177.0178125,6987.150089505482,122684.03149606299,347.0927112303551,17.558522419653073
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,134336.10623908727,3274,single_scene_spatial_binning,16,7177.0178125,7544.97986328125,7350.04638821014,134336.10623908727,363.15006585747443,18.276905905596653
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,144276.555058996,2664,single_scene_spatial_binning,17,7544.97986328125,7912.9419140625005,7727.725412912913,144276.555058996,376.6626473904216,18.669989854700585
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,149387.48755616555,2725,single_scene_spatial_binning,18,7912.9419140625005,8280.90396484375,8101.77247706422,149387.48755616555,383.681744811611,18.438864826070503
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,149258.4245694009,3313,single_scene_spatial_binning,19,8280.90396484375,8648.866015625,8473.491246604286,149258.4245694009,384.12264496641495,17.61474936664572
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,150581.2134924653,4386,single_scene_spatial_binning,20,8648.866015625,9016.828066406251,8843.191945964432,150581.2134924653,386.36291949039327,17.027925483533426
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,153446.55372553237,5855,single_scene_spatial_binning,21,9016.828066406251,9384.7901171875,9208.078864218616,153446.55372553237,390.3903549422779,16.664339650891296
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,158568.35431635313,6582,single_scene_spatial_binning,22,9384.7901171875,9752.75216796875,9567.851849741719,158568.35431635313,397.0565082285634,16.573036122066796
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,164577.3838159481,6140,single_scene_spatial_binning,23,9752.75216796875,10120.71421875,9934.504560260586,164577.3838159481,404.65272947726675,16.56623969697299
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,170049.14241213104,5930,single_scene_spatial_binning,24,10120.71421875,10488.67626953125,10306.707188026981,170049.14241213104,411.3807748838399,16.498881680627587
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,176328.07550216938,5880,single_scene_spatial_binning,25,10488.67626953125,10856.6383203125,10674.644026360544,176328.07550216938,419.0042014966643,16.518403336611065
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,181880.71992545968,6262,single_scene_spatial_binning,26,10856.6383203125,11224.600371093751,11045.008124401149,181880.71992545968,425.55789073312366,16.467232787601148
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,187608.43126580576,6853,single_scene_spatial_binning,27,11224.600371093751,11592.562421875,11412.601305997374,187608.43126580576,432.2530901419051,16.43870895299012
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,193771.9424718577,6750,single_scene_spatial_binning,28,11592.562421875,11960.52447265625,11772.035185185185,193771.9424718577,439.31541968668506,16.460360457953346
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,199562.08927101485,5548,single_scene_spatial_binning,29,11960.52447265625,12328.486523437501,12134.958588680605,199562.08927101485,445.8564369939969,16.445222108723534
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,207123.5678723964,3890,single_scene_spatial_binning,30,12328.486523437501,12696.44857421875,12496.658868894601,207123.5678723964,454.19556822538505,16.574315586700305
5,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,211925.63374147608,2090,single_scene_spatial_binning,31,12696.44857421875,13064.410625,12856.399162679425,211925.63374147608,459.40578920540395,16.484058332341657
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,4902.207151659873,86057,single_scene_spatial_binning,0,1075.25,1237.0022265625,1163.6295449527638,4902.207151659873,69.38714398657464,4.21285895749482
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,6995.268708941176,45146,single_scene_spatial_binning,1,1237.0022265625,1398.754453125,1303.4712654498737,6995.268708941176,83.14080945047982,5.366645889602225
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,11240.744432900963,11308,single_scene_spatial_binning,2,1398.754453125,1560.5066796875,1468.2339715245844,11240.744432900963,105.40150705136412,7.655962640088489
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,15411.07380791124,6092,single_scene_spatial_binning,3,1560.5066796875,1722.25890625,1636.2938690085357,15411.07380791124,123.71124868211734,9.418279992241937
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,18868.890331575203,4507,single_scene_spatial_binning,4,1722.25890625,1884.0111328125001,1799.4449744841359,18868.890331575203,136.9416976588882,10.485950167486799
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,22622.789182987297,3651,single_scene_spatial_binning,5,1884.0111328125001,2045.7633593750002,1962.5649137222679,22622.789182987297,149.961323868596,11.527154605082663
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,26359.657201688253,3151,single_scene_spatial_binning,6,2045.7633593750002,2207.5155859375,2125.3897968898764,26359.657201688253,161.90074142184184,12.40226956968592
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,29621.6177327904,2858,single_scene_spatial_binning,7,2207.5155859375,2369.2678125,2287.8072515745275,29621.6177327904,171.656207789039,12.947601994182003
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,32850.36499596394,2663,single_scene_spatial_binning,8,2369.2678125,2531.0200390625005,2448.003661284266,32850.36499596394,180.78787182570053,13.419246676587916
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,35958.34351714085,2609,single_scene_spatial_binning,9,2531.0200390625005,2692.7722656250003,2610.549444231506,35958.34351714085,189.0888994446991,13.774243424730946
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,38726.96106945501,2723,single_scene_spatial_binning,10,2692.7722656250003,2854.5244921875,2774.5835475578406,38726.96106945501,196.19961457513915,13.957756328347752
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,41198.72557471264,2784,single_scene_spatial_binning,11,2854.5244921875,3016.2767187500003,2938.143318965517,41198.72557471264,202.4111787806286,14.022027213164737
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,43123.94805634949,3485,single_scene_spatial_binning,12,3016.2767187500003,3178.0289453125006,3102.4199784791967,43123.94805634949,207.0953334108845,13.90010003658138
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,44686.07789640415,5170,single_scene_spatial_binning,13,3178.0289453125006,3339.7811718750004,3263.0657882011606,44686.07789640415,210.83091878800153,13.694507189522026
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,47085.76773908093,5588,single_scene_spatial_binning,14,3339.7811718750004,3501.5333984375,3419.4470069792415,47085.76773908093,216.4179816607046,13.769994868461717
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,50181.68109078015,4419,single_scene_spatial_binning,15,3501.5333984375,3663.2856250000004,3578.4117730255716,50181.68109078015,223.41973421084467,14.023450702083734
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,53849.86586918926,3178,single_scene_spatial_binning,16,3663.2856250000004,3825.0378515625007,3741.0473568281936,53849.86586918926,231.44898803904908,14.394328842403452
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,56674.83764075861,2976,single_scene_spatial_binning,17,3825.0378515625007,3986.7900781250005,3907.2531081989246,56674.83764075861,237.4561968313244,14.505033605791478
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,58827.052923860436,3488,single_scene_spatial_binning,18,3986.7900781250005,4148.5423046875,4069.894567087156,58827.052923860436,241.9160974683952,14.454195791603333
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,60989.89517974734,3812,single_scene_spatial_binning,19,4148.5423046875,4310.294531250001,4230.057614113326,60989.89517974734,246.35219771770957,14.4182185548155
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,63808.85741369708,3605,single_scene_spatial_binning,20,4310.294531250001,4472.046757812501,4389.624167822469,63808.85741369708,252.0037779100176,14.536291712953254
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,66831.69604169093,3179,single_scene_spatial_binning,21,4472.046757812501,4633.798984375,4551.5239462095,66831.69604169093,257.9514946546584,14.68336689678371
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,69948.89661283522,3119,single_scene_spatial_binning,22,4633.798984375,4795.5512109375,4714.395399166399,69948.89661283522,263.88972552191024,14.83729952417729
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,72134.3340589093,3375,single_scene_spatial_binning,23,4795.5512109375,4957.303437500001,4878.789851851852,72134.3340589093,268.0135071277916,14.78529230594532
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,74724.85132375211,3759,single_scene_spatial_binning,24,4957.303437500001,5119.055664062501,5040.153764299016,74724.85132375211,272.7696291452866,14.825907069155624
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,77229.116290868,4501,single_scene_spatial_binning,25,5119.055664062501,5280.807890625001,5202.220812041768,77229.116290868,277.32460419210014,14.845412965190363
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,80032.62675914801,5289,single_scene_spatial_binning,26,5280.807890625001,5442.5601171875005,5364.899130270373,80032.62675914801,282.31679651603207,14.91782507290396
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,82634.72074402361,6277,single_scene_spatial_binning,27,5442.5601171875005,5604.312343750001,5526.058746216346,82634.72074402361,286.8481932091442,14.953645000716474
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,85322.60646107819,6859,single_scene_spatial_binning,28,5604.312343750001,5766.064570312501,5686.3456225397285,85322.60646107819,291.4977491626802,15.004822450973357
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,87998.15131304866,6445,single_scene_spatial_binning,29,5766.064570312501,5927.816796875,5844.335007757952,87998.15131304866,296.0309693425118,15.05699984621641
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,90987.42509146834,4782,single_scene_spatial_binning,30,5927.816796875,6089.569023437501,6002.551469050606,90987.42509146834,301.0395893844083,15.158124934138943
7,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,93706.76183314165,2670,single_scene_spatial_binning,31,6089.569023437501,6251.321250000001,6160.954073033708,93706.76183314165,305.4995523670872,15.209780940145787
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,4334.241358761854,85650,single_scene_spatial_binning,0,1047.25,1181.68359375,1121.092837127846,4334.241358761854,65.2046467040768,3.866086032505433
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,6007.339767923563,45507,single_scene_spatial_binning,1,1181.68359375,1316.1171875,1236.7900515305337,6007.339767923563,77.01719753122747,4.857202530445204
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,8455.231612285646,11409,single_scene_spatial_binning,2,1316.1171875,1450.55078125,1373.445426855991,8455.231612285646,91.43187769252067,6.156219567923318
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,12507.612598945192,6057,single_scene_spatial_binning,3,1450.55078125,1584.984375,1513.6198200429255,12507.612598945192,111.38135693991227,8.263377919159701
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,15322.220951348894,4505,single_scene_spatial_binning,4,1584.984375,1719.41796875,1648.8211986681465,15322.220951348894,123.34182042548349,9.2928335490383
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,17810.267733869536,3634,single_scene_spatial_binning,5,1719.41796875,1853.8515625,1783.9060952118878,17810.267733869536,133.0675165368393,9.983859454078539
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,20496.220722568512,3148,single_scene_spatial_binning,6,1853.8515625,1988.28515625,1918.3990628970776,20496.220722568512,142.7554034698825,10.684023527209229
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,23311.87410889923,2874,single_scene_spatial_binning,7,1988.28515625,2122.71875,2053.301365692415,23311.87410889923,152.24568843643692,11.35336219923956
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,25874.129966245924,2713,single_scene_spatial_binning,8,2122.71875,2257.15234375,2189.465029487652,25874.129966245924,160.44642366082144,11.817557996028203
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,28111.752383967076,2587,single_scene_spatial_binning,9,2257.15234375,2391.5859375,2324.505459992269,28111.752383967076,167.2511919891639,12.093648678313095
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,30446.09201849017,2659,single_scene_spatial_binning,10,2391.5859375,2526.01953125,2460.799642722828,30446.09201849017,174.06420428806436,12.372438409817935
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,32879.70395864291,2766,single_scene_spatial_binning,11,2526.01953125,2660.453125,2595.6705079537237,32879.70395864291,180.88758703795696,12.66713315803837
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,34777.13406673587,3626,single_scene_spatial_binning,12,2660.453125,2794.88671875,2731.9451875344735,34777.13406673587,186.00059969328981,12.729806668676813
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,36605.06469322762,5212,single_scene_spatial_binning,13,2794.88671875,2929.3203125,2865.276837106677,36605.06469322762,190.9028727371609,12.775402439015627
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,38756.33015419352,5510,single_scene_spatial_binning,14,2929.3203125,3063.75390625,2995.6541288566245,38756.33015419352,196.42077951897923,12.937518313900265
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,41464.276253626194,4370,single_scene_spatial_binning,15,3063.75390625,3198.1875,3127.0773741418766,41464.276253626194,203.1401888312,13.259753850831625
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,43690.71620231112,3191,single_scene_spatial_binning,16,3198.1875,3332.62109375,3262.945314948292,43690.71620231112,208.53528501092435,13.389962743829647
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,45958.56408818684,2949,single_scene_spatial_binning,17,3332.62109375,3467.0546875,3401.3368514750764,45958.56408818684,213.89638716369308,13.5119119613971
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,47896.604670258945,3548,single_scene_spatial_binning,18,3467.0546875,3601.48828125,3537.332405580609,47896.604670258945,218.37814196278163,13.540317724931851
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,50219.03543511183,3858,single_scene_spatial_binning,19,3601.48828125,3735.921875,3669.046980300674,50219.03543511183,223.5930846806419,13.687215155526964
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,52424.15924556777,3506,single_scene_spatial_binning,20,3735.921875,3870.35546875,3802.0742655447802,52424.15924556777,228.48144141573763,13.788304905205782
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,54908.9791229258,2989,single_scene_spatial_binning,21,3870.35546875,4004.7890625,3935.3534208765473,54908.9791229258,233.81245514417472,13.952744074176586
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,57290.81184100278,3073,single_scene_spatial_binning,22,4004.7890625,4139.22265625,4070.7769280833063,57290.81184100278,238.85690190618573,14.07368000092742
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,59192.27353697033,3355,single_scene_spatial_binning,23,4139.22265625,4273.65625,4209.421348733234,59192.27353697033,242.79690934287765,14.061855213135985
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,61240.011009287045,3845,single_scene_spatial_binning,24,4273.65625,4408.08984375,4342.784655396619,61240.011009287045,246.92357032297517,14.101553696241035
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,63829.18817891833,4384,single_scene_spatial_binning,25,4408.08984375,4542.5234375,4476.990362682482,63829.18817891833,252.13316616670136,14.257164525293673
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,65989.18601222144,5180,single_scene_spatial_binning,26,4542.5234375,4676.95703125,4611.075120656371,65989.18601222144,256.3823528285805,14.31101950966006
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,68225.96206369725,6365,single_scene_spatial_binning,27,4676.95703125,4811.390625,4745.917085624509,68225.96206369725,260.65516517893263,14.375717239214998
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,70722.24892049785,6975,single_scene_spatial_binning,28,4811.390625,4945.82421875,4879.371666666667,70722.24892049785,265.3829504843117,14.494130341337907
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,73002.90950318077,6518,single_scene_spatial_binning,29,4945.82421875,5080.2578125,5010.968759588831,73002.90950318077,269.6295214614849,14.568621958275974
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,75396.233279982,4895,single_scene_spatial_binning,30,5080.2578125,5214.69140625,5142.498850868233,75396.233279982,274.03639829200307,14.66140012209288
8,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,77383.61604631635,2682,single_scene_spatial_binning,31,5214.69140625,5349.125,5273.560402684564,77383.61604631635,277.59696779728233,14.673884460851795
9,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,2486.454982771994,75262,single_scene_spatial_binning,0,966.714375,1015.2322265625,996.009963527411,2486.454982771994,49.093748854195184,2.496415772756037
9,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,3075.322174208255,53484,single_scene_spatial_binning,1,1015.2322265625,1063.750078125,1034.9190201742576,3075.322174208255,54.70416222061342,2.971558270994419
9,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,3780.138671937263,13091,single_scene_spatial_binning,2,1063.750078125,1112.2679296875,1083.7850909021465,3780.138671937263,60.88011045563506,3.4879042936369076
9,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,4527.122640655088,6608,single_scene_spatial_binning,3,1112.2679296875,1160.7857812500001,1134.705565223971,4527.122640655088,66.6970066452506,3.9896892898040144
9,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,5243.160916218377,4659,single_scene_spatial_binning,4,1160.7857812500001,1209.3036328125002,1184.0793088645632,5243.160916218377,71.9327268654807,4.42804876072545
9,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,6007.348654724932,3765,single_scene_spatial_binning,5,1209.3036328125002,1257.8214843750002,1233.0274900398406,6007.348654724932,77.08355774891184,4.872031405018251
9,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,6774.866141732284,3212,single_scene_spatial_binning,6,1257.8214843750002,1306.3393359375,1281.7793430884185,6774.866141732284,81.85189182958622,5.285516714139265
9,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,7464.433655517176,2936,single_scene_spatial_binning,7,1306.3393359375,1354.8571875000002,1330.2662210490464,7464.433655517176,86.06098187335203,5.611232952777477
9,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,8505.289482266044,2825,single_scene_spatial_binning,8,1354.8571875000002,1403.3750390625,1379.171017699115,8505.289482266044,91.87460239495385,6.1669578124223525
9,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,10061.151057759394,2528,single_scene_spatial_binning,9,1403.3750390625,1451.8928906250003,1427.6064576740507,10061.151057759394,99.82004922039366,7.047566227846627
9,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,11424.541246309056,2560,single_scene_spatial_binning,10,1451.8928906250003,1500.4107421875,1475.925439453125,11424.541246309056,106.53760793606507,7.740595114711347
9,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,12622.465169327483,2941,single_scene_spatial_binning,11,1500.4107421875,1548.9285937500001,1525.5267341040462,12622.465169327483,111.94198980649753,8.274168447621966
9,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,13551.427143145569,3900,single_scene_spatial_binning,12,1548.9285937500001,1597.4464453125001,1574.4503846153846,13551.427143145569,115.98092500946203,8.607084272430717
9,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,14399.4196477281,5297,single_scene_spatial_binning,13,1597.4464453125001,1645.9642968750002,1622.7783415140646,14399.4196477281,119.62563605207009,8.873312688098444
9,128,512,2304,2304,512,512,Temporal variance conditional on the per-pixel temporal mean within one fixed scene; not a photon-transfer curve.,15181.448560874183,5493,single_scene_spatial_binning,14,1645.9642968750002,1694.4821484375002,1669.3493082104496,15181.448560874183,122.84799735837976,9.094231199070475
