source_pair_key,evidence,clean_path,clean_raw_min_dn,clean_raw_max_dn,clean_raw_mean_dn,clean_raw_std_dn,clean_raw_p1_dn,clean_raw_p50_dn,clean_raw_p99_dn,dark_mean_dn,dark_p50_dn,dark_to_clean_mean_ratio,pixel_dark_clean_ratio_p50,difference_mean_dn,difference_negative_ratio,difference_zero_ratio,difference_nonpositive_ratio,difference_positive_ratio,crop_top,crop_left,crop_size,warning
15ms_to_500ms_041,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621330041.tif,1.0,65535.0,17106.33878517151,7073.044798269012,7320.0,15227.0,39567.0,27404.98828125,27395.421875,1.6020370358270815,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9881973266601562,0.01180267333984375,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_042,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621340042.tif,1.0,65535.0,17159.958901405334,7061.6346213754605,7386.0,15274.0,39551.0,27404.98828125,27395.421875,1.5970311140433813,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9879570007324219,0.012042999267578125,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_043,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621340043.tif,1.0,65535.0,17085.12518954277,7065.382964948938,7316.0,15205.0,39617.0,27404.98828125,27395.421875,1.6040261910415308,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9881134033203125,0.0118865966796875,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_044,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621350044.tif,1.0,65535.0,17075.920707702637,7061.570954400054,7328.0,15198.0,39599.96999999974,27404.98828125,27395.421875,1.6048908138164468,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9880561828613281,0.011943817138671875,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_045,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621350045.tif,1.0,65535.0,17138.665488004684,7058.777227743788,7379.0,15260.0,39579.0,27404.98828125,27395.421875,1.599015296752871,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9879531860351562,0.01204681396484375,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_046,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621360046.tif,1.0,65535.0,17095.720175027847,7064.763974063031,7351.0,15209.0,39617.0,27404.98828125,27395.421875,1.6030321039812738,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9879875183105469,0.012012481689453125,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_047,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621360047.tif,1.0,65535.0,17111.76168370247,7059.503967049206,7365.0,15230.0,39595.0,27404.98828125,27395.421875,1.6015293333211258,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9881324768066406,0.011867523193359375,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_048,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621370048.tif,1.0,65535.0,17111.512144327164,7066.58468506665,7362.0,15225.0,39632.0,27404.98828125,27395.421875,1.6015526886287106,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9880561828613281,0.011943817138671875,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_049,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621370049.tif,1.0,65535.0,17116.44657588005,7067.361988185224,7354.0,15237.0,39643.0,27404.98828125,27395.421875,1.6010909834444396,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9879570007324219,0.012042999267578125,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_050,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621380050.tif,1.0,65535.0,17097.260502576828,7063.921610822117,7340.0,15221.0,39623.0,27404.98828125,27395.421875,1.6028876835045962,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9882240295410156,0.011775970458984375,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_051,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621380051.tif,1.0,65535.0,17092.976647377014,7061.545879861041,7336.0,15200.0,39601.0,27404.98828125,27395.421875,1.603289400471708,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9881019592285156,0.011898040771484375,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_052,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621390052.tif,1.0,65535.0,17119.06808233261,7060.657261400779,7359.0,15245.0,39647.0,27404.98828125,27395.421875,1.6008458024378538,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9878921508789062,0.01210784912109375,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_053,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621390053.tif,1.0,65535.0,17123.410274028778,7042.286531364925,7417.0,15237.0,39623.0,27404.98828125,27395.421875,1.6004398564703772,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9879646301269531,0.012035369873046875,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_054,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621400054.tif,1.0,65535.0,17109.967408180237,7068.666832761931,7356.0,15227.0,39649.0,27404.98828125,27395.421875,1.6016972813254884,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9880256652832031,0.011974334716796875,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_055,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621400055.tif,1.0,65535.0,17112.454879283905,7064.475264944681,7356.0,15236.0,39657.0,27404.98828125,27395.421875,1.6014644581722808,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9882431030273438,0.01175689697265625,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_056,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621410056.tif,1.0,65535.0,17110.675096273422,7067.595925225791,7349.0,15233.0,39636.0,27404.98828125,27395.421875,1.6016310360085444,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9880943298339844,0.011905670166015625,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_057,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621410057.tif,1.0,65535.0,17121.368673324585,7055.446162389082,7381.0,15237.0,39646.0,27404.98828125,27395.421875,1.600630697471487,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.988037109375,0.011962890625,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_058,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621420058.tif,1.0,65535.0,17062.2136926651,7056.588986358916,7322.0,15185.0,39581.0,27404.98828125,27395.421875,1.6061801109097098,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9881858825683594,0.011814117431640625,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_059,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621420059.tif,1.0,65535.0,17086.7165350914,7054.285041689998,7355.0,15199.0,39607.0,27404.98828125,27395.421875,1.603876802483831,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.987945556640625,0.012054443359375,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_060,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621430060.tif,1.0,65535.0,17109.086972475052,7065.378295248438,7343.0,15234.0,39644.0,27404.98828125,27395.421875,1.6017797048632054,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9880752563476562,0.01192474365234375,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_061,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621430061.tif,1.0,65535.0,17076.972855091095,7068.152372538951,7327.0,15190.0,39643.0,27404.98828125,27395.421875,1.6047919331955751,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9880104064941406,0.011989593505859375,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_062,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621440062.tif,1.0,65535.0,17098.97938489914,7062.435800476343,7343.0,15217.0,39603.96999999974,27404.98828125,27395.421875,1.6027265525246817,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9881095886230469,0.011890411376953125,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_063,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621440063.tif,1.0,65535.0,17097.874079465866,7052.274682324895,7375.0,15212.0,39631.0,27404.98828125,27395.421875,1.6028301620353334,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9881439208984375,0.0118560791015625,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_064,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621450064.tif,1.0,65535.0,17089.19917345047,7051.082452268857,7370.0,15210.0,39600.0,27404.98828125,27395.421875,1.6036437988168568,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9880561828613281,0.011943817138671875,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_065,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621450065.tif,1.0,65535.0,17101.285124063492,7053.906616665945,7370.0,15213.0,39575.96999999974,27404.98828125,27395.421875,1.6025104594442439,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9884147644042969,0.011585235595703125,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_066,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621460066.tif,1.0,65535.0,17050.036566495895,7039.306549574872,7333.0,15166.0,39537.0,27404.98828125,27395.421875,1.6073272438079143,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9885292053222656,0.011470794677734375,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_067,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621460067.tif,1.0,65535.0,17097.81686925888,7046.6036921380555,7352.0,15215.0,39498.0,27404.98828125,27395.421875,1.6028355251905264,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9884223937988281,0.011577606201171875,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_068,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621470068.tif,1.0,65535.0,17086.696513414383,7053.468207126937,7353.0,15199.0,39470.0,27404.98828125,27395.421875,1.6038786818584245,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9884147644042969,0.011585235595703125,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_069,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621480069.tif,1.0,65535.0,17091.220721006393,7041.6751888583585,7370.0,15191.0,39528.0,27404.98828125,27395.421875,1.6034541200188943,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.988006591796875,0.011993408203125,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_070,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621480070.tif,1.0,65535.0,17110.61727809906,7059.614288175357,7341.0,15221.0,39509.0,27404.98828125,27395.421875,1.6016364480507284,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9882965087890625,0.0117034912109375,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_071,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621500071.tif,1.0,65535.0,17128.98366689682,7057.682357190638,7381.0,15242.0,39463.0,27404.98828125,27395.421875,1.5999191086983409,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9883499145507812,0.01165008544921875,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_072,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621510072.tif,1.0,65535.0,17110.773437023163,7059.41418751691,7348.0,15223.0,39537.0,27404.98828125,27395.421875,1.6016218309543444,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9882011413574219,0.011798858642578125,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_073,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621510073.tif,1.0,65535.0,17079.7434091568,7040.477356154635,7360.0,15197.0,39560.0,27404.98828125,27395.421875,1.6045316153026998,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9883651733398438,0.01163482666015625,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_074,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621520074.tif,1.0,65535.0,17089.115023374557,7059.674342236134,7348.0,15199.0,39533.96999999974,27404.98828125,27395.421875,1.603651695466111,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9881668090820312,0.01183319091796875,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_075,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621520075.tif,1.0,65535.0,17137.456246614456,7052.892967488437,7396.0,15251.0,39582.0,27404.98828125,27395.421875,1.5991281253694765,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9880714416503906,0.011928558349609375,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_076,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621530076.tif,1.0,65535.0,17098.940797805786,7044.1626471848385,7360.0,15215.0,39592.0,27404.98828125,27395.421875,1.6027301693895994,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.988250732421875,0.011749267578125,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_077,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621530077.tif,1.0,65535.0,17056.85780954361,7056.479785257677,7320.0,15177.0,39569.0,27404.98828125,27395.421875,1.6066844542677978,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.98828125,0.01171875,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_078,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621540078.tif,1.0,65535.0,17105.27984380722,7061.795181724501,7352.0,15213.0,39561.0,27404.98828125,27395.421875,1.6021362135838821,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9882850646972656,0.011714935302734375,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_079,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621540079.tif,1.0,65535.0,17107.850813388824,7053.61660474864,7381.0,15214.0,39564.0,27404.98828125,27395.421875,1.601895444388754,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9881553649902344,0.011844635009765625,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_080,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621550080.tif,1.0,65535.0,17109.865620851517,7059.8223494811,7352.0,15222.0,39544.0,27404.98828125,27395.421875,1.6017068098917144,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9883537292480469,0.011646270751953125,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_081,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621550081.tif,1.0,65535.0,17115.504875421524,7059.634889665019,7353.0,15236.0,39591.0,27404.98828125,27395.421875,1.6011790759736537,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9881401062011719,0.011859893798828125,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_082,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621560082.tif,1.0,65535.0,17098.552883148193,7060.252134903565,7341.0,15215.0,39599.0,27404.98828125,27395.421875,1.6027665305091119,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.98822021484375,0.01177978515625,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_083,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621560083.tif,1.0,65535.0,17076.629899263382,7058.261359160126,7325.0,15187.0,39556.0,27404.98828125,27395.421875,1.6048241627835562,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.98809814453125,0.01190185546875,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_084,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621570084.tif,1.0,65535.0,17078.450685739517,7051.227467007781,7347.0,15182.0,39537.0,27404.98828125,27395.421875,1.6046530675135027,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.988311767578125,0.011688232421875,768,768,512,raw pixel comparison requires remounted source volume
