experiment,scene_id,pair_count,noisy_psnr,noisy_ssim,output_psnr,output_ssim,output_mae,mean_shift_DN
CG_NC,Scene1,27,57.27126941815663,0.9978241628314216,57.18231117980398,0.9977936648427317,0.0011927724368623676,6.817033029989172
CG_NC,Scene2,30,57.2808095389103,0.9977725433513059,57.14654409278174,0.9977420491378574,0.0011987550493743394,5.375285440308604
CG_NC,Scene3,30,57.27832720171494,0.9977471589972974,57.196304384486275,0.9977139399943896,0.0011914302076672472,6.817458211539498
CG_NC,Scene4,30,57.27678418555214,0.9978112111517301,57.17975955807018,0.9977787152040192,0.0011930351562450341,6.876972778480259
G,Scene1,27,57.27126941815663,0.9978241628314216,57.15382684377993,0.9978107277054731,0.0011928321211816775,3.8138284586322158
G,Scene2,30,57.2808095389103,0.9977725433513059,57.00646604900558,0.9977528640535425,0.0012136337131174932,1.4515295960801622
G,Scene3,30,57.27832720171494,0.9977471589972974,57.15155746805105,0.9977338038562888,0.0011941723194345277,3.635503891015877
G,Scene4,30,57.27678418555214,0.9978112111517301,57.16019221088098,0.9977989934327515,0.0011918610326496525,3.9730112257973933
