experiment,epoch,train_l1,validation_l1,validation_psnr,is_best
G,1,0.00806601536537831,0.001706807305996553,47.416954888237846,True
G,2,0.0014463913712340097,0.0015092637463528505,50.530470399775055,True
G,3,0.001984389271431913,0.0012154194589059514,56.95786816849668,True
G,4,0.0011243781664719184,0.0012017208092814137,57.08595702994583,True
G,5,0.0011191583843901754,0.0012008224924405415,57.09390092507387,True
G,6,0.0011746708660696943,0.0011982923327809852,57.11708672026284,True
G,7,0.0011732306346918147,0.0012321819299553386,56.80474488348023,False
G,8,0.0011532727512530982,0.0012163098893550218,56.95059331258138,False
G,9,0.0012595210263195136,0.0014659574227487175,55.17832265348516,False
G,10,0.0011744971402610342,0.00126328471248062,56.53495006072215,False
G,11,0.0011272267694585026,0.001304313296185504,56.25397615351228,False
G,12,0.0012097529438324273,0.001332745497298037,56.044680668757515,False
G,13,0.0011294901440851391,0.0012281479977636447,56.88681124825763,False
G,14,0.001110041425563395,0.0012845185219158984,56.43458394107655,False
G,15,0.0011681318050250412,0.0013948965237603292,55.647418030306824,False
G,16,0.0011410449453008672,0.0015310316200320346,54.85765972300472,False
G,17,0.001161604830995202,0.0018030724281238185,53.45004138783512,False
G,18,0.0011204196163453162,0.002349113507204267,51.33321273021209,False
G,19,0.0010553936893120408,0.002909125398016638,49.51873022878272,False
G,20,0.0010690020859086265,0.0029405447222594903,49.36420437413403,False
G,21,0.0010566887259483336,0.0027178275084489174,49.7580313397269,False
G,22,0.0010066296990650396,0.0026830295379408915,49.845566578400444,False
G,23,0.0009640601048401246,0.0025325564281521444,50.205252655550964,False
G,24,0.0009368447998228173,0.0025052822177083446,50.38578838772244,False
G,25,0.000957105781029289,0.0024484928187906234,50.621359018179085,False
G,26,0.0009801405121106655,0.0023934135171704185,50.7808352739383,False
G,27,0.0008745349834983547,0.002643572236212273,49.99344905625042,False
G,28,0.0009157678515960772,0.002419811796842732,50.740404895228195,False
G,29,0.0009393884144568195,0.0023674986347094434,50.77137146648179,False
G,30,0.000991968101589009,0.0024609477925870535,50.448845692169975,False
CG_NC,1,0.00823337559743474,0.0017348312778780477,47.11084737533178,True
CG_NC,2,0.002015205500647426,0.0015654243154721891,48.417532896384216,True
CG_NC,3,0.001748869656973208,0.0014748754697199115,49.21455145289755,True
CG_NC,4,0.0015384493958360205,0.001280588542139078,54.145359463161896,True
CG_NC,5,0.0014803364446076253,0.0014398348901786993,55.2957636841342,True
CG_NC,6,0.0012602507726599773,0.0012042705341775576,57.102754315759384,True
CG_NC,7,0.0013246277149301022,0.0012236753116465276,56.90619972424629,False
CG_NC,8,0.0013199395185802133,0.001362474151672079,55.88506793160724,False
CG_NC,9,0.0013620852201711386,0.0015299810468752542,54.77162649692633,False
CG_NC,10,0.0014023967847848933,0.0016360924893623998,54.23214940128163,False
CG_NC,11,0.0014448778276952604,0.0012322766134220883,56.84888546283428,False
CG_NC,12,0.001365044170524925,0.0012606063396988325,56.57088385687934,False
CG_NC,13,0.001236480096898352,0.0013158959187328434,56.145086369962776,False
CG_NC,14,0.0013160253770183772,0.0012095674203756528,57.01741960313585,False
CG_NC,15,0.001254914334664742,0.0011940475346313582,57.17607928545047,True
CG_NC,16,0.001258674149091045,0.0011987006585272904,57.14100490472256,False
CG_NC,17,0.0012969533598516136,0.0012379197580899056,56.822438036274704,False
CG_NC,18,0.0012546224880497902,0.0013067599726267732,56.24233829465687,False
CG_NC,19,0.0013806026669529578,0.0013752903637046425,55.768858689528244,False
CG_NC,20,0.0012741844130990407,0.0016089408627599797,54.48754188341972,False
CG_NC,21,0.0013230552105233074,0.0021889364440392097,51.98463055211255,False
CG_NC,22,0.0011724309894877176,0.0029467314891676363,49.56704891237438,False
CG_NC,23,0.001143158304815491,0.003580646883919198,47.90272802369208,False
CG_NC,24,0.0013570615028341611,0.001390337257976365,55.65258159800472,False
CG_NC,25,0.0012546213937457652,0.0012661366087671083,56.53396228236011,False
CG_NC,26,0.0011717762344051154,0.0011951498240511068,57.17356145483816,False
CG_NC,27,0.0012018714849061022,0.0021161931650474286,52.30844494420239,False
CG_NC,28,0.0013994502555578947,0.0012048790300997277,57.09018951807267,False
CG_NC,29,0.0011724042876934012,0.0012340997136794985,56.86421572041308,False
CG_NC,30,0.0011582273613506308,0.0012941559757758728,56.425701989067925,False
