experiment,condition_id,pair_count,noisy_psnr,noisy_ssim,output_psnr,output_ssim,output_mae,max_abs_mean_shift_DN
CG_NC,high,39,52.914642727881656,0.9959041298107425,52.85031707128956,0.9958882371632172,0.0018163857567621488,8.856810524700794
CG_NC,low,39,61.48784719399493,0.9992259956759972,61.333423995186116,0.9991811429910435,0.0006830699960981625,7.7998058164232855
CG_NC,mid,39,57.4283280800606,0.9982334591660396,57.344480546725684,0.9981990834570659,0.0010826331751879591,8.240305459572344
G,high,39,52.914642727881656,0.9959041298107425,52.737724545817926,0.9958914362533104,0.0018324530993542255,24.2141648823368
G,low,39,61.48784719399493,0.9992259956759972,61.28919158038812,0.9992081791061265,0.0006808687522743881,5.139485036388294
G,mid,39,57.4283280800606,0.9982334591660396,57.324360710209,0.9982198587001851,0.0010814596670369115,5.859324322859003
