experiment,pair_count,noisy_psnr,noisy_ssim,output_psnr,output_ssim,output_mae,output_rmse,max_abs_output_mean_shift_DN,max_output_zero_ratio,max_output_one_ratio,condition_psnr_variance,first_train_l1,final_train_l1,train_validation_l1_gap,best_epoch,best_validation_psnr,best_validation_l1,elapsed_seconds,peak_gpu_bytes,parameter_count
CG_NC,117,57.27693933397906,0.9977878615509265,57.176073871067125,0.997756154537109,0.0011940296426827567,0.0014977021396090351,8.856810524700794,0.000545501708984375,0.0,12.008030917913468,0.00823337559743474,0.0011582273613506308,3.582017328072743e-05,15,57.17607928545047,0.0011940475346313582,118.71638530000928,271566848,481745
G,117,57.27693933397906,0.9977878615509265,57.11709227880502,0.9977731580198739,0.0011982605062218418,0.0015106747531530085,24.2141648823368,0.006725311279296875,0.0,12.209411508551794,0.00806601536537831,0.000991968101589009,0.00020632423119197607,6,57.11708672026284,0.0011982923327809852,117.78471499998705,265765376,481745
