reference,strategy,folder,pair_count,mean_psnr_gain,std_psnr_gain,positive_pair_fraction,mean_ssim,mean_ssim_gain,mean_gradient_ratio_to_noisy,mean_residual_std,mean_removed_residual_std
reference_a_odd,lofo_best_hard,4,8,0.37114962376993876,0.021387625801759364,1.0,0.9959164289139094,0.0003932355050830505,0.968499752624852,0.0019618014921434224,0.00015756311404402368
reference_a_odd,lofo_best_hard,5,8,1.4034089394472868,0.23054066102717546,1.0,0.9894327170014947,0.005645225433954501,0.8613521399309083,0.00398168308311142,0.0013708085607504472
reference_a_odd,lofo_best_hard,7,8,0.9666896311056439,0.10589258835191984,1.0,0.9939918111845699,0.0017074407647734852,0.9165292071693869,0.0025132980954367667,0.000500234127684962
reference_a_odd,lofo_best_hard,8,8,0.8134149049578188,0.033266529911192375,1.0,0.9947423245849192,0.0011517513988244105,0.9354080992471385,0.0022469197283498943,0.00036219531830283813
reference_a_odd,lofo_best_hard,9,8,0.03301341982434369,0.0064251537030020804,1.0,0.9973844221597521,2.4159533875078854e-05,0.9946495872319061,0.0015216949250316247,3.6431997159525054e-05
reference_a_odd,lofo_best_hard,10,8,0.005475296726332957,0.017271902872509154,0.625,0.9983121599490128,5.101933152340532e-07,0.9988727280520499,0.0012118719314457849,8.062829010668793e-06
reference_a_odd,lofo_best_hard,11,8,0.04278604329218627,0.021145505535959182,1.0,0.9989661132944541,1.1306131625365978e-05,0.9944210800819628,0.0009452290687477216,2.664391740836436e-05
reference_a_odd,lofo_best_hard,13,8,0.00640648775829078,0.045824551949397656,0.5,0.9995575287048912,-1.2892499377803457e-06,0.9946551887592154,0.0006096078068367206,2.4570964569647913e-05
reference_a_odd,lofo_best_linear,1,8,0.018368875002573226,0.018119013728206398,0.875,0.99811287715895,8.315932115116054e-06,0.9952180892058808,0.0012952851393492892,2.1399231400209828e-05
reference_a_odd,lofo_best_linear,2,8,0.05326045472971774,0.04223375411077956,1.0,0.9994359114146727,8.690573349456887e-06,0.9945710611258465,0.0006921493477420881,2.259454481645662e-05
reference_a_odd,lofo_best_linear,4,8,0.37114962376993876,0.021387625801759364,1.0,0.9959164289139094,0.0003932355050830505,0.968499752624852,0.0019618014921434224,0.00015756311404402368
reference_a_odd,lofo_best_linear,5,8,1.4034089394472868,0.23054066102717546,1.0,0.9894327170014947,0.005645225433954501,0.8613521399309083,0.00398168308311142,0.0013708085607504472
reference_a_odd,lofo_best_linear,7,8,0.9666896311056439,0.10589258835191984,1.0,0.9939918111845699,0.0017074407647734852,0.9165292071693869,0.0025132980954367667,0.000500234127684962
reference_a_odd,lofo_best_linear,8,8,0.8134149049578188,0.033266529911192375,1.0,0.9947423245849192,0.0011517513988244105,0.9354080992471385,0.0022469197283498943,0.00036219531830283813
reference_a_odd,lofo_best_linear,9,8,0.06013779010717624,0.0025722792097160364,1.0,0.9973972034322769,3.694080639979336e-05,0.994473662070216,0.0015188119432423264,2.747792973423202e-05
reference_a_odd,lofo_best_linear,10,8,0.02976541841046565,0.009626465522282383,1.0,0.9983236079017048,1.1958146007171044e-05,0.9946359429726731,0.0012080341402906924,2.9165845035095117e-05
reference_a_odd,lofo_best_linear,11,8,0.04278604329218627,0.021145505535959182,1.0,0.9989661132944541,1.1306131625365978e-05,0.9944210800819628,0.0009452290687477216,2.664391740836436e-05
reference_a_odd,lofo_best_linear,13,8,0.00640648775829078,0.045824551949397656,0.5,0.9995575287048912,-1.2892499377803457e-06,0.9946551887592154,0.0006096078068367206,2.4570964569647913e-05
reference_b_even,always_noisy,1,8,0.0,0.0,0.0,0.9981171424862659,0.0,1.0,0.0012947909999638796,0.0
reference_b_even,always_noisy,2,8,0.0,0.0,0.0,0.9994254552210161,0.0,1.0,0.0006950227689230815,0.0
reference_b_even,always_noisy,4,8,0.0,0.0,0.0,0.99552833007854,0.0,1.0,0.002048097230726853,0.0
