variant,pair_key,source_pair_key,structure_source,strength_level,seed,p99_source_residual_std,physical_source_residual_std,p99_source_clean_std,physical_source_clean_std,common_clean_std,target_residual_std,realized_residual_mean,realized_residual_std,preclip_pixel_ratio,saved_zero_pixel_ratio,saved_one_pixel_ratio,signal_residual_correlation
P-L,factorial_15ms_to_500ms_026,15ms_to_500ms_026,p99,low,20260741,0.0017760256709711299,0.0008347583361983764,0.0798197514481868,0.012985696940085143,0.07857254878390353,0.0017482748460376728,-1.0516032489249483e-09,0.0017483011766179575,0.00160980224609375,0.0,0.00160980224609375,-0.18221148971634551
P-H,factorial_15ms_to_500ms_026,15ms_to_500ms_026,p99,high,20260741,0.0017760256709711299,0.0008347583361983764,0.0798197514481868,0.012985696940085143,0.07857254878390353,0.0050508717704054965,8.744791557546705e-10,0.005050879641580067,0.001796722412109375,0.0,0.001796722412109375,-0.20211445013201593
H-L,factorial_15ms_to_500ms_026,15ms_to_500ms_026,physical,low,20260741,0.0017760256709711299,0.0008347583361983764,0.0798197514481868,0.012985696940085143,0.07857254878390353,0.0017482748460376728,-1.2110831448808312e-08,0.001748263498704802,0.001392364501953125,0.0,0.001392364501953125,-0.1409781832184839
H-H,factorial_15ms_to_500ms_026,15ms_to_500ms_026,physical,high,20260741,0.0017760256709711299,0.0008347583361983764,0.0798197514481868,0.012985696940085143,0.07857254878390353,0.0050508717704054965,6.7964265326736495e-09,0.005050863945684328,0.001552581787109375,1.9073486328125e-05,0.00153350830078125,-0.1477198938608556
P-L,factorial_15ms_to_500ms_027,15ms_to_500ms_027,p99,low,20260742,0.00179904871863801,0.0008359645668957093,0.07975279164630213,0.01301617054054201,0.07850663518962205,0.0017709381518436157,-6.8164069944032235e-09,0.0017709335135933039,0.00146484375,0.0,0.00146484375,-0.15182445883257262
P-H,factorial_15ms_to_500ms_027,15ms_to_500ms_027,p99,high,20260742,0.00179904871863801,0.0008359645668957093,0.07975279164630213,0.01301617054054201,0.07850663518962205,0.005042094760537686,4.736193659482524e-10,0.005042105968000747,0.001735687255859375,0.0,0.001735687255859375,-0.1827134833421085
H-L,factorial_15ms_to_500ms_027,15ms_to_500ms_027,physical,low,20260742,0.00179904871863801,0.0008359645668957093,0.07975279164630213,0.01301617054054201,0.07850663518962205,0.0017709381518436157,-4.015618060293491e-09,0.0017709407389232697,0.001407623291015625,0.0,0.001407623291015625,-0.1395406777682526
H-H,factorial_15ms_to_500ms_027,15ms_to_500ms_027,physical,high,20260742,0.00179904871863801,0.0008359645668957093,0.07975279164630213,0.01301617054054201,0.07850663518962205,0.005042094760537686,-4.952880772179924e-09,0.005042119261032162,0.001590728759765625,2.6702880859375e-05,0.00156402587890625,-0.14788305917116454
P-L,factorial_15ms_to_500ms_028,15ms_to_500ms_028,p99,low,20260743,0.0017719473837749726,0.0008315394971423262,0.08178926358282823,0.0129071761701392,0.08051128678264281,0.0017442602822115702,-5.889319254492875e-09,0.0017442580001312265,0.001689910888671875,0.0,0.001689910888671875,-0.243526012214691
P-H,factorial_15ms_to_500ms_028,15ms_to_500ms_028,p99,high,20260743,0.0017719473837749726,0.0008315394971423262,0.08178926358282823,0.0129071761701392,0.08051128678264281,0.005186906418803331,4.136609277338721e-09,0.005186895400779675,0.00188446044921875,0.0,0.00188446044921875,-0.26157468113448384
H-L,factorial_15ms_to_500ms_028,15ms_to_500ms_028,physical,low,20260743,0.0017719473837749726,0.0008315394971423262,0.08178926358282823,0.0129071761701392,0.08051128678264281,0.0017442602822115702,9.654826271798811e-09,0.0017442678169628711,0.001636505126953125,0.0,0.001636505126953125,-0.16859808937322388
H-H,factorial_15ms_to_500ms_028,15ms_to_500ms_028,physical,high,20260743,0.0017719473837749726,0.0008315394971423262,0.08178926358282823,0.0129071761701392,0.08051128678264281,0.005186906418803331,-1.0656208360160235e-08,0.005186910038315899,0.001842498779296875,3.0517578125e-05,0.001811981201171875,-0.18058799578409157
P-L,factorial_15ms_to_500ms_029,15ms_to_500ms_029,p99,low,20260744,0.0017780006325524309,0.000816169525982978,0.08420677546886905,0.012855154375439742,0.08289102449967997,0.0017502189482108362,-4.084768079337664e-09,0.0017502129552246547,0.0022430419921875,0.0,0.0022430419921875,-0.26435762825728193
P-H,factorial_15ms_to_500ms_029,15ms_to_500ms_029,p99,high,20260744,0.0017780006325524309,0.000816169525982978,0.08420677546886905,0.012855154375439742,0.08289102449967997,0.005262723900336901,-7.630660547874868e-09,0.0052627216363098014,0.0024566650390625,0.0,0.0024566650390625,-0.2876521553491119
H-L,factorial_15ms_to_500ms_029,15ms_to_500ms_029,physical,low,20260744,0.0017780006325524309,0.000816169525982978,0.08420677546886905,0.012855154375439742,0.08289102449967997,0.0017502189482108362,-1.168928065453656e-09,0.0017502281824227387,0.002193450927734375,0.0,0.002193450927734375,-0.17252639896033095
H-H,factorial_15ms_to_500ms_029,15ms_to_500ms_029,physical,high,20260744,0.0017780006325524309,0.000816169525982978,0.08420677546886905,0.012855154375439742,0.08289102449967997,0.005262723900336901,1.769012669683434e-08,0.005262737785416353,0.00238037109375,4.9591064453125e-05,0.002330780029296875,-0.18097313727585235
P-L,factorial_15ms_to_500ms_030,15ms_to_500ms_030,p99,low,20260745,0.0017894355101635837,0.000845653497204347,0.07907706590750431,0.01312036597222034,0.07784146783429596,0.0017614751522125826,3.662535164039582e-09,0.0017614796460803865,0.001247406005859375,0.0,0.001247406005859375,-0.12656117407925646
P-H,factorial_15ms_to_500ms_030,15ms_to_500ms_030,p99,high,20260745,0.0017894355101635837,0.000845653497204347,0.07907706590750431,0.01312036597222034,0.07784146783429596,0.00501715498187832,2.9663169698324054e-09,0.005017149941234954,0.001476287841796875,0.0,0.001476287841796875,-0.15233199982901402
H-L,factorial_15ms_to_500ms_030,15ms_to_500ms_030,physical,low,20260745,0.0017894355101635837,0.000845653497204347,0.07907706590750431,0.01312036597222034,0.07784146783429596,0.0017614751522125826,-2.5049189389392268e-09,0.0017614832400274616,0.00128936767578125,0.0,0.001293182373046875,-0.11125494853726453
H-H,factorial_15ms_to_500ms_030,15ms_to_500ms_030,physical,high,20260745,0.0017894355101635837,0.000845653497204347,0.07907706590750431,0.01312036597222034,0.07784146783429596,0.00501715498187832,-2.6134330255445093e-09,0.005017173250868723,0.001461029052734375,3.814697265625e-06,0.001461029052734375,-0.12300160371983558
P-L,factorial_15ms_to_500ms_031,15ms_to_500ms_031,p99,low,20260746,0.0017596806188669247,0.0008381410666889686,0.07910719654461892,0.013273736662632202,0.07787112762927575,0.0017321851872384455,-1.478952071920503e-08,0.0017321758502426825,0.0012054443359375,0.0,0.0012054443359375,-0.14461942989744922
P-H,factorial_15ms_to_500ms_031,15ms_to_500ms_031,p99,high,20260746,0.0017596806188669247,0.0008381410666889686,0.07910719654461892,0.013273736662632202,0.07787112762927575,0.004917002019424683,1.2745431376970373e-08,0.004916992628628168,0.00145721435546875,0.0,0.00145721435546875,-0.1739400361111023
H-L,factorial_15ms_to_500ms_031,15ms_to_500ms_031,physical,low,20260746,0.0017596806188669247,0.0008381410666889686,0.07910719654461892,0.013273736662632202,0.07787112762927575,0.0017321851872384455,-1.1004885891452432e-08,0.0017321942326217494,0.0012054443359375,0.0,0.0012054443359375,-0.10124477392981839
H-H,factorial_15ms_to_500ms_031,15ms_to_500ms_031,physical,high,20260746,0.0017596806188669247,0.0008381410666889686,0.07910719654461892,0.013273736662632202,0.07787112762927575,0.004917002019424683,9.368704922962934e-09,0.004917002119013858,0.0014190673828125,1.1444091796875e-05,0.001407623291015625,-0.11390359950188363
P-L,factorial_15ms_to_500ms_032,15ms_to_500ms_032,p99,low,20260747,0.0017648986950895213,0.0008291317152920057,0.08015978702519828,0.012722597056334429,0.07890727120117824,0.0017373217313097016,-1.7059306856026524e-08,0.001737322515985823,0.001529693603515625,0.0,0.001529693603515625,-0.15749809820226582
P-H,factorial_15ms_to_500ms_032,15ms_to_500ms_032,p99,high,20260747,0.0017648986950895213,0.0008291317152920057,0.08015978702519828,0.012722597056334429,0.07890727120117824,0.005142387268130159,-1.4634906619903632e-09,0.0051424053930046185,0.0017547607421875,0.0,0.0017547607421875,-0.18715506107067958
H-L,factorial_15ms_to_500ms_032,15ms_to_500ms_032,physical,low,20260747,0.0017648986950895213,0.0008291317152920057,0.08015978702519828,0.012722597056334429,0.07890727120117824,0.0017373217313097016,-2.277431576658273e-09,0.0017373215845785028,0.00157928466796875,0.0,0.001583099365234375,-0.12203748138580994
H-H,factorial_15ms_to_500ms_032,15ms_to_500ms_032,physical,high,20260747,0.0017648986950895213,0.0008291317152920057,0.08015978702519828,0.012722597056334429,0.07890727120117824,0.005142387268130159,3.4290792427782435e-09,0.005142372572478004,0.0017547607421875,3.0517578125e-05,0.0017242431640625,-0.1331282421720353
P-L,factorial_15ms_to_500ms_033,15ms_to_500ms_033,p99,low,20260748,0.0017394209590319094,0.0008318324229532032,0.08123128766984189,0.012853503208066039,0.07996202940000978,0.0017122420911313552,4.300943601265317e-09,0.0017122416319547138,0.00176239013671875,0.0,0.00176239013671875,-0.19116751941650245
P-H,factorial_15ms_to_500ms_033,15ms_to_500ms_033,p99,high,20260748,0.0017394209590319094,0.0008318324229532032,0.08123128766984189,0.012853503208066039,0.07996202940000978,0.005174854480008596,7.620883479830809e-09,0.005174857144826907,0.001987457275390625,0.0,0.001987457275390625,-0.22061886053600918
H-L,factorial_15ms_to_500ms_033,15ms_to_500ms_033,physical,low,20260748,0.0017394209590319094,0.0008318324229532032,0.08123128766984189,0.012853503208066039,0.07996202940000978,0.0017122420911313552,-2.3723600861558225e-10,0.0017122492663549673,0.001705169677734375,0.0,0.001708984375,-0.13997546485162835
H-H,factorial_15ms_to_500ms_033,15ms_to_500ms_033,physical,high,20260748,0.0017394209590319094,0.0008318324229532032,0.08123128766984189,0.012853503208066039,0.07996202940000978,0.005174854480008596,-2.095771378662903e-08,0.005174846415099009,0.001857757568359375,2.6702880859375e-05,0.001834869384765625,-0.1493748913970117
P-L,factorial_15ms_to_500ms_034,15ms_to_500ms_034,p99,low,20260749,0.0017267033402894242,0.0008158643431851304,0.079224004372511,0.01262763171003424,0.0779861103845433,0.0016997231882398306,-1.7169668353744783e-08,0.0016997415998595289,0.00139617919921875,0.0,0.00139617919921875,-0.15653026803725825
P-H,factorial_15ms_to_500ms_034,15ms_to_500ms_034,p99,high,20260749,0.0017267033402894242,0.0008158643431851304,0.079224004372511,0.01262763171003424,0.0779861103845433,0.0050386397218006905,4.722323865280487e-09,0.005038627780893594,0.001590728759765625,0.0,0.001590728759765625,-0.17348038925073464
H-L,factorial_15ms_to_500ms_034,15ms_to_500ms_034,physical,low,20260749,0.0017267033402894242,0.0008158643431851304,0.079224004372511,0.01262763171003424,0.0779861103845433,0.0016997231882398306,-1.3270948784338543e-08,0.001699729932127075,0.001338958740234375,0.0,0.001346588134765625,-0.10676866118625897
H-H,factorial_15ms_to_500ms_034,15ms_to_500ms_034,physical,high,20260749,0.0017267033402894242,0.0008158643431851304,0.079224004372511,0.01262763171003424,0.0779861103845433,0.0050386397218006905,-5.239371603238396e-09,0.005038641859725928,0.0015106201171875,7.62939453125e-06,0.00150299072265625,-0.1171075076152932
P-L,factorial_15ms_to_500ms_035,15ms_to_500ms_035,p99,low,20260750,0.0017894165219209102,0.0008262698573640767,0.08330456797871355,0.012644836114931656,0.08200291422251388,0.0017614564617023723,1.2760210665874183e-09,0.0017614485824279634,0.002285003662109375,0.0,0.002285003662109375,-0.24623410094811093
P-H,factorial_15ms_to_500ms_035,15ms_to_500ms_035,p99,high,20260750,0.0017894165219209102,0.0008262698573640767,0.08330456797871355,0.012644836114931656,0.08200291422251388,0.005358435302934836,4.830781108466908e-09,0.005358407723391967,0.00247955322265625,0.0,0.00247955322265625,-0.27147013799562325
H-L,factorial_15ms_to_500ms_035,15ms_to_500ms_035,physical,low,20260750,0.0017894165219209102,0.0008262698573640767,0.08330456797871355,0.012644836114931656,0.08200291422251388,0.0017614564617023723,7.042558536340948e-09,0.001761458810514635,0.002147674560546875,0.0,0.002147674560546875,-0.1842651197381103
H-H,factorial_15ms_to_500ms_035,15ms_to_500ms_035,physical,high,20260750,0.0017894165219209102,0.0008262698573640767,0.08330456797871355,0.012644836114931656,0.08200291422251388,0.005358435302934836,6.221398507477716e-09,0.005358432801274141,0.002346038818359375,8.0108642578125e-05,0.00226593017578125,-0.19153036678771404
P-L,factorial_15ms_to_500ms_036,15ms_to_500ms_036,p99,low,20260751,0.0017640084301755383,0.0008240975502227878,0.08297231870423007,0.01259432725746444,0.08167585641022844,0.0017364453771990882,2.837623469531536e-10,0.0017364566184144682,0.002056121826171875,0.0,0.002056121826171875,-0.2333189141533553
P-H,factorial_15ms_to_500ms_036,15ms_to_500ms_036,p99,high,20260751,0.0017640084301755383,0.0008240975502227878,0.08297231870423007,0.01259432725746444,0.08167585641022844,0.005344380196260553,-2.0359038899187e-09,0.0053443739449767855,0.002239227294921875,0.0,0.002239227294921875,-0.2520529442487193
H-L,factorial_15ms_to_500ms_036,15ms_to_500ms_036,physical,low,20260751,0.0017640084301755383,0.0008240975502227878,0.08297231870423007,0.01259432725746444,0.08167585641022844,0.0017364453771990882,-4.1977159526140895e-09,0.0017364612420292724,0.001987457275390625,0.0,0.001987457275390625,-0.1582338723196988
H-H,factorial_15ms_to_500ms_036,15ms_to_500ms_036,physical,high,20260751,0.0017640084301755383,0.0008240975502227878,0.08297231870423007,0.01259432725746444,0.08167585641022844,0.005344380196260553,-1.6354988474631682e-09,0.005344372137858374,0.002223968505859375,6.866455078125e-05,0.002155303955078125,-0.16920267672674336
P-L,factorial_15ms_to_500ms_037,15ms_to_500ms_037,p99,low,20260752,0.0017905991179843475,0.0008314803456168485,0.0838089550990393,0.012734279060739625,0.08249942018891025,0.001762620579744898,7.509015631512739e-09,0.0017626286689642042,0.002201080322265625,0.0,0.00220489501953125,-0.2419477408191087
P-H,factorial_15ms_to_500ms_037,15ms_to_500ms_037,p99,high,20260752,0.0017905991179843475,0.0008314803456168485,0.0838089550990393,0.012734279060739625,0.08249942018891025,0.005386771099068448,2.757906258921139e-08,0.005386767942830972,0.00244140625,0.0,0.002445220947265625,-0.2680447274572424
H-L,factorial_15ms_to_500ms_037,15ms_to_500ms_037,physical,low,20260752,0.0017905991179843475,0.0008314803456168485,0.0838089550990393,0.012734279060739625,0.08249942018891025,0.001762620579744898,7.9143092079903e-09,0.0017626077140638925,0.002094268798828125,0.0,0.002094268798828125,-0.18312809347175285
H-H,factorial_15ms_to_500ms_037,15ms_to_500ms_037,physical,high,20260752,0.0017905991179843475,0.0008314803456168485,0.0838089550990393,0.012734279060739625,0.08249942018891025,0.005386771099068448,1.7448655853513628e-09,0.005386764242140435,0.002227783203125,4.57763671875e-05,0.0021820068359375,-0.19085250931499312
P-L,factorial_15ms_to_500ms_038,15ms_to_500ms_038,p99,low,20260753,0.001761039279356993,0.0008315160568943852,0.07900296453427007,0.012522115094704824,0.07776852437152222,0.0017335226206160188,4.0029135561781004e-10,0.001733513133174684,0.001346588134765625,0.0,0.001346588134765625,-0.12521431765587732
P-H,factorial_15ms_to_500ms_038,15ms_to_500ms_038,p99,high,20260753,0.001761039279356993,0.0008315160568943852,0.07900296453427007,0.012522115094704824,0.07776852437152222,0.005164125728507958,-4.538605935522355e-09,0.005164117861323957,0.001598358154296875,0.0,0.001598358154296875,-0.14945385751129378
H-L,factorial_15ms_to_500ms_038,15ms_to_500ms_038,physical,low,20260753,0.001761039279356993,0.0008315160568943852,0.07900296453427007,0.012522115094704824,0.07776852437152222,0.0017335226206160188,-2.7414728265284793e-09,0.001733542096751147,0.00121307373046875,0.0,0.00121307373046875,-0.09490255958957783
H-H,factorial_15ms_to_500ms_038,15ms_to_500ms_038,physical,high,20260753,0.001761039279356993,0.0008315160568943852,0.07900296453427007,0.012522115094704824,0.07776852437152222,0.005164125728507958,7.449443728546612e-09,0.005164127587827151,0.001430511474609375,1.9073486328125e-05,0.00141143798828125,-0.10650662865288296
P-L,factorial_15ms_to_500ms_039,15ms_to_500ms_039,p99,low,20260754,0.001761810542648264,0.0008384633354429553,0.08135466782769833,0.012989817285294946,0.08008348171163886,0.0017342818321176656,-7.2805050876922905e-09,0.0017342895760502433,0.001819610595703125,0.0,0.00182342529296875,-0.1924951348140951
P-H,factorial_15ms_to_500ms_039,15ms_to_500ms_039,p99,high,20260754,0.001761810542648264,0.0008384633354429553,0.08135466782769833,0.012989817285294946,0.08008348171163886,0.005169207673601314,1.0705207387218252e-08,0.005169195172525505,0.001979827880859375,0.0,0.001979827880859375,-0.21479462785654205
H-L,factorial_15ms_to_500ms_039,15ms_to_500ms_039,physical,low,20260754,0.001761810542648264,0.0008384633354429553,0.08135466782769833,0.012989817285294946,0.08008348171163886,0.0017342818321176656,-1.4141960491542704e-08,0.0017342889581396879,0.001674652099609375,0.0,0.001674652099609375,-0.14519654907300708
H-H,factorial_15ms_to_500ms_039,15ms_to_500ms_039,physical,high,20260754,0.001761810542648264,0.0008384633354429553,0.08135466782769833,0.012989817285294946,0.08008348171163886,0.005169207673601314,9.431914804736152e-09,0.005169194546307112,0.001880645751953125,3.0517578125e-05,0.001850128173828125,-0.1555185213843713
P-L,factorial_15ms_to_500ms_040,15ms_to_500ms_040,p99,low,20260755,0.0017360124559999582,0.000822930564538363,0.08063446234096248,0.012847651600019667,0.07937452963727609,0.0017088868473728123,-7.515552624681732e-09,0.00170891327718975,0.001678466796875,0.0,0.001678466796875,-0.1656947501157468
P-H,factorial_15ms_to_500ms_040,15ms_to_500ms_040,p99,high,20260755,0.0017360124559999582,0.000822930564538363,0.08063446234096248,0.012847651600019667,0.07937452963727609,0.005084176355176899,-4.486309990170412e-09,0.005084179871579172,0.0019378662109375,0.0,0.0019378662109375,-0.19521985100339598
H-L,factorial_15ms_to_500ms_040,15ms_to_500ms_040,physical,low,20260755,0.0017360124559999582,0.000822930564538363,0.08063446234096248,0.012847651600019667,0.07937452963727609,0.0017088868473728123,-8.271967999462504e-09,0.001708880427084329,0.0016021728515625,0.0,0.0016021728515625,-0.1280911162139588
H-H,factorial_15ms_to_500ms_040,15ms_to_500ms_040,physical,high,20260755,0.0017360124559999582,0.000822930564538363,0.08063446234096248,0.012847651600019667,0.07937452963727609,0.005084176355176899,8.266169970738702e-09,0.005084161927126184,0.001766204833984375,1.9073486328125e-05,0.00174713134765625,-0.1366846128940014
P-L,factorial_15ms_to_500ms_041,15ms_to_500ms_041,p99,low,20260756,0.0017760004833749627,0.000832077765710939,0.08065956165988397,0.012634818046198995,0.0793992367630224,0.0017482500520563046,2.9031639314780477e-09,0.0017482541215806282,0.0015716552734375,0.0,0.0015716552734375,-0.1928267682125584
P-H,factorial_15ms_to_500ms_041,15ms_to_500ms_041,p99,high,20260756,0.0017760004833749627,0.000832077765710939,0.08065956165988397,0.012634818046198995,0.0793992367630224,0.00522891103642008,2.2118911147117615e-09,0.0052288860882849265,0.001827239990234375,0.0,0.001827239990234375,-0.21818065784222196
H-L,factorial_15ms_to_500ms_041,15ms_to_500ms_041,physical,low,20260756,0.0017760004833749627,0.000832077765710939,0.08065956165988397,0.012634818046198995,0.0793992367630224,0.0017482500520563046,-5.307100536811049e-09,0.0017482621132505597,0.00154876708984375,0.0,0.00154876708984375,-0.1464605650134142
H-H,factorial_15ms_to_500ms_041,15ms_to_500ms_041,physical,high,20260756,0.0017760004833749627,0.000832077765710939,0.08065956165988397,0.012634818046198995,0.0793992367630224,0.00522891103642008,-5.240849532128777e-09,0.00522891385457108,0.0016937255859375,1.9073486328125e-05,0.001674652099609375,-0.15614877000980157
P-L,factorial_15ms_to_500ms_042,15ms_to_500ms_042,p99,low,20260757,0.001754126752183579,0.0008208288308197086,0.0806305335662339,0.012833235522822041,0.07937066223404282,0.0017267181029987123,2.1502728486666456e-09,0.0017267233198220767,0.001495361328125,0.0,0.001495361328125,-0.17020237122051568
P-H,factorial_15ms_to_500ms_042,15ms_to_500ms_042,p99,high,20260757,0.001754126752183579,0.0008208288308197086,0.0806305335662339,0.012833235522822041,0.07937066223404282,0.005076640864815117,-6.443769962061197e-10,0.005076626598525199,0.001773834228515625,0.0,0.001773834228515625,-0.20178678006416215
H-L,factorial_15ms_to_500ms_042,15ms_to_500ms_042,physical,low,20260757,0.001754126752183579,0.0008208288308197086,0.0806305335662339,0.012833235522822041,0.07937066223404282,0.0017267181029987123,1.2341160982032306e-08,0.0017267217502397385,0.001567840576171875,0.0,0.001567840576171875,-0.1319587450349117
H-H,factorial_15ms_to_500ms_042,15ms_to_500ms_042,physical,high,20260757,0.001754126752183579,0.0008208288308197086,0.0806305335662339,0.012833235522822041,0.07937066223404282,0.005076640864815117,-1.0476924217073247e-08,0.0050766378810192464,0.001781463623046875,3.4332275390625e-05,0.00174713134765625,-0.14397659810283062
P-L,factorial_15ms_to_500ms_043,15ms_to_500ms_043,p99,low,20260758,0.001791975042599455,0.0008300263703873555,0.08291279453705493,0.012847790835303944,0.08161726235045431,0.0017639750052320608,-8.44192982185632e-09,0.0017639992659941926,0.002002716064453125,0.0,0.002002716064453125,-0.25619497104853783
P-H,factorial_15ms_to_500ms_043,15ms_to_500ms_043,p99,high,20260758,0.001791975042599455,0.0008300263703873555,0.08291279453705493,0.012847790835303944,0.08161726235045431,0.005272850476639747,-1.5234036254696548e-09,0.005272846299678784,0.00214385986328125,0.0,0.00214385986328125,-0.27275018647412463
H-L,factorial_15ms_to_500ms_043,15ms_to_500ms_043,physical,low,20260758,0.001791975042599455,0.0008300263703873555,0.08291279453705493,0.012847790835303944,0.08161726235045431,0.0017639750052320608,3.5445282264845446e-09,0.001763987786615601,0.00197601318359375,0.0,0.00197601318359375,-0.16733317365480885
H-H,factorial_15ms_to_500ms_043,15ms_to_500ms_043,physical,high,20260758,0.001791975042599455,0.0008300263703873555,0.08291279453705493,0.012847790835303944,0.08161726235045431,0.005272850476639747,-6.877144187455997e-09,0.0052728600529525676,0.0021514892578125,4.57763671875e-05,0.002105712890625,-0.17726786995111057
P-L,factorial_15ms_to_500ms_044,15ms_to_500ms_044,p99,low,20260759,0.0016952410181550887,0.0008263367591407472,0.07994063416492524,0.012677624185489707,0.07869154262310371,0.0016687524715073624,8.428912678937195e-09,0.0016687757514036333,0.001522064208984375,0.0,0.001522064208984375,-0.16270417188906064
P-H,factorial_15ms_to_500ms_044,15ms_to_500ms_044,p99,high,20260759,0.0016952410181550887,0.0008263367591407472,0.07994063416492524,0.012677624185489707,0.07869154262310371,0.0051291719451178625,5.114770829095505e-10,0.005129181229093775,0.00173187255859375,0.0,0.00173187255859375,-0.18595435711627145
H-L,factorial_15ms_to_500ms_044,15ms_to_500ms_044,physical,low,20260759,0.0016952410181550887,0.0008263367591407472,0.07994063416492524,0.012677624185489707,0.07869154262310371,0.0016687524715073624,-7.805397217452992e-09,0.0016687540750672898,0.001560211181640625,0.0,0.00156402587890625,-0.14041195070840956
H-H,factorial_15ms_to_500ms_044,15ms_to_500ms_044,physical,high,20260759,0.0016952410181550887,0.0008263367591407472,0.07994063416492524,0.012677624185489707,0.07869154262310371,0.0051291719451178625,-3.147363258904079e-09,0.005129178273204112,0.00170135498046875,1.9073486328125e-05,0.001682281494140625,-0.14896600996727294
P-L,factorial_15ms_to_500ms_045,15ms_to_500ms_045,p99,low,20260760,0.0017398571529512752,0.000840702891766172,0.07631153236935403,0.012927191544734295,0.07511914646671866,0.0017126714697738325,-1.0538769856793806e-08,0.0017126823295968454,0.000972747802734375,0.0,0.000972747802734375,-0.11936066629386412
P-H,factorial_15ms_to_500ms_045,15ms_to_500ms_045,p99,high,20260760,0.0017398571529512752,0.000840702891766172,0.07631153236935403,0.012927191544734295,0.07511914646671866,0.004885274844349422,-2.5047484086826444e-09,0.0048852894540248075,0.001201629638671875,0.0,0.001201629638671875,-0.1429615000787
H-L,factorial_15ms_to_500ms_045,15ms_to_500ms_045,physical,low,20260760,0.0017398571529512752,0.000840702891766172,0.07631153236935403,0.012927191544734295,0.07511914646671866,0.0017126714697738325,-3.069544618483633e-12,0.0017126708065108537,0.000949859619140625,0.0,0.000949859619140625,-0.084655576515226
H-H,factorial_15ms_to_500ms_045,15ms_to_500ms_045,physical,high,20260760,0.0017398571529512752,0.000840702891766172,0.07631153236935403,0.012927191544734295,0.07511914646671866,0.004885274844349422,3.4838194551412016e-09,0.004885266094259651,0.001129150390625,7.62939453125e-06,0.00112152099609375,-0.09741945408173307
P-L,factorial_15ms_to_500ms_046,15ms_to_500ms_046,p99,low,20260761,0.0017644158163029745,0.0008203905247945354,0.08086107869682323,0.012737403233393866,0.07959760498843459,0.0017368463968679174,-1.6192871044040658e-08,0.0017368338750261263,0.001689910888671875,0.0,0.0016937255859375,-0.19091681722363146
P-H,factorial_15ms_to_500ms_046,15ms_to_500ms_046,p99,high,20260761,0.0017644158163029745,0.0008203905247945354,0.08086107869682323,0.012737403233393866,0.07959760498843459,0.005126721650583294,-1.689295459073037e-08,0.005126708801562127,0.001949310302734375,0.0,0.001949310302734375,-0.21508189881690917
H-L,factorial_15ms_to_500ms_046,15ms_to_500ms_046,physical,low,20260761,0.0017644158163029745,0.0008203905247945354,0.08086107869682323,0.012737403233393866,0.07959760498843459,0.0017368463968679174,5.063384378445335e-09,0.0017368614280307145,0.00165557861328125,0.0,0.00165557861328125,-0.1334427940928138
H-H,factorial_15ms_to_500ms_046,15ms_to_500ms_046,physical,high,20260761,0.0017644158163029745,0.0008203905247945354,0.08086107869682323,0.012737403233393866,0.07959760498843459,0.005126721650583294,6.462641977122985e-09,0.005126717751807165,0.0018310546875,3.0517578125e-05,0.001800537109375,-0.14496854216261082
P-L,factorial_15ms_to_500ms_047,15ms_to_500ms_047,p99,low,20260762,0.0018107711292397197,0.0008317624629049774,0.08158927861534658,0.012783744484015938,0.08031442663442337,0.0017824773975106637,-9.4958068075357e-09,0.0017824741211641788,0.0018463134765625,0.0,0.001850128173828125,-0.179466443880562
P-H,factorial_15ms_to_500ms_047,15ms_to_500ms_047,p99,high,20260762,0.0018107711292397197,0.0008317624629049774,0.08158927861534658,0.012783744484015938,0.08031442663442337,0.005225583582945915,3.3171545510413125e-09,0.005225591210868476,0.00211334228515625,0.0,0.002117156982421875,-0.20211673868467595
H-L,factorial_15ms_to_500ms_047,15ms_to_500ms_047,physical,low,20260762,0.0018107711292397197,0.0008317624629049774,0.08158927861534658,0.012783744484015938,0.08031442663442337,0.0017824773975106637,-1.2986333786102477e-08,0.0017824983538350706,0.0017547607421875,0.0,0.001758575439453125,-0.16190831913452977
H-H,factorial_15ms_to_500ms_047,15ms_to_500ms_047,physical,high,20260762,0.0018107711292397197,0.0008317624629049774,0.08158927861534658,0.012783744484015938,0.08031442663442337,0.005225583582945915,-2.7332589525030926e-09,0.0052255886194076725,0.0019683837890625,4.57763671875e-05,0.001922607421875,-0.17122554030458456
P-L,factorial_15ms_to_500ms_048,15ms_to_500ms_048,p99,low,20260763,0.0018054590997961248,0.0008351987937403922,0.08119731232864076,0.012912120408600652,0.07992858494578918,0.0017772483704894858,2.9609736884594895e-09,0.0017772380457413773,0.00183868408203125,0.0,0.00183868408203125,-0.2155967945091949
P-H,factorial_15ms_to_500ms_048,15ms_to_500ms_048,p99,high,20260763,0.0018054590997961248,0.0008351987937403922,0.08119731232864076,0.012912120408600652,0.07992858494578918,0.005170046097745017,9.124732969212346e-09,0.0051700420614744285,0.00202178955078125,0.0,0.00202178955078125,-0.24070136061023875
H-L,factorial_15ms_to_500ms_048,15ms_to_500ms_048,physical,low,20260763,0.0018054590997961248,0.0008351987937403922,0.08119731232864076,0.012912120408600652,0.07992858494578918,0.0017772483704894858,5.636053401758545e-09,0.0017772549982616249,0.001750946044921875,0.0,0.001750946044921875,-0.14562858681423926
