split,pair_type,pair_id,content_id,condition_id,scene_id,sigma_DN,seed,residual_mean_DN,residual_std_DN,residual_std_relative_error,residual_skewness,residual_excess_kurtosis,negative_before_clipping_ratio,above_one_before_clipping_ratio,added_zero_ratio,added_one_ratio,brightness_shift_DN,gradient_ratio,noisy_round_trip_max_error_DN,residual_reconstruction_max_error_DN,pair_gate_pass,failure_reason
validation,CG_SHARED,validation_pmrid_gt_034_high_CG_SHARED,pmrid_gt_034,high,Scene4,148.4405090006516,3413302546,0.4525933888456031,148.57716341594886,0.0009206005572014869,0.0038004093803465366,0.004490375518798828,0.00909423828125,0.0,0.00909423828125,0.0,1.0609505124125285,1.0113035657138918,0.5,0.5,False,BRIGHTNESS
