content_mean_norm,content_std_norm,content_p1_norm,content_p50_norm,content_p99_norm,residual_mean_norm,residual_mean_dn,residual_std_norm,residual_std_dn,residual_std_relative_error,residual_skewness,residual_excess_kurtosis,noisy_unclipped_min,noisy_unclipped_max,negative_before_clipping_ratio,above_one_before_clipping_ratio,added_zero_clipping_ratio,added_one_clipping_ratio,brightness_difference_norm,brightness_difference_dn,gradient_energy_ratio,residual_row_energy_dn,residual_column_energy_dn,residual_horizontal_lag1_correlation,residual_vertical_lag1_correlation,residual_radial_autocorrelation_lag1,residual_psd_low_frequency_fraction,residual_high_frequency_std_dn
0.19592466950416565,0.05751265585422516,0.1112687885761261,0.18681620061397552,0.45786696672439575,2.2579924916499294e-06,0.14797753476512887,0.0012131340336054564,79.50273485854991,0.00029565550362181713,-0.004126629792153835,-0.012988567352294922,0.05884933099150658,0.88456130027771,0.0,0.0,0.0,0.0,2.2351741790771484e-06,0.14648213982582092,1.0023185220751694,3.4637839674597486,3.6288476241953935,-0.000109003956559247,0.0005230390463120015,0.0009106831375801116,0.03109605559501064,69.2943678099749
