folder,role,subset,frequency_cycles_per_pixel,nps_dn2_pixel2,normalized_nps
2,evaluation,all200,0.4336553306495624,1850.0712748432718,0.7393141874172378
2,evaluation,all200,0.43917960237758225,1850.5862056996273,0.7395199609421929
2,evaluation,all200,0.4447038741056022,1847.838152073319,0.7384218005300296
2,evaluation,all200,0.4502281458336221,1826.6024702050274,0.7299357269942752
2,evaluation,all200,0.455752417561642,1826.6501587072426,0.7299547839823728
2,evaluation,all200,0.4612766892896619,1838.1306558105125,0.7345425501416896
2,evaluation,all200,0.46680096101768176,1828.6525141272684,0.7307549530301314
2,evaluation,all200,0.4723252327457017,1824.1471658759506,0.7289545532689184
2,evaluation,all200,0.4778495044737216,1820.8802590053506,0.727649051891081
2,evaluation,all200,0.4833737762017415,1814.744844828009,0.7251972551367242
2,evaluation,all200,0.48889804792976144,1818.3790056499354,0.7266495162963563
2,evaluation,all200,0.4944223196577813,1813.3971806417592,0.7246587098026516
2,evaluation,all200,0.4999465913858012,1798.6502150377282,0.718765617444176
2,evaluation,all200,0.5054708631138212,1800.9104263176018,0.7196688292763324
2,evaluation,all200,0.510995134841841,1794.7259914987517,0.7171974431925068
2,evaluation,all200,0.516519406569861,1785.7971623354472,0.7136293589963911
2,evaluation,all200,0.5220436782978808,1785.0753001197263,0.7133408928250065
2,evaluation,all200,0.5275679500259007,1787.3721455307882,0.714258744165002
2,evaluation,all200,0.5330922217539207,1788.1970084311401,0.714588370841118
2,evaluation,all200,0.5386164934819405,1773.1482983722067,0.7085746972058465
2,evaluation,all200,0.5441407652099605,1776.3994446527572,0.7098739004329133
2,evaluation,all200,0.5496650369379803,1783.7326315424482,0.7128043438056909
2,evaluation,all200,0.5551893086660002,1789.4579165146254,0.715092247231085
2,evaluation,all200,0.5607135803940202,1767.1159388533677,0.7061640825249301
2,evaluation,all200,0.56623785212204,1783.770097806563,0.7128193158454097
2,evaluation,all200,0.57176212385006,1769.1447608237497,0.7069748279739531
2,evaluation,all200,0.5772863955780798,1774.5994637876877,0.7091546030692276
2,evaluation,all200,0.5828106673060998,1777.3880499856814,0.7102689608602198
2,evaluation,all200,0.5883349390341197,1760.6873115169283,0.7035951137181199
2,evaluation,all200,0.5938592107621395,1755.3864554140337,0.701476817966158
2,evaluation,all200,0.5993834824901595,1751.4152592917142,0.6998898728175199
2,evaluation,all200,0.6049077542181793,1756.1111263011242,0.7017664065216473
2,evaluation,all200,0.6104320259461993,1772.0573769602508,0.7081387498517185
2,evaluation,all200,0.6159562976742192,1748.8262589941107,0.6988552723254887
2,evaluation,all200,0.6214805694022391,1759.3692479748013,0.7030683972127277
2,evaluation,all200,0.627004841130259,1753.364780449734,0.7006689285600703
2,evaluation,all200,0.6325291128582788,1745.4374214893185,0.6975010457720513
2,evaluation,all200,0.6380533845862988,1755.8479799655831,0.7016612495896536
2,evaluation,all200,0.6435776563143187,1756.4231083735037,0.7018910788926346
2,evaluation,all200,0.6491019280423386,1735.4574093901576,0.693512894269007
2,evaluation,all200,0.6546261997703585,1753.66970945269,0.7007907824265164
2,evaluation,all200,0.6601504714983784,1754.8697851053912,0.7012703493319001
2,evaluation,all200,0.6656747432263983,1745.4727757028481,0.6975151738070102
2,evaluation,all200,0.6711990149544182,1754.3429370608028,0.7010598135329428
2,evaluation,all200,0.6767232866824381,1733.6421430772195,0.6927874886279679
2,evaluation,all200,0.682247558410458,1771.034501661847,0.707729994670039
2,evaluation,all200,0.6877718301384779,1762.3200004383618,0.704247558896675
2,evaluation,all200,0.6932961018664978,1720.5556334001988,0.6875579375292871
2,evaluation,all200,0.6988203735945178,1767.336407758422,0.7062521849627158
2,evaluation,all200,0.7043446453225376,1749.5274356203045,0.6991354722478805
4,calibration,all200,0.0027621358640099515,1166532.6878630528,30.19692809130884
4,calibration,all200,0.008286407592029855,920058.4847263811,23.81668357187324
4,calibration,all200,0.013810679320049757,59797.17639475237,1.5479129341531408
4,calibration,all200,0.019334951048069662,302552.22515975666,7.831883222879056
4,calibration,all200,0.02485922277608956,42210.75769690874,1.0926699509708488
4,calibration,all200,0.030383494504109466,75970.21615701081,1.9665691139584773
4,calibration,all200,0.035907766232129365,72155.8725018038,1.867830808319717
4,calibration,all200,0.04143203796014927,33616.02283848125,0.8701861807481417
4,calibration,all200,0.046956309688169176,51042.87292881581,1.321298562347885
4,calibration,all200,0.05248058141618908,24220.065863441538,0.6269619315896691
4,calibration,all200,0.05800485314420898,31268.050325305787,0.8094064376012846
4,calibration,all200,0.06352912487222889,26454.41428987134,0.6848003954971208
4,calibration,all200,0.06905339660024878,24424.896791322793,0.6322641960392295
4,calibration,all200,0.07457766832826869,24383.159722896788,0.6311837880342802
4,calibration,all200,0.0801019400562886,22139.76189043125,0.573111070713981
4,calibration,all200,0.08562621178430849,22394.10478064205,0.5796950044915253
4,calibration,all200,0.0911504835123284,20794.210998060254,0.5382800677229242
4,calibration,all200,0.0966747552403483,20921.126397968954,0.5415654066119213
4,calibration,all200,0.1021990269683682,20672.773005131497,0.5351365172865108
4,calibration,all200,0.10772329869638811,20497.575461782963,0.5306013442276563
4,calibration,all200,0.113247570424408,20186.02874740868,0.5225366291717262
4,calibration,all200,0.11877184215242792,20051.42239461324,0.5190522018613837
4,calibration,all200,0.12429611388044781,19954.246656415864,0.5165367054598713
4,calibration,all200,0.1298203856084677,19811.18123188445,0.5128333061622129
4,calibration,all200,0.13534465733648762,19527.042518261303,0.5054780760923613
4,calibration,all200,0.14086892906450754,19309.246771992315,0.49984020365457693
4,calibration,all200,0.14639320079252743,19201.123597025256,0.49704132131424117
4,calibration,all200,0.15191747252054733,19157.443618618134,0.49591061903670275
4,calibration,all200,0.15744174424856722,19043.005697721408,0.4929482728425573
4,calibration,all200,0.16296601597658714,19062.40169230952,0.4934503586048599
4,calibration,all200,0.16849028770460706,19106.85071877864,0.4946009685020207
4,calibration,all200,0.17401455943262695,19036.30783024662,0.49277489148376163
4,calibration,all200,0.17953883116064684,18950.94167570592,0.49056509860190134
4,calibration,all200,0.18506310288866673,18721.385282690626,0.4846227894279669
4,calibration,all200,0.19058737461668665,18794.106261178742,0.4865052486003352
4,calibration,all200,0.19611164634470657,18766.546291570845,0.48579182974023205
4,calibration,all200,0.20163591807272646,18580.466903348744,0.4809749686579156
4,calibration,all200,0.20716018980074635,18504.026973272343,0.4789962405040992
4,calibration,all200,0.21268446152876624,18517.22809839683,0.47933796554125935
4,calibration,all200,0.21820873325678616,18476.094872574293,0.47827318863852025
4,calibration,all200,0.22373300498480608,18362.027579970072,0.47532043654834966
4,calibration,all200,0.22925727671282597,18364.86147919805,0.4753937950166512
4,calibration,all200,0.23478154844084587,18230.05108475798,0.4719040858732879
4,calibration,all200,0.24030582016886576,18226.904990653802,0.4718226459115785
4,calibration,all200,0.24583009189688568,18372.16427092474,0.47558283547726665
4,calibration,all200,0.2513543636249056,18260.423374268983,0.4726903045981248
4,calibration,all200,0.2568786353529255,18238.78643974403,0.47213020974372066
4,calibration,all200,0.2624029070809454,18309.61660750245,0.4739637232875326
4,calibration,all200,0.2679271788089653,18295.03951918715,0.47358637999298325
4,calibration,all200,0.27345145053698516,18221.134944841277,0.4716732821943872
4,calibration,all200,0.2789757222650051,18139.454968401325,0.4695589099177086
4,calibration,all200,0.284499993993025,18066.539522828152,0.4676714167598852
4,calibration,all200,0.2900242657210449,18086.302270741668,0.4681829963185552
4,calibration,all200,0.29554853744906484,18301.516762825537,0.47375405027124745
4,calibration,all200,0.3010728091770847,18252.612741586974,0.4724881181391424
4,calibration,all200,0.3065970809051046,18115.81228234801,0.468946894071033
4,calibration,all200,0.3121213526331245,18161.23522026775,0.47012271469254596
4,calibration,all200,0.3176456243611444,18163.630556804663,0.4701847205033665
4,calibration,all200,0.32316989608916435,18261.226855760695,0.47271110356336626
4,calibration,all200,0.3286941678171842,18151.94656878911,0.4698822681592563
4,calibration,all200,0.33421843954520414,18049.80440754805,0.46723821066290155
4,calibration,all200,0.33974271127322403,18133.878081012463,0.46941454630989293
4,calibration,all200,0.3452669830012439,18179.4921117776,0.4705953135711112
4,calibration,all200,0.35079125472926387,18174.768828605345,0.47047304640809773
4,calibration,all200,0.3563155264572837,17967.54243547172,0.4651087728157816
4,calibration,all200,0.36183979818530365,17925.095068774528,0.4640099779914646
4,calibration,all200,0.36736406991332354,17936.44506647479,0.4643037846442547
4,calibration,all200,0.37288834164134343,18151.630782706663,0.46987409370368977
4,calibration,all200,0.3784126133693634,18040.023957939324,0.46698503341668446
4,calibration,all200,0.3839368850973832,18101.04628688717,0.46856466071592273
4,calibration,all200,0.38946115682540317,18095.50407872554,0.4684211948164541
