folder,frame_count,crop_size,radius_px,psd_mean,psd_norm
1,128,512,124,1391718504.5106382,0.002352979885436618
1,128,512,125,1396636431.8415842,0.002361294630157084
1,128,512,126,1397021536.846561,0.0023619457275791235
1,128,512,127,1373485141.3333333,0.002322152719841701
1,128,512,128,1378381191.6116505,0.0023304304770071257
2,128,512,0,0.03249751403927803,2.793166194812072e-13
2,128,512,1,16203429056.0,0.1392687152148096
2,128,512,2,5252870472.0,0.045148500314157854
2,128,512,3,4497076633.6,0.038652440962926825
2,128,512,4,2896224090.6666665,0.02489308940023213
2,128,512,5,1971907302.4,0.016948572773011747
2,128,512,6,1742393230.2222223,0.014975895888048183
2,128,512,7,1525769098.6666667,0.013114008235625946
2,128,512,8,1430443409.142857,0.012294682507654133
2,128,512,9,1366908160.0,0.011748596090489118
2,128,512,10,1244400372.7058823,0.01069563982541119
2,128,512,11,1149437123.0,0.009879429273098246
2,128,512,12,1173707476.8,0.010088033327206362
2,128,512,13,1139828775.652174,0.009796845383858218
2,128,512,14,1131457424.0,0.009724893491133514
2,128,512,15,1095083114.6666667,0.009412255758085056
2,128,512,16,1061312305.3333334,0.009121995146497036
2,128,512,17,969815289.3793104,0.008335576925152265
2,128,512,18,911207441.6,0.007831841596443723
2,128,512,19,885878535.4666667,0.00761413926918975
2,128,512,20,891132450.0645162,0.00765929674378121
2,128,512,21,809073596.4444444,0.006953999668935454
2,128,512,22,835109264.9411764,0.007177776629279283
2,128,512,23,835926410.5142857,0.007184800007708447
2,128,512,24,786034624.8421053,0.006755979363243423
2,128,512,25,758534448.3809524,0.0065196149350295616
2,128,512,26,753658290.9090909,0.006477704288588969
2,128,512,27,770204564.6829268,0.006619919759284125
2,128,512,28,756471848.0,0.0065018868538892025
2,128,512,29,734327328.3333334,0.006311554375969429
2,128,512,30,730102963.7446809,0.006275245899113864
2,128,512,31,703372765.2307693,0.006045499442878984
2,128,512,32,721480742.72,0.006201137780378294
2,128,512,33,718641721.2307693,0.00617673634819342
2,128,512,34,692512323.9298246,0.005952153787374765
2,128,512,35,692079500.0,0.005948433659220868
2,128,512,36,692414966.8965517,0.005951317002216872
2,128,512,37,699488789.3333334,0.00601211661191822
2,128,512,38,678368150.75,0.0058305844072317065
2,128,512,39,664383917.4193548,0.005710389712485788
2,128,512,40,679090965.1525424,0.005836797007838216
2,128,512,41,680645596.4705882,0.005850159087281319
2,128,512,42,670841786.1818181,0.005765895191138844
2,128,512,43,661271786.4444444,0.005683640900184512
2,128,512,44,664120911.3043479,0.005708129170991511
2,128,512,45,660146535.2941177,0.005673969349708475
2,128,512,46,662401213.1891892,0.005693348339957059
2,128,512,47,660096280.1095891,0.005673537405645401
2,128,512,48,646571345.0256411,0.005557290386203078
