folder,frame_count,crop_size,radius_px,autocorr_mean,autocorr_norm
4,128,512,41,0.0023843053125859,0.0017217431090313193
4,128,512,42,0.0023676337707737123,0.0017097043352717076
4,128,512,43,0.0022427695792072615,0.001619538004533996
4,128,512,44,0.002225160261290171,0.0016068220483942974
4,128,512,45,0.0021940703202139615,0.0015843715293581684
4,128,512,46,0.0020759905235995125,0.0014991043133420054
4,128,512,47,0.0020805388694587483,0.0015023887430244344
4,128,512,48,0.0019410191676759749,0.0014016394455873258
4,128,512,49,0.001999189217631713,0.0014436449228786036
4,128,512,50,0.0018962867416455187,0.001369337480792112
4,128,512,51,0.0018283014560924007,0.001320244272678736
4,128,512,52,0.001804067707989262,0.0013027447148065406
4,128,512,53,0.001643446871104555,0.0011867579669629276
4,128,512,54,0.0016958878455561588,0.0012246263917474248
4,128,512,55,0.0014957014112160982,0.0010800687245614475
4,128,512,56,0.0015557310621363688,0.0011234170479762192
4,128,512,57,0.0014655987394042963,0.0010583311276682083
4,128,512,58,0.0013977107270126757,0.0010093081619833577
4,128,512,59,0.0013325622949668058,0.0009622634889093716
4,128,512,60,0.0012682705153247884,0.0009158374175578171
4,128,512,61,0.0012445321613519986,0.0008986955913174226
4,128,512,62,0.0010968258711464703,0.0007920346339393869
4,128,512,63,0.0010189489217115667,0.0007357985049779894
4,128,512,64,0.0009408896786969765,0.000679430739051733
4,128,512,65,0.0007742112873445818,0.0005590697390486883
4,128,512,66,0.000660862377113365,0.000477218768002053
4,128,512,67,0.000508551646064396,0.00036723287390081797
4,128,512,68,0.0002905639506944533,0.00020982064553574969
4,128,512,69,0.00015286928258813963,0.00011038923265797504
4,128,512,70,-6.834619679179582e-05,-4.935382760488372e-05
4,128,512,71,-0.00027709828355944533,-0.0002000968826116698
4,128,512,72,-0.0005094895952759693,-0.00036791018128386286
4,128,512,73,-0.0007950950909448222,-0.0005741502510742563
4,128,512,74,-0.0010180659418239269,-0.0007351608917793223
4,128,512,75,-0.0012269581871479248,-0.0008860051574101382
4,128,512,76,-0.0014718570019121822,-0.0010628503141543448
4,128,512,77,-0.00151448703992815,-0.0010936341126067887
4,128,512,78,-0.001713485622242984,-0.0012373340137893153
4,128,512,79,-0.0016901366807591564,-0.0012204733882264943
4,128,512,80,-0.0018061160284160041,-0.0013042238381223406
4,128,512,81,-0.0017846530452798532,-0.0012887250917500291
4,128,512,82,-0.0016727467891503476,-0.0012079158831594123
4,128,512,83,-0.001624879818572826,-0.0011733504160998812
4,128,512,84,-0.0015499458337909636,-0.0011192394466492015
4,128,512,85,-0.0014975079266464214,-0.0010813732368137581
4,128,512,86,-0.00139835141432833,-0.0010097708120328076
4,128,512,87,-0.0013089192059699967,-0.0009451904549562152
4,128,512,88,-0.0011805650953433532,-0.0008525040006163601
4,128,512,89,-0.0012324947909400634,-0.0008900032231680058
4,128,512,90,-0.0010559019288367147,-0.0007624828331300355
4,128,512,91,-0.0010112668064209541,-0.0007302511327540643
4,128,512,92,-0.0009914792022963986,-0.0007159622030327512
4,128,512,93,-0.0008395495499127933,-0.0006062514916283904
4,128,512,94,-0.0009272550489573902,-0.0006695849656625582
