folder,frame_count,crop_size,frequency_cycles_per_pixel,horizontal_psd_norm,vertical_psd_norm
1,128,512,-0.12890625,0.0008637271204027037,0.0008337297605456726
1,128,512,-0.126953125,0.0008135363978915406,0.0008361603216682313
1,128,512,-0.125,0.0008194179572205192,0.0007648814225643095
1,128,512,-0.123046875,0.0008407804101216277,0.0007879765621262334
1,128,512,-0.12109375,0.0008337295140104487,0.0008135222838544615
1,128,512,-0.119140625,0.0008907576452527447,0.0008956507532724822
1,128,512,-0.1171875,0.0008951043678833418,0.0008455328631237578
1,128,512,-0.115234375,0.0008993403749013128,0.0009229310844453077
1,128,512,-0.11328125,0.0008766726956429574,0.0008988437651122155
1,128,512,-0.111328125,0.0008835267947526938,0.0008248006876135561
1,128,512,-0.109375,0.000913950905363687,0.0008658025108463272
1,128,512,-0.107421875,0.000870885535213194,0.0008499931076486928
1,128,512,-0.10546875,0.0009094782990815343,0.000880175103599126
1,128,512,-0.103515625,0.0009615462048047698,0.0009721657003242302
1,128,512,-0.1015625,0.0009560676226268464,0.0010110046096461459
1,128,512,-0.099609375,0.0009669893856655562,0.001111295772414484
1,128,512,-0.09765625,0.0010171825992780032,0.0010385588796717237
1,128,512,-0.095703125,0.001006662097298353,0.001023610365325484
1,128,512,-0.09375,0.000981923205716798,0.0009869366220814743
1,128,512,-0.091796875,0.0012870597520227445,0.0011191701418915819
1,128,512,-0.08984375,0.0011889761265037604,0.0012334906703601349
1,128,512,-0.087890625,0.0013107841426063566,0.0011656013307563826
1,128,512,-0.0859375,0.0012182931363463006,0.0012031869612110155
1,128,512,-0.083984375,0.0013380067452048521,0.0012574117461026074
1,128,512,-0.08203125,0.0015141887625260695,0.0014441053661943654
1,128,512,-0.080078125,0.0013789033764168737,0.0011264063305807576
1,128,512,-0.078125,0.001278638943957642,0.0015792032417514023
1,128,512,-0.076171875,0.0017478062891862398,0.0015620902265580936
1,128,512,-0.07421875,0.0017812554271232047,0.0021142902654186333
1,128,512,-0.072265625,0.0014332747204607917,0.0028323600992869787
1,128,512,-0.0703125,0.0010891424884932558,0.0019644885041371334
1,128,512,-0.068359375,0.0017304313836289185,0.0016564815612257016
1,128,512,-0.06640625,0.0017208049655790287,0.003491115258744146
1,128,512,-0.064453125,0.0013399451264718037,0.0024329516496085254
1,128,512,-0.0625,0.0011907974813681662,0.002194089617409326
1,128,512,-0.060546875,0.0026148910542941467,0.0017101057949532245
1,128,512,-0.05859375,0.002011569186063166,0.004426721379053793
1,128,512,-0.056640625,0.0015895785245443122,0.005184525322579947
1,128,512,-0.0546875,0.0022997235627686785,0.002651576149506407
1,128,512,-0.052734375,0.0022489339103115642,0.005408948880128994
1,128,512,-0.05078125,0.002382592717997866,0.0027927541467506643
1,128,512,-0.048828125,0.0022772981431102004,0.004393491199230192
1,128,512,-0.046875,0.00212813890054614,0.004282841951513871
1,128,512,-0.044921875,0.004932928363336311,0.010533380038053364
1,128,512,-0.04296875,0.004173983218374267,0.012973663020390418
1,128,512,-0.041015625,0.006594481073249356,0.006385559556728226
1,128,512,-0.0390625,0.009622638827810434,0.014502130252323067
1,128,512,-0.037109375,0.007521604534698633,0.0045168716988239965
1,128,512,-0.03515625,0.02042743707721305,0.00901445276133195
1,128,512,-0.033203125,0.014758877951905855,0.013889604388179079
1,128,512,-0.03125,0.029109086032744296,0.005025532587787279
1,128,512,-0.029296875,0.026527326929996393,0.024839395013954817
1,128,512,-0.02734375,0.023413211400600157,0.017539869424282404
1,128,512,-0.025390625,0.021313712954466702,0.027546206786646737
1,128,512,-0.0234375,0.024755643545717826,0.008649967175349304
1,128,512,-0.021484375,0.009817342197018263,0.007786935190642569
1,128,512,-0.01953125,0.0151644606011519,0.01380500404920797
1,128,512,-0.017578125,0.006880201893110447,0.022288151143291374
1,128,512,-0.015625,0.012640566044581325,0.021002022504030816
1,128,512,-0.013671875,0.009455113761116598,0.010615564162446472
1,128,512,-0.01171875,0.005951002486245533,0.0032703152376088226
1,128,512,-0.009765625,0.004245915871548813,0.010883009015738061
1,128,512,-0.0078125,0.005583060709548825,0.018889165274072386
1,128,512,-0.005859375,0.009601832928454544,0.013275874792842925
1,128,512,-0.00390625,0.0037308739274122104,0.010322012605475146
1,128,512,-0.001953125,0.009458110666676962,0.007774218141042714
1,128,512,0.0,0.03870400991946634,0.0014984075502931027
1,128,512,0.001953125,0.009458110666676962,0.007774218141042714
1,128,512,0.00390625,0.0037308739274122104,0.010322012605475146
1,128,512,0.005859375,0.009601832928454544,0.013275874792842925
1,128,512,0.0078125,0.005583060709548825,0.018889165274072386
1,128,512,0.009765625,0.004245915871548813,0.010883009015738061
1,128,512,0.01171875,0.005951002486245533,0.0032703152376088226
1,128,512,0.013671875,0.009455113761116598,0.010615564162446472
1,128,512,0.015625,0.012640566044581325,0.021002022504030816
1,128,512,0.017578125,0.006880201893110447,0.022288151143291374
1,128,512,0.01953125,0.0151644606011519,0.01380500404920797
1,128,512,0.021484375,0.009817342197018263,0.007786935190642569
1,128,512,0.0234375,0.024755643545717826,0.008649967175349304
1,128,512,0.025390625,0.021313712954466702,0.027546206786646737
1,128,512,0.02734375,0.023413211400600157,0.017539869424282404
1,128,512,0.029296875,0.026527326929996393,0.024839395013954817
1,128,512,0.03125,0.029109086032744296,0.005025532587787279
1,128,512,0.033203125,0.014758877951905855,0.013889604388179079
1,128,512,0.03515625,0.02042743707721305,0.00901445276133195
1,128,512,0.037109375,0.007521604534698633,0.0045168716988239965
1,128,512,0.0390625,0.009622638827810434,0.014502130252323067
1,128,512,0.041015625,0.006594481073249356,0.006385559556728226
1,128,512,0.04296875,0.004173983218374267,0.012973663020390418
1,128,512,0.044921875,0.004932928363336311,0.010533380038053364
1,128,512,0.046875,0.00212813890054614,0.004282841951513871
1,128,512,0.048828125,0.0022772981431102004,0.004393491199230192
1,128,512,0.05078125,0.002382592717997866,0.0027927541467506643
1,128,512,0.052734375,0.0022489339103115642,0.005408948880128994
1,128,512,0.0546875,0.0022997235627686785,0.002651576149506407
1,128,512,0.056640625,0.0015895785245443122,0.005184525322579947
1,128,512,0.05859375,0.002011569186063166,0.004426721379053793
1,128,512,0.060546875,0.0026148910542941467,0.0017101057949532245
1,128,512,0.0625,0.0011907974813681662,0.002194089617409326
