experiment,run_seed,source,split,content_id,condition_id,sigma_DN,residual_seed,residual_mean_DN,residual_std_DN,residual_std_relative_error,residual_skewness,residual_excess_kurtosis,negative_before_clipping_ratio,above_one_before_clipping_ratio,added_zero_ratio,added_one_ratio,brightness_shift_DN,gradient_ratio,noisy_round_trip_max_error_DN,residual_reconstruction_max_error_DN,patch_height,patch_width,number_of_pixels,standard_error_mean_DN,z_mean,clipping_mean_contribution_DN
G,20260720,sCMOS,training,content_031,mid,91.4432,4049583843,0.42294144877593753,91.70359173134054,0.0028475789489052577,-0.0022770618088543415,0.0027000904083251953,0.0,0.0,0.0,0.0,0.4229415257417646,1.4276043718290983,0.5,0.5,512,512,262144,0.1786,2.3680932182303334,7.696582704497246e-08
G,20260721,sCMOS,training,content_082,mid,91.4432,3674159028,0.40903569111064053,91.46162182665495,0.00020145649599908607,0.007661476265639067,-0.004414558410644531,0.0,0.0,0.0,0.0,0.4090357249429655,1.418168540761139,0.5,0.5,512,512,262144,0.1786,2.2902334328703278,3.383232494158506e-08
CG,20260721,sCMOS,training,content_082,mid,88.23103152697934,3674159028,0.3946673003108805,88.24880447326684,0.00020143645585819978,0.007661543786525726,-0.004414558410644531,0.0,0.0,0.0,0.0,0.39466741429214913,1.3892665160505182,0.5,0.5,512,512,262144,0.17232623345113152,2.2902334276504726,1.1398126864570202e-07
G,20260719,sCMOS,training,content_031,mid,91.4432,4059208896,0.4069914501511428,91.53926299746614,0.001050520951433616,-0.0022293725050985813,0.001994609832763672,0.0,0.0,0.0,0.0,0.40699146280542386,1.4288977223833998,0.5,0.5,512,512,262144,0.1786,2.2787875148440246,1.2654281067447926e-08
CG,20260719,sCMOS,training,content_031,mid,88.23103152697934,4059208896,0.39269485755086486,88.3237182880855,0.0010505007082210463,-0.002229374833405018,0.001994609832763672,0.0,0.0,0.0,0.0,0.3926949058552154,1.3994226840293431,0.5,0.5,512,512,262144,0.17232623345113152,2.2787874468470046,4.830435051950133e-08
CG,20260720,sCMOS,training,content_048,high,148.4405090006516,3701950390,0.6543850687625405,148.2507860575237,0.0012781076028717832,0.005380168091505766,-0.012255191802978516,0.0,0.0,0.0,0.0,0.6543848196934121,1.389768525170545,0.5,0.5,512,512,262144,0.28992286914189763,2.2571005547074083,-2.490691284329216e-07
G,20260720,sCMOS,training,content_048,high,91.4432,3701950390,0.4031181473541935,91.3263223391027,0.0012781449128781788,0.00538013456389308,-0.012254953384399414,0.0,0.0,0.0,0.0,0.4031182522510868,1.1479545549554429,0.5,0.5,512,512,262144,0.1786,2.2571004891052264,1.0489689328263552e-07
CG,20260721,PMRID,validation,pmrid_gt_002,low,55.29993549356029,570120805,0.24038844565367967,55.34528713236375,0.0008201029241479183,0.006144823040813208,-0.007281303405761719,0.00077056884765625,0.0,0.00077056884765625,0.0,0.2577308645628684,1.0119221558945348,0.5,0.5,512,512,262144,0.10800768651085994,2.225660537868378,0.01734241890918875
G,20260720,sCMOS,training,content_053,mid,91.4432,3841808762,0.3942012211976751,91.33893533987117,0.0011402122861933304,-0.007899323478341103,-0.0053250789642333984,0.0,0.0,0.0,0.0,0.3942011771694398,1.4193481498627054,0.5,0.5,512,512,262144,0.1786,2.207173690916434,-4.402823527982491e-08
CG,20260720,sCMOS,training,content_053,mid,88.23103152697934,3841808762,0.3803539169883967,88.13042766689932,0.0011402321647939837,-0.007899446412920952,-0.005326747894287109,0.0,0.0,0.0,0.0,0.3803540533958927,1.3903617569075932,0.5,0.5,512,512,262144,0.17232623345113152,2.2071736227917844,1.3640749596532942e-07
