folder,frame_count,crop_size,crop_top,crop_left,crop_height,crop_width,metric_definition,value,valid_sample_count,warning_flags,frame_index,frame_mean_dn,frame_std_dn,rolling_mean_dn,rolling_variance_dn2
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1159.8017578125,262144,,54,1159.8017578125,249.7783309382243,1155.5679016113281,62515.428062411025
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1157.4845581054688,262144,,55,1157.4845581054688,249.23838812385068,1155.4429664611816,62498.60615362297
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1154.2086181640625,262144,,56,1154.2086181640625,249.9102122629353,1155.269863128662,62497.37171254656
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1159.037353515625,262144,,57,1159.037353515625,250.40307168991782,1155.5123672485352,62486.707392439246
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1152.9983520507812,262144,,58,1152.9983520507812,250.0428642398043,1155.5250778198242,62488.36782566644
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1156.4580078125,262144,,59,1156.4580078125,249.91807093919536,1155.5164909362793,62488.35138896131
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1154.0855712890625,262144,,60,1154.0855712890625,250.17092985076872,1155.559482574463,62470.80149071966
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1155.557861328125,262144,,61,1155.557861328125,250.8664629793505,1155.7566299438477,62487.63288380345
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1153.608642578125,262144,,62,1153.608642578125,249.2828780415551,1155.758285522461,62462.25284533063
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1157.1414794921875,262144,,63,1157.1414794921875,249.8432922000937,1155.950828552246,62446.06629365822
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1153.6705932617188,262144,,64,1153.6705932617188,250.0172047536757,1155.8289337158203,62448.69591980195
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1153.9548950195312,262144,,65,1153.9548950195312,250.15214445942715,1155.673728942871,62462.67399406573
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1157.101318359375,262144,,66,1157.101318359375,250.3988653835542,1155.543025970459,62482.11098044342
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1153.589111328125,262144,,67,1153.589111328125,250.0330722628245,1155.5780143737793,62466.24373175553
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1158.6031494140625,262144,,68,1158.6031494140625,251.08753294232983,1155.8464813232422,62515.972501757555
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1156.1165771484375,262144,,69,1156.1165771484375,250.818759039931,1155.8386154174805,62561.57524023764
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1159.7520751953125,262144,,70,1159.7520751953125,250.02500081650078,1155.8355102539062,62569.28064192552
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1157.4804077148438,262144,,71,1157.4804077148438,249.9408588140734,1155.8352508544922,62591.196816309355
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1159.3843994140625,262144,,72,1159.3843994140625,249.6656082799423,1156.1587371826172,62583.55942658987
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1156.9718627929688,262144,,73,1156.9718627929688,250.62086248590796,1156.0296440124512,62590.37932667951
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1153.5017700195312,262144,,74,1153.5017700195312,249.90581733599348,1156.061107635498,62586.09705049987
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1154.9913940429688,262144,,75,1154.9913940429688,249.2116511511695,1155.9694442749023,62564.05985597009
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1155.2774047851562,262144,,76,1155.2774047851562,250.46666176746305,1156.0439338684082,62573.313263128744
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1154.30810546875,262144,,77,1154.30810546875,250.35509701675764,1155.9658241271973,62557.29403528501
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1156.5216064453125,262144,,78,1156.5216064453125,249.7550409216573,1156.1478843688965,62572.02073410363
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1158.17138671875,262144,,79,1158.17138671875,250.68918660932033,1156.2122535705566,62598.483085694956
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1158.9781494140625,262144,,80,1158.9781494140625,250.23777122869564,1156.5439758300781,62605.37930298643
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1155.3984375,262144,,81,1155.3984375,249.5666076184544,1156.6341972351074,62587.091569269774
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1158.078125,262144,,82,1158.078125,250.02876738784354,1156.6952476501465,62575.51611527684
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1157.455078125,262144,,83,1157.455078125,249.83938968520386,1156.9368705749512,62569.46507859486
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1159.2025756835938,262144,,84,1159.2025756835938,250.54979165593932,1156.9743347167969,62552.60563483043
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1154.8150024414062,262144,,85,1154.8150024414062,250.06103664968956,1156.8929862976074,62528.88514507958
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1155.11279296875,262144,,86,1155.11279296875,249.529479041172,1156.6030311584473,62513.413887408795
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1156.2587890625,262144,,87,1156.2587890625,249.8407645633437,1156.5266799926758,62510.28730821377
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1158.2708129882812,262144,,88,1158.2708129882812,249.5114134847412,1156.4570808410645,62505.47665204876
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1161.3864135742188,262144,,89,1161.3864135742188,250.4050463397278,1156.7329902648926,62498.71855950006
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1160.4984130859375,262144,,90,1160.4984130859375,249.98648327213766,1157.170280456543,62501.23882702505
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1156.2802734375,262144,,91,1156.2802734375,250.0486037939429,1157.2508354187012,62527.354901388055
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1156.761962890625,262144,,92,1156.761962890625,250.49396020673495,1157.343620300293,62528.20961658284
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1157.304443359375,262144,,93,1157.304443359375,249.34164013587298,1157.530891418457,62496.55829804391
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1154.6695556640625,262144,,94,1154.6695556640625,248.80096532681796,1157.415138244629,62466.82954065502
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1159.6851806640625,262144,,95,1159.6851806640625,250.20407395396407,1157.509750366211,62451.6426869249
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1156.5023193359375,262144,,96,1156.5023193359375,250.57443500878585,1157.3550109863281,62462.1805200791
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1157.5340576171875,262144,,97,1157.5340576171875,249.93316135276976,1157.4884872436523,62473.62386417948
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1156.3323364257812,262144,,98,1156.3323364257812,250.72336248125413,1157.3793754577637,62495.36261245585
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1152.3016357421875,262144,,99,1152.3016357421875,250.17183710077967,1157.057285308838,62505.75182746234
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1155.7442016601562,262144,,100,1155.7442016601562,249.36685743446458,1156.841136932373,62468.79129545647
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1153.8980712890625,262144,,101,1153.8980712890625,249.7818244496217,1156.7838287353516,62460.06865639798
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1154.14892578125,262144,,102,1154.14892578125,249.56454515037123,1156.7235870361328,62461.162486745045
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1153.934326171875,262144,,103,1153.934326171875,250.1056702133836,1156.5783081054688,62469.43990145065
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1157.4111938476562,262144,,104,1157.4111938476562,249.34412253365946,1156.5245819091797,62464.22402538359
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1154.9454345703125,262144,,105,1154.9454345703125,250.06320724632204,1156.1220207214355,62453.53154950333
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1158.56298828125,262144,,106,1158.56298828125,250.1211023818166,1156.0010566711426,62457.739301873604
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1157.0745849609375,262144,,107,1157.0745849609375,249.61398040268944,1156.0507011413574,62444.16648644698
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1157.171875,262144,,108,1157.171875,250.00714784703533,1156.0763206481934,62428.93835360673
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1158.1947021484375,262144,,109,1158.1947021484375,250.550122623283,1156.1319618225098,62466.69525616267
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1156.0118408203125,262144,,110,1156.0118408203125,249.8446682605664,1156.2158546447754,62499.22262557992
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1156.14794921875,262144,,111,1156.14794921875,249.18413275583714,1155.9947776794434,62467.38846271229
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1155.6470336914062,262144,,112,1155.6470336914062,249.50437771072524,1155.9413223266602,62433.94390126504
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1156.1303100585938,262144,,113,1156.1303100585938,250.49504913347565,1155.853588104248,62451.517932302086
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1155.3392944335938,262144,,114,1155.3392944335938,249.84012953011225,1155.7915229797363,62423.88579665939
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1153.918701171875,262144,,115,1153.918701171875,249.5698843601989,1155.8925895690918,62405.084490483394
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1150.6835327148438,262144,,116,1150.6835327148438,249.6525247715805,1155.5762977600098,62413.994086613646
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1158.7700805664062,262144,,117,1158.7700805664062,250.31024693380388,1155.8807983398438,62430.51033003116
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1159.2759399414062,262144,,118,1159.2759399414062,250.03640585454062,1156.2012367248535,62445.244208565215
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1160.9199829101562,262144,,119,1160.9199829101562,249.23805238455267,1156.637840270996,62418.166738787666
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1150.8484497070312,262144,,120,1150.8484497070312,250.444006315005,1156.227668762207,62452.52354235202
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1157.3182373046875,262144,,121,1157.3182373046875,248.68964316512265,1156.3759689331055,62409.70672980696
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1157.790771484375,262144,,122,1157.790771484375,250.0961341976636,1156.3277053833008,62408.926135051996
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1152.591064453125,262144,,123,1152.591064453125,249.2804572082161,1156.0474853515625,62398.526580893435
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1154.8496704101562,262144,,124,1154.8496704101562,250.06451410484252,1155.9023475646973,62400.319533386035
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1155.1106567382812,262144,,125,1155.1106567382812,250.17869509356524,1155.7095947265625,62388.695504147094
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1152.0824584960938,262144,,126,1152.0824584960938,248.60149468885726,1155.4640083312988,62349.967060603434
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1152.4888305664062,262144,,127,1152.4888305664062,249.7252089597481,1155.2353134155273,62366.83880889788
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1155.8264770507812,262144,,128,1155.8264770507812,249.25657758987495,1155.2465286254883,62359.11424483545
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1152.2734375,262144,,129,1152.2734375,249.9531976454464,1155.0054740905762,62342.16620563553
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1156.13427734375,262144,,130,1156.13427734375,249.41376096177,1155.055160522461,62328.86207022751
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1153.5525512695312,262144,,131,1153.5525512695312,248.93200536590905,1155.0322761535645,62308.98807747313
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1151.5480346679688,262144,,132,1151.5480346679688,248.88664554150176,1155.0863075256348,62285.12427772791
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1152.3206176757812,262144,,133,1152.3206176757812,250.12222351581133,1154.6832160949707,62279.24346375489
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1156.28466796875,262144,,134,1156.28466796875,248.9742256899247,1154.4962615966797,62246.11601408245
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1156.2991943359375,262144,,135,1156.2991943359375,250.0714728581348,1154.207462310791,62272.12443789444
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1155.37548828125,262144,,136,1155.37548828125,250.16881531675395,1154.4904022216797,62263.51417901181
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1155.34619140625,262144,,137,1155.34619140625,250.46256869155667,1154.3671493530273,62318.82416013535
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1159.5891723632812,262144,,138,1159.5891723632812,250.05776123733474,1154.479549407959,62317.62463603611
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1151.979736328125,262144,,139,1151.979736328125,249.41268429930264,1154.4413414001465,62321.74593250151
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1160.9266967773438,262144,,140,1160.9266967773438,250.20312572729355,1154.8211555480957,62326.07986432756
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1160.5247802734375,262144,,141,1160.5247802734375,250.41287390660372,1155.159538269043,62333.40661054291
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1155.4426879882812,262144,,142,1155.4426879882812,250.35418357869085,1155.3695526123047,62388.06374015659
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1157.541748046875,262144,,143,1157.541748046875,249.9905778796172,1155.685359954834,62396.351805068785
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1160.3671264648438,262144,,144,1160.3671264648438,249.82732314547545,1155.969150543213,62414.154924957315
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1154.9693603515625,262144,,145,1154.9693603515625,250.3242648777832,1156.1376457214355,62425.757210796
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1153.7407836914062,262144,,146,1153.7407836914062,250.79974414725234,1155.988052368164,62469.08767999802
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1159.303955078125,262144,,147,1159.303955078125,249.3351979005205,1156.3475151062012,62481.64378103544
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1155.5299682617188,262144,,148,1155.5299682617188,249.59626240567738,1156.5963859558105,62503.75202340935
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1161.8180541992188,262144,,149,1161.8180541992188,249.53682357430478,1157.1899757385254,62485.47074985062
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1155.7081298828125,262144,,150,1155.7081298828125,250.17829534208636,1157.1539421081543,62523.03414999903
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1157.2706298828125,262144,,151,1157.2706298828125,249.99579244836983,1157.214656829834,62520.668819027254
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1157.9736328125,262144,,152,1157.9736328125,249.11103920068743,1157.377040863037,62487.6609249434
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1161.9150390625,262144,,153,1161.9150390625,249.387872882813,1157.7875938415527,62454.08672653348
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1165.0645141601562,262144,,154,1165.0645141601562,250.4888211566468,1158.1298027038574,62467.57207462215
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1160.7059936523438,262144,,155,1160.7059936523438,250.3670540011462,1158.675193786621,62497.38298961148
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1160.3064575195312,262144,,156,1160.3064575195312,249.33247567763556,1158.6364288330078,62470.200446100906
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1160.78955078125,262144,,157,1160.78955078125,251.06058556688828,1158.652976989746,62490.50108403992
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1155.8947143554688,262144,,158,1155.8947143554688,249.42234855341613,1158.6812286376953,62461.39425419923
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1157.29296875,262144,,159,1157.29296875,249.67832451338566,1158.6656799316406,62451.64279815089
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1163.5715942382812,262144,,160,1163.5715942382812,249.89196017773776,1158.8659591674805,62453.66157136578
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1158.5533447265625,262144,,161,1158.5533447265625,249.5028943677705,1159.089958190918,62428.00261582155
1,200,512,2304,2304,512,512,Frame mean in raw DN for temporal drift inspection.,1159.8729858398438,262144,,162,1159.8729858398438,249.83987348505465,1159.4732208251953,62397.96828574035
