source_pair_key,path,page_count,dtype,shape,byte_order,compression,photometric_interpretation,bits_per_sample,sample_format,software,make,model,datetime_tag,exposure_tag,gain_tag,temperature_tag,readout_mode_tag,black_level_tag,image_description,processing_keyword_present,all_tags_json,pixel_sha256
15ms_to_500ms_010,F:\目标传感器噪声参数估计\data\500ms\P251621150010.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",4170b8e0a12b51468b3130144031bc7fded984ef9c0836f7be4ffbd485b1857e
15ms_to_500ms_011,F:\目标传感器噪声参数估计\data\500ms\P251621160011.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",65cc4057fc7c67679d21b68cff84a33746e381dc88aedc83abba4099edd5d6ba
15ms_to_500ms_012,F:\目标传感器噪声参数估计\data\500ms\P251621160012.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",c6b6366027cda26a61262411c4782cd102f88e7568d767d2b8d14deed48f1dae
15ms_to_500ms_013,F:\目标传感器噪声参数估计\data\500ms\P251621170013.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",c656952e7e1677bd1e611fc765738e142e4f8b1ed6ea1b4a662a8a94407ebf3f
15ms_to_500ms_014,F:\目标传感器噪声参数估计\data\500ms\P251621170014.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",7a98e6571f8e0f01d5605fd8a03fdff37fda0b901e925d60e14d947975f13808
15ms_to_500ms_015,F:\目标传感器噪声参数估计\data\500ms\P251621180015.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",ef4df1eefc30a500b095b1384cd709f04ebf3608d1de3452bc6c8ddd14083997
15ms_to_500ms_016,F:\目标传感器噪声参数估计\data\500ms\P251621180016.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",99c306544dc0b863bde2ea59505c82d4b00ae371c07a67f6c6799742e72f5a67
15ms_to_500ms_017,F:\目标传感器噪声参数估计\data\500ms\P251621190017.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",403e4855f7c26e439ee2be8569ddf6871797409f2816436385b286a0d235e198
15ms_to_500ms_018,F:\目标传感器噪声参数估计\data\500ms\P251621200018.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",60bba236b99d40da371af9db45030bc44e945f45fcbf3d1eb553c6ef3e891d6e
15ms_to_500ms_019,F:\目标传感器噪声参数估计\data\500ms\P251621200019.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",e8c5ac53143c2fe59a88adc263595746f4dd00a52f6d41184e8a2e9629e33c82
15ms_to_500ms_020,F:\目标传感器噪声参数估计\data\500ms\P251621220020.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",a9b67ab377c75fcfb8d6bd4d5b5899bf84a995978f9eea0beb84478a3b58a893
15ms_to_500ms_021,F:\目标传感器噪声参数估计\data\500ms\P251621220021.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",d2c4a02edd81293dae4850fc8b2fe4f83f97d31a572b2d2dd9cb098f19ed43aa
15ms_to_500ms_022,F:\目标传感器噪声参数估计\data\500ms\P251621230022.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",ffa78c42e4eb70c058818684c374dc27940c4a09b05cab3f2ff325a0205c4fe3
15ms_to_500ms_023,F:\目标传感器噪声参数估计\data\500ms\P251621230023.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",5e131101090971f954a51fb05770c415c1d40c6bef516602be180b033696d863
15ms_to_500ms_024,F:\目标传感器噪声参数估计\data\500ms\P251621240024.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",5ef01101e654bab35b5ae832c9558bb03d2dcf857547591d5b5e5a9e034f6a04
15ms_to_500ms_025,F:\目标传感器噪声参数估计\data\500ms\P251621240025.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",a1e9a0cde449503413abe950c6a13ab7d19dfcf6e636c39b9b958cc2b82f7d77
15ms_to_500ms_026,F:\目标传感器噪声参数估计\data\500ms\P251621250026.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",f03341ded98cf32ddc138945dfe0d1919cdb191f717dba0f0e9d3e1ec9e65044
15ms_to_500ms_027,F:\目标传感器噪声参数估计\data\500ms\P251621250027.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",4fdc34b4eee1daf6ba216a2c0dea3cebbcb4dcf812963a108c299e31d9289648
