source_pair_key,path,page_count,dtype,shape,byte_order,compression,photometric_interpretation,bits_per_sample,sample_format,software,make,model,datetime_tag,exposure_tag,gain_tag,temperature_tag,readout_mode_tag,black_level_tag,image_description,processing_keyword_present,all_tags_json,pixel_sha256
15ms_to_500ms_046,F:\目标传感器噪声参数估计\data\500ms\P251621360046.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",4d57dd812e3246389635d3af8583adb7d1206fc4470d4f27f4444ac691e35223
15ms_to_500ms_047,F:\目标传感器噪声参数估计\data\500ms\P251621360047.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",70c3d3093d03090b52c188f33ca50bb740b1f9666e8c1db34771fe34e60d873e
15ms_to_500ms_048,F:\目标传感器噪声参数估计\data\500ms\P251621370048.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",dc23807cd857d9db407a88659a933d3e85219748e1db9469c229ca52fa0da200
15ms_to_500ms_049,F:\目标传感器噪声参数估计\data\500ms\P251621370049.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",3892fa36c1129d525c1785907846d96a943207c99dc3b5ebb3319987cf38c76a
15ms_to_500ms_050,F:\目标传感器噪声参数估计\data\500ms\P251621380050.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",04939a9e298fd8c25ea87f8850e10b649e7f0cf9c33a0e8528677f45e2e017c4
15ms_to_500ms_051,F:\目标传感器噪声参数估计\data\500ms\P251621380051.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",6613d455d71aeca4d0ca3581c56dab8c251fadda7f2249fa6b88e1b1f4849e82
15ms_to_500ms_052,F:\目标传感器噪声参数估计\data\500ms\P251621390052.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",280483db0daaee61f1c13272628a1f3e69762a43c8a830473bd2165430b2892e
15ms_to_500ms_053,F:\目标传感器噪声参数估计\data\500ms\P251621390053.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",da9816646d55ee8843d7e9a64368c006a60e33f3e030362b3a8c9c9f8f3ecb1b
15ms_to_500ms_054,F:\目标传感器噪声参数估计\data\500ms\P251621400054.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",0507a9276045cc181a20fc384ead55f9424f6419a1d805584d70d2746ef99a63
15ms_to_500ms_055,F:\目标传感器噪声参数估计\data\500ms\P251621400055.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",c25e6cda5422fa75641733f1d6c71e033f70cdf2b91bf21ef8b9e5adce098821
15ms_to_500ms_056,F:\目标传感器噪声参数估计\data\500ms\P251621410056.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",72172c1e2da97903c965a1bc016c6863b18ed0ce89a38f215757a26eece7104c
15ms_to_500ms_057,F:\目标传感器噪声参数估计\data\500ms\P251621410057.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",90f55d3dcf3f51a3635a36be6c1268fedb3509b91b28c59b0b441ef8c0fb1a37
15ms_to_500ms_058,F:\目标传感器噪声参数估计\data\500ms\P251621420058.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",89828af9adeb97be00272a3da4e673deae3b412a367a0c35e7ffd1309799197e
15ms_to_500ms_059,F:\目标传感器噪声参数估计\data\500ms\P251621420059.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",3016b730a1efb193e78e3131f8ddf1d1d777dd1e6e4307942b0eddc072b2886b
15ms_to_500ms_060,F:\目标传感器噪声参数估计\data\500ms\P251621430060.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",452041ec91b67b62c22b7c64038b00b2f8656191f8c40c215f13884b9e8f373b
15ms_to_500ms_061,F:\目标传感器噪声参数估计\data\500ms\P251621430061.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",9af8f3b95e888305596f9664560c7ebd97a50fae8988ea04b3b3c4969ac7696f
15ms_to_500ms_062,F:\目标传感器噪声参数估计\data\500ms\P251621440062.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",31a2dc94a71b0ae2e761aaab40335e52c43b3f999c264fd51b325bcbf59160e6
15ms_to_500ms_063,F:\目标传感器噪声参数估计\data\500ms\P251621440063.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",68eb1542b8c554690b104e6db30a27dfefd340182c0ebe4de206b917d1075e0e
