source_pair_key,filename,path,absolute_path,file_size_bytes,creation_time_ns,mtime_ns,historical_file_size_bytes,historical_mtime_ns,file_size_delta_bytes,mtime_delta_ns,historical_sha256,actual_sha256,sha256_match
15ms_to_500ms_090,P251622010090.tif,F:\目标传感器噪声参数估计\data\500ms\P251622010090.tif,F:\目标传感器噪声参数估计\data\500ms\P251622010090.tif,8394874,1758797716520000000,1758788522000000000,8394874,1758788522000000000,0,0,cacf549f7e1db7582e409b57ada6f0bb28c00daa8862c5b9d5ee31286ea773a4,cacf549f7e1db7582e409b57ada6f0bb28c00daa8862c5b9d5ee31286ea773a4,True
15ms_to_500ms_091,P251622020091.tif,F:\目标传感器噪声参数估计\data\500ms\P251622020091.tif,F:\目标传感器噪声参数估计\data\500ms\P251622020091.tif,8394874,1758797716560000000,1758788524000000000,8394874,1758788524000000000,0,0,e4a43968f31edfcbc4170be6bb060edf3e3d240751a8aa56058ede52ed5916eb,e4a43968f31edfcbc4170be6bb060edf3e3d240751a8aa56058ede52ed5916eb,True
15ms_to_500ms_092,P251622020092.tif,F:\目标传感器噪声参数估计\data\500ms\P251622020092.tif,F:\目标传感器噪声参数估计\data\500ms\P251622020092.tif,8394874,1758797716600000000,1758788524000000000,8394874,1758788524000000000,0,0,6a08959cf383d051b38fa6e2808f93f4783a3b3fdcef57f44e7c25bf7c35fe47,6a08959cf383d051b38fa6e2808f93f4783a3b3fdcef57f44e7c25bf7c35fe47,True
15ms_to_500ms_093,P251622030093.tif,F:\目标传感器噪声参数估计\data\500ms\P251622030093.tif,F:\目标传感器噪声参数估计\data\500ms\P251622030093.tif,8394874,1758797716620000000,1758788524000000000,8394874,1758788524000000000,0,0,137b23d22671ccdb0d5b22223156f94fcf8323b14f8edceb87f4190b0f3eb813,137b23d22671ccdb0d5b22223156f94fcf8323b14f8edceb87f4190b0f3eb813,True
15ms_to_500ms_094,P251622030094.tif,F:\目标传感器噪声参数估计\data\500ms\P251622030094.tif,F:\目标传感器噪声参数估计\data\500ms\P251622030094.tif,8394874,1758797716640000000,1758788524000000000,8394874,1758788524000000000,0,0,4a9ecee0488459cc37e8863d8d2430b6f07d753cac4c4ab99eb17082d313e040,4a9ecee0488459cc37e8863d8d2430b6f07d753cac4c4ab99eb17082d313e040,True
15ms_to_500ms_095,P251622040095.tif,F:\目标传感器噪声参数估计\data\500ms\P251622040095.tif,F:\目标传感器噪声参数估计\data\500ms\P251622040095.tif,8394874,1758797716670000000,1758788526000000000,8394874,1758788526000000000,0,0,f759608f65bafb8313562aa94f319e49230cb0944dc455328dd490178796d9df,f759608f65bafb8313562aa94f319e49230cb0944dc455328dd490178796d9df,True
15ms_to_500ms_096,P251622040096.tif,F:\目标传感器噪声参数估计\data\500ms\P251622040096.tif,F:\目标传感器噪声参数估计\data\500ms\P251622040096.tif,8394874,1758797716690000000,1758788526000000000,8394874,1758788526000000000,0,0,02aaffa2527faef5539d1b9d9100aceb38fc6870379cd83789651d273a23b212,02aaffa2527faef5539d1b9d9100aceb38fc6870379cd83789651d273a23b212,True
15ms_to_500ms_097,P251622050097.tif,F:\目标传感器噪声参数估计\data\500ms\P251622050097.tif,F:\目标传感器噪声参数估计\data\500ms\P251622050097.tif,8394874,1758797716720000000,1758788526000000000,8394874,1758788526000000000,0,0,3a42aa1222393e68d35b40d7107aa5824850266525038ec5d3c35d4b02881d1a,3a42aa1222393e68d35b40d7107aa5824850266525038ec5d3c35d4b02881d1a,True
15ms_to_500ms_098,P251622050098.tif,F:\目标传感器噪声参数估计\data\500ms\P251622050098.tif,F:\目标传感器噪声参数估计\data\500ms\P251622050098.tif,8394874,1758797716750000000,1758788526000000000,8394874,1758788526000000000,0,0,9c0106814b86766ec57a705b0d381ebf93c5c2fe8de6380a5f3e72e07cb790fb,9c0106814b86766ec57a705b0d381ebf93c5c2fe8de6380a5f3e72e07cb790fb,True
15ms_to_500ms_099,P251622060099.tif,F:\目标传感器噪声参数估计\data\500ms\P251622060099.tif,F:\目标传感器噪声参数估计\data\500ms\P251622060099.tif,8394874,1758797716770000000,1758788528000000000,8394874,1758788528000000000,0,0,e1cba38611d11f6951389dfdce74c2389b206b8d3c98a0e54b1fc8c1a277d259,e1cba38611d11f6951389dfdce74c2389b206b8d3c98a0e54b1fc8c1a277d259,True
