source_pair_key,path,scope,crop_top,crop_left,crop_height,crop_width,dtype,shape,raw_min_dn,raw_max_dn,raw_mean_dn,raw_std_dn,raw_p0_1_dn,raw_p1_dn,raw_p5_dn,raw_p25_dn,raw_p50_dn,raw_median_dn,raw_p75_dn,raw_p95_dn,raw_p99_dn,raw_p99_9_dn,norm_min,norm_max,norm_mean,norm_std,norm_p0_1,norm_p1,norm_p5,norm_p25,norm_p50,norm_median,norm_p75,norm_p95,norm_p99,norm_p99_9,normalization_max_abs_error_vs_float64_div65535,zero_ratio,saturation_ratio,negative_before_clipping_ratio,dynamic_range_dn,robust_dynamic_range_dn_p1_p99,local_contrast_mean_norm,gradient_energy_norm,laplacian_variance_norm,high_frequency_energy_norm,row_mean_variation_norm,column_mean_variation_norm,bad_pixel_candidate_ratio,unique_value_count,nan_count,inf_count,preprocessing
15ms_to_500ms_010,F:\目标传感器噪声参数估计\data\500ms\P251621150010.tif,center_roi,768,768,512,512,uint16,512x512,4363.0,59130.0,14798.688564300537,4635.449099139529,6032.143,7413.0,9120.0,12366.0,14308.0,14308.0,16311.0,21228.0,39210.140000000014,44671.0,0.06657510995864868,0.9022659659385681,0.22581352293491364,0.07073242217302322,0.09204460212100404,0.11311512932021058,0.13916227969787137,0.18869306477454795,0.2183260852979324,0.2183260852979324,0.24888990615701534,0.32391851682307166,0.5983083848325325,0.6816357671473259,2.9730925943383113e-08,0.0,0.0,0.0,54767.0,31797.140000000014,0.03174547851085663,0.0008578499546274543,0.005712962709367275,0.000305333873257041,0.029339278116822243,0.02512226812541485,0.011371612548828125,23124,0,0,raw_uint16.astype(np.float32)/65535.0
15ms_to_500ms_011,F:\目标传感器噪声参数估计\data\500ms\P251621160011.tif,center_roi,768,768,512,512,uint16,512x512,4349.0,59307.0,14651.540088653564,4573.069493241553,6115.286,7441.0,9061.0,12245.0,14168.0,14168.0,16137.0,21036.0,38614.71000000002,44398.85700000002,0.06636148691177368,0.9049668312072754,0.2235681563615799,0.06978057324886322,0.09331328297856108,0.11354238193331807,0.13826199740596629,0.1868467231250477,0.2161898222323949,0.2161898222323949,0.24623483634699017,0.32098878461890595,0.5892227054245825,0.6774831311512934,2.9729106953979567e-08,0.0,0.0,0.0,54958.0,31173.71000000002,0.03149373084306717,0.0008406528504565358,0.005584821570664644,0.0002992835361510515,0.029201120138168335,0.024869322776794434,0.011180877685546875,22823,0,0,raw_uint16.astype(np.float32)/65535.0
15ms_to_500ms_012,F:\目标传感器噪声参数估计\data\500ms\P251621160012.tif,center_roi,768,768,512,512,uint16,512x512,3317.0,59047.0,14291.417861938477,4479.0916023115315,5996.143,7380.43,8941.150000000001,11931.0,13774.0,13774.0,15679.0,20702.699999999953,37780.27000000008,43828.28500000009,0.05061417445540428,0.9009994864463806,0.2180730700492859,0.06834656745195389,0.09149527733272297,0.11261814297703518,0.13643320363164724,0.182055390249485,0.21017776760509652,0.21017776760509652,0.2392462043183032,0.3159029526207363,0.5764899671931041,0.6687767605096527,2.972728796457602e-08,0.0,0.0,0.0,55730.0,30399.840000000077,0.031166575849056244,0.0008239863673225045,0.005448936950415373,0.00029283209005370736,0.028516996651887894,0.024531779810786247,0.011302947998046875,22606,0,0,raw_uint16.astype(np.float32)/65535.0
15ms_to_500ms_013,F:\目标传感器噪声参数估计\data\500ms\P251621170013.tif,center_roi,768,768,512,512,uint16,512x512,3471.0,55269.0,13512.396873474121,4218.100348186765,5897.143,7293.43,8747.0,11263.0,12917.0,12917.0,14695.0,20045.849999999977,34511.71000000002,42227.571000000054,0.052964065223932266,0.843350887298584,0.2061859667301178,0.06436408311128616,0.08998463416495003,0.11129060807202258,0.1334706645304036,0.1718623636224918,0.19710078583962767,0.19710078583962767,0.22423132677195393,0.3058800640878916,0.5266149385824371,0.6443514305333037,2.9722740380044854e-08,0.0,0.0,0.0,51798.0,27218.28000000002,0.030133750289678574,0.0007711814250797033,0.005108917132019997,0.00027540221344679594,0.026361698284745216,0.02377023734152317,0.010955810546875,21830,0,0,raw_uint16.astype(np.float32)/65535.0
15ms_to_500ms_014,F:\目标传感器噪声参数估计\data\500ms\P251621170014.tif,center_roi,768,768,512,512,uint16,512x512,3713.0,57413.0,12809.495628356934,3900.0600298116483,5866.143,7159.43,8513.0,10683.0,12185.0,12185.0,13908.0,19155.0,30607.420000000042,40275.85700000002,0.05665674805641174,0.8760662078857422,0.19546039402484894,0.05951109901070595,0.08951160448615243,0.10924589913786527,0.12990005340657665,0.16301213092240788,0.1859311818112459,0.1859311818112459,0.21222247653925383,0.29228656443122,0.4670392919813846,0.6145701838712141,2.9710007232175428e-08,0.0,0.0,0.0,53700.0,23447.99000000004,0.02882164530456066,0.0007291297661140561,0.004935390781611204,0.000262303976342082,0.025181934237480164,0.021371623501181602,0.00958251953125,20939,0,0,raw_uint16.astype(np.float32)/65535.0
15ms_to_500ms_015,F:\目标传感器噪声参数估计\data\500ms\P251621180015.tif,center_roi,768,768,512,512,uint16,512x512,3473.0,56903.0,12939.927913665771,3955.7028249555938,5914.143,7176.0,8549.0,10792.0,12315.0,12315.0,14047.0,19398.0,31156.39000000019,40311.856000000145,0.052994582802057266,0.8682841062545776,0.197450652718544,0.06036015599966049,0.09024403753719387,0.10949874113069352,0.13044937819485772,0.16467536430914778,0.18791485465781643,0.18791485465781643,0.21434348058289462,0.2959945067521172,0.4754160372320163,0.6151194934004752,2.9718192795513687e-08,0.0,0.0,0.0,53430.0,23980.39000000019,0.029079413041472435,0.000734616129193455,0.004937692079693079,0.0002639686572365463,0.026018332690000534,0.021637720987200737,0.009761810302734375,21255,0,0,raw_uint16.astype(np.float32)/65535.0
15ms_to_500ms_016,F:\目标传感器噪声参数估计\data\500ms\P251621180016.tif,center_roi,768,768,512,512,uint16,512x512,3697.0,53558.0,12976.97067642212,3922.362615931919,6019.143,7287.0,8654.0,10850.0,12367.0,12367.0,14064.0,19351.0,31468.140000000014,40158.0,0.056412603706121445,0.8172426819801331,0.19801586866378784,0.05985141545534134,0.09184623483634699,0.11119249256122682,0.13205157549401084,0.16556038757915617,0.18870832379644464,0.18870832379644464,0.21460288395513846,0.29527733272297246,0.48017303730830874,0.612771801327535,2.9717283300811914e-08,0.0,0.0,0.0,49861.0,24181.140000000014,0.028896106407046318,0.0007177972001954913,0.004790438339114189,0.00025722835562191904,0.02504327893257141,0.021606873720884323,0.01013946533203125,20905,0,0,raw_uint16.astype(np.float32)/65535.0
15ms_to_500ms_017,F:\目标传感器噪声参数估计\data\500ms\P251621190017.tif,center_roi,768,768,512,512,uint16,512x512,3707.0,58034.0,12949.956771850586,3895.6546616811124,5933.0,7260.43,8637.0,10852.0,12353.5,12353.5,14023.0,19266.849999999977,31345.280000000028,39844.714000000036,0.05656519532203674,0.885542094707489,0.19760367274284363,0.0594438761472702,0.09053177691309987,0.1107870603494316,0.131792172121767,0.16559090562294956,0.18850232700083924,0.18850232700083924,0.2139772640573739,0.2939932860303651,0.47829831387808086,0.607991363393607,2.9711826332601277e-08,0.0,0.0,0.0,54327.0,24084.850000000028,0.028607835993170738,0.0007076420588418841,0.0047409506514668465,0.00025416442076675594,0.02513674832880497,0.02123621664941311,0.010227203369140625,20958,0,0,raw_uint16.astype(np.float32)/65535.0
15ms_to_500ms_018,F:\目标传感器噪声参数估计\data\500ms\P251621200018.tif,center_roi,768,768,512,512,uint16,512x512,3665.0,54488.0,13092.589702606201,3933.2661653659993,6057.572,7341.0,8722.0,10998.0,12501.0,12501.0,14162.0,19371.0,32208.280000000028,40074.714000000036,0.05592431500554085,0.8314335942268372,0.19978012144565582,0.060017798095941544,0.09243262378881514,0.11201647974364844,0.1330891889829862,0.16781872281986723,0.19075303273060196,0.19075303273060196,0.21609826810101473,0.2955825131609064,0.4914668497749298,0.6115009384298472,2.9710007232175428e-08,0.0,0.0,0.0,50823.0,24867.280000000028,0.02876620553433895,0.0007141020614653826,0.004769422113895416,0.00025606612325645983,0.024823743849992752,0.021684223785996437,0.01076507568359375,20950,0,0,raw_uint16.astype(np.float32)/65535.0
15ms_to_500ms_019,F:\目标传感器噪声参数估计\data\500ms\P251621200019.tif,center_roi,768,768,512,512,uint16,512x512,3541.0,55528.0,13146.443019866943,3971.6179345524192,6006.429,7300.43,8712.0,11035.0,12547.0,12547.0,14227.0,19541.0,32651.970000000147,40093.714000000036,0.05403219535946846,0.8473029732704163,0.20060184597969055,0.06060301139950752,0.0916522316319524,0.11139742122529946,0.13293659876401923,0.16838330663004503,0.19145494773785002,0.19145494773785002,0.2170901045243,0.2981765468833448,0.4982371252002769,0.6117908598458844,2.971273582730305e-08,0.0,0.0,0.0,51987.0,25351.540000000146,0.02885817363858223,0.0007135673658922315,0.004751191940158606,0.0002558382402639836,0.025473129004240036,0.022119371220469475,0.010898590087890625,21202,0,0,raw_uint16.astype(np.float32)/65535.0
15ms_to_500ms_020,F:\目标传感器噪声参数估计\data\500ms\P251621220020.tif,center_roi,768,768,512,512,uint16,512x512,3541.0,56479.0,13257.504920959473,4041.6052566090452,6032.143,7368.0,8756.0,11090.0,12646.0,12646.0,14391.0,19613.0,33130.69000000012,40748.0,0.05403219535946846,0.8618143200874329,0.20229658484458923,0.0616709403693676,0.09204460212100404,0.11242847333485924,0.13360799572747387,0.16922255283436333,0.19296559090562296,0.19296559090562296,0.2195925841153582,0.2992751964599069,0.505541924162663,0.6217746242465858,2.9713645322004822e-08,0.0,0.0,0.0,52938.0,25762.69000000012,0.02949700690805912,0.0007512894226238132,0.005013041198253632,0.00026949934544973075,0.025629086419939995,0.022310005500912666,0.0106201171875,21306,0,0,raw_uint16.astype(np.float32)/65535.0
