source_pair_key_a,source_pair_key_b,full_image_correlation,center_roi_correlation,center_roi_ssim,low_frequency_correlation,high_frequency_correlation,gradient_map_correlation,downsampled_perceptual_similarity,high_content_similarity
15ms_to_500ms_007,15ms_to_500ms_013,0.9832664239398661,0.9380762981765373,0.8023471483673917,0.9627579714115319,0.8916541123776903,0.9287816607675385,0.8023471483673917,True
15ms_to_500ms_007,15ms_to_500ms_020,0.9807542765623031,0.9313941950232566,0.7986203199014712,0.9522782676971923,0.8887334124460697,0.9270327957590415,0.7986203199014712,True
15ms_to_500ms_008,15ms_to_500ms_009,0.9987928866375043,0.9619455577611202,0.819911414414476,0.9977320849535656,0.9018585440974768,0.9379192506198198,0.819911414414476,True
15ms_to_500ms_008,15ms_to_500ms_010,0.9986674989756323,0.9631334343483625,0.8255740851284002,0.9976907155254658,0.905088051824969,0.9388985515270231,0.8255740851284002,True
15ms_to_500ms_008,15ms_to_500ms_011,0.9982430179089562,0.9614949479683068,0.8204316495927999,0.9968971841448576,0.9023329602759038,0.9386585937760868,0.8204316495927999,True
15ms_to_500ms_008,15ms_to_500ms_012,0.9942963016335208,0.9577862649015509,0.8186575652121921,0.9919067782304475,0.9009870615986841,0.9379119164992434,0.8186575652121921,True
15ms_to_500ms_008,15ms_to_500ms_013,0.9833689145074443,0.939019492403474,0.809763474310319,0.962180913768179,0.8947599522624919,0.93121825789764,0.809763474310319,True
15ms_to_500ms_008,15ms_to_500ms_020,0.9808007489186832,0.9308584604036221,0.8007535477441923,0.9513710207311399,0.8883733295550599,0.9286198774705978,0.8007535477441923,True
15ms_to_500ms_009,15ms_to_500ms_010,0.9990139213021657,0.9634142876133035,0.8321336177496845,0.9978550822106588,0.9070031562374301,0.9406547550288532,0.8321336177496845,True
15ms_to_500ms_009,15ms_to_500ms_011,0.9988238754781935,0.9627436509864715,0.8283650898878948,0.9978689097410423,0.9049197222758063,0.939576817697144,0.8283650898878948,True
15ms_to_500ms_009,15ms_to_500ms_012,0.9951741580343498,0.9598925399989037,0.8283647322520169,0.9938468621656913,0.9044244725955736,0.9407584974797321,0.8283647322520169,True
15ms_to_500ms_009,15ms_to_500ms_013,0.9850438041146808,0.9429571546984556,0.8195987842362339,0.9675187287434599,0.8973300914931384,0.9350341202152624,0.8195987842362339,True
15ms_to_500ms_009,15ms_to_500ms_019,0.9819549209648653,0.9322110488636622,0.8114902355864111,0.9529723634348721,0.8892147868359471,0.9307051155063316,0.8114902355864111,True
15ms_to_500ms_009,15ms_to_500ms_020,0.9830614930821833,0.9364839618069782,0.8154061624109025,0.9581139251362429,0.8930687325575988,0.9323855058992544,0.8154061624109025,True
15ms_to_500ms_010,15ms_to_500ms_011,0.9989005810597,0.962750854502577,0.8266868955407916,0.9979583862637442,0.9047323631466787,0.9413015824726899,0.8266868955407916,True
15ms_to_500ms_010,15ms_to_500ms_012,0.9952347174551014,0.9608217875659119,0.8349060175824761,0.9939941627814519,0.9063687024275312,0.9395693085948558,0.8349060175824761,True
15ms_to_500ms_010,15ms_to_500ms_013,0.9851141863986695,0.9433468573179783,0.8218712410645534,0.9677201921565369,0.8976211876089075,0.9342971643936596,0.8218712410645534,True
15ms_to_500ms_010,15ms_to_500ms_019,0.9820944269639974,0.9335577335459536,0.8162672789875008,0.953526342708578,0.8908277756406321,0.9311997002311241,0.8162672789875008,True
15ms_to_500ms_010,15ms_to_500ms_020,0.9831878635791123,0.9366661203612366,0.8187021164284122,0.9582832274656633,0.8929906449055958,0.9310459704825955,0.8187021164284122,True
15ms_to_500ms_011,15ms_to_500ms_012,0.9959451086629952,0.9607107421023363,0.8305592051487205,0.9949606884682178,0.9049739312497345,0.940035217632092,0.8305592051487205,True
15ms_to_500ms_011,15ms_to_500ms_013,0.9857649200930995,0.9448247892179884,0.8227721225931836,0.9709566981847335,0.8974081625724188,0.9344846484166535,0.8227721225931836,True
15ms_to_500ms_011,15ms_to_500ms_017,0.9800728276644418,0.9280286088870467,0.8135773539262829,0.9464992647736087,0.8862377425183642,0.9262906571179423,0.8135773539262829,True
15ms_to_500ms_011,15ms_to_500ms_018,0.9805660033181498,0.9344352129136082,0.8177087823611311,0.9558866291451568,0.8905801514209014,0.9284205064696645,0.8177087823611311,True
15ms_to_500ms_011,15ms_to_500ms_019,0.9828414800839829,0.9360874635944413,0.8196612751450278,0.9579719999642878,0.892010671250107,0.9313500180032362,0.8196612751450278,True
15ms_to_500ms_011,15ms_to_500ms_020,0.9839419129392185,0.9387806920027467,0.8186690065287928,0.9626624097201535,0.8927072534074401,0.9313570916320004,0.8186690065287928,True
15ms_to_500ms_012,15ms_to_500ms_013,0.9923378385257999,0.9519330603220294,0.824961966130401,0.9853608532680361,0.8974226856868172,0.9365103115559882,0.824961966130401,True
15ms_to_500ms_012,15ms_to_500ms_014,0.982889994323618,0.935043300040681,0.8190989146763457,0.9600172903994405,0.8878315815004206,0.9278385232969553,0.8190989146763457,True
15ms_to_500ms_012,15ms_to_500ms_015,0.9838159688966376,0.937643970242722,0.8213137408853122,0.9640823744574198,0.888081654264226,0.9271514279065644,0.8213137408853122,True
15ms_to_500ms_012,15ms_to_500ms_016,0.9836283400273413,0.9369656454660243,0.81952842778094,0.9647022200771767,0.8870226732788059,0.9273381372972921,0.81952842778094,True
15ms_to_500ms_012,15ms_to_500ms_017,0.9863150098191458,0.9389814806968726,0.8216872518940723,0.9663358097595557,0.8890609228242405,0.9303863795889648,0.8216872518940723,True
15ms_to_500ms_012,15ms_to_500ms_018,0.9868598972270748,0.9443567330198732,0.8266105058852526,0.9736767207249429,0.8935286522224314,0.9308528885327583,0.8266105058852526,True
15ms_to_500ms_012,15ms_to_500ms_019,0.9881533036151915,0.9448761741387531,0.8258029362810008,0.9749107815834673,0.8930095268684543,0.9320757722094064,0.8258029362810008,True
15ms_to_500ms_012,15ms_to_500ms_020,0.9893945681163374,0.9473472250730681,0.8267774239955362,0.978334782807749,0.8954804381053281,0.9332967781928788,0.8267774239955362,True
15ms_to_500ms_012,15ms_to_500ms_021,0.9863164829174683,0.9417737300784382,0.8245591293841208,0.971392768472721,0.8900030731233584,0.9302157476711503,0.8245591293841208,True
15ms_to_500ms_012,15ms_to_500ms_022,0.983223694416023,0.9365430737499867,0.82189114358165,0.9628349657233792,0.8874099491636547,0.9275765486590579,0.82189114358165,True
15ms_to_500ms_012,15ms_to_500ms_023,0.98354090401786,0.9353363082392878,0.819158255265016,0.9636613997360579,0.8841776411708206,0.9257080254219137,0.819158255265016,True
