source_pair_key,path,scope,crop_top,crop_left,crop_height,crop_width,dtype,shape,raw_min_dn,raw_max_dn,raw_mean_dn,raw_std_dn,raw_p0_1_dn,raw_p1_dn,raw_p5_dn,raw_p25_dn,raw_p50_dn,raw_median_dn,raw_p75_dn,raw_p95_dn,raw_p99_dn,raw_p99_9_dn,norm_min,norm_max,norm_mean,norm_std,norm_p0_1,norm_p1,norm_p5,norm_p25,norm_p50,norm_median,norm_p75,norm_p95,norm_p99,norm_p99_9,normalization_max_abs_error_vs_float64_div65535,zero_ratio,saturation_ratio,negative_before_clipping_ratio,dynamic_range_dn,robust_dynamic_range_dn_p1_p99,local_contrast_mean_norm,gradient_energy_norm,laplacian_variance_norm,high_frequency_energy_norm,row_mean_variation_norm,column_mean_variation_norm,bad_pixel_candidate_ratio,unique_value_count,nan_count,inf_count,preprocessing
15ms_to_500ms_010,F:\目标传感器噪声参数估计\data\500ms\P251621150010.tif,full_image,0,0,2048,2048,uint16,2048x2048,1.0,65535.0,18060.94099664688,7743.052322649801,5771.0,7258.0,8796.0,12587.0,16178.0,16178.0,22299.0,31992.0,43687.0,65503.0,1.5259021893143654e-05,1.0,0.27559226751327515,0.11815141141414642,0.08805981536583506,0.11074998092622262,0.13421835660334172,0.19206530861371787,0.24686045624475472,0.24686045624475472,0.3402609292744335,0.4881666285191119,0.6666208896009765,0.9995117112993057,2.9801867640344426e-08,0.0,0.00048422813415527344,0.0,65534.0,36429.0,0.03386939316987991,0.0010432451963424683,0.007223448250442743,0.0003815244126599282,0.060807712376117706,0.0373595654964447,0.0,50997,0,0,raw_uint16.astype(np.float32)/65535.0
15ms_to_500ms_011,F:\目标传感器噪声参数估计\data\500ms\P251621160011.tif,full_image,0,0,2048,2048,uint16,2048x2048,1.0,65535.0,17956.81870985031,7700.998628970068,5787.303,7245.0,8770.0,12504.0,16079.0,16079.0,22171.0,31763.0,43570.0,65503.0,1.5259021893143654e-05,1.0,0.27400344610214233,0.11750970780849457,0.0883085831998169,0.11055161364156557,0.13382162203402762,0.19079880979629205,0.24534981307698175,0.24534981307698175,0.3383077744716564,0.48467231250476844,0.6648355840390631,0.9995117112993057,2.9801867640344426e-08,0.0,0.00048422813415527344,0.0,65534.0,36325.0,0.033650413155555725,0.0010269936174154282,0.007110872305929661,0.00037533161230385303,0.06077977642416954,0.03713322803378105,0.0,50814,0,0,raw_uint16.astype(np.float32)/65535.0
15ms_to_500ms_012,F:\目标传感器噪声参数估计\data\500ms\P251621160012.tif,full_image,0,0,2048,2048,uint16,2048x2048,1.0,65535.0,17813.53437256813,7653.378678624139,5711.0,7187.0,8705.0,12381.0,15903.0,15903.0,22050.0,31438.0,43252.0,65503.0,1.5259021893143654e-05,1.0,0.2718171179294586,0.11678305268287659,0.08714427405203326,0.10966659037155718,0.13282978561074235,0.1889219501029984,0.2426642252231632,0.2426642252231632,0.3364614328221561,0.4797131303883421,0.6599832150759136,0.9995117112993057,2.9801867640344426e-08,0.0,0.00048422813415527344,0.0,65534.0,36065.0,0.033498477190732956,0.001024630619212985,0.0071006054058671,0.00037521577905863523,0.06065196543931961,0.03660528361797333,0.0,50334,0,0,raw_uint16.astype(np.float32)/65535.0
15ms_to_500ms_013,F:\目标传感器噪声参数估计\data\500ms\P251621170013.tif,full_image,0,0,2048,2048,uint16,2048x2048,1.0,65535.0,17526.66837310791,7486.636675700482,5727.0,7196.0,8681.0,12152.0,15563.0,15563.0,21859.0,30759.0,42099.0,65503.0,1.5259021893143654e-05,1.0,0.2674398124217987,0.11423877626657486,0.0873884184023804,0.10980392156862745,0.13246356908522164,0.18542763408865492,0.2374761577782864,0.2374761577782864,0.33354695963988706,0.46935225452048523,0.6423895628290227,0.9995117112993057,2.9801867640344426e-08,0.0,0.00048422813415527344,0.0,65534.0,34903.0,0.03325531631708145,0.0010175538482144475,0.007080614101141691,0.0003732551704160869,0.059739600867033005,0.036014389246702194,0.0,48427,0,0,raw_uint16.astype(np.float32)/65535.0
15ms_to_500ms_014,F:\目标传感器噪声参数估计\data\500ms\P251621170014.tif,full_image,0,0,2048,2048,uint16,2048x2048,1.0,65535.0,17165.58914065361,7293.609256913325,5688.0,7134.0,8590.0,11867.0,15204.0,15204.0,21554.0,29963.0,40608.0,65503.0,1.5259021893143654e-05,1.0,0.26193004846572876,0.11129333823919296,0.08679331654840924,0.10885786221103227,0.13107499809262227,0.18107881284809643,0.2319981689173724,0.2319981689173724,0.32889295796139467,0.45720607309071487,0.6196383611810483,0.9995117112993057,2.9800958145642653e-08,0.0,0.00048422813415527344,0.0,65534.0,33474.0,0.032706696540117264,0.0009953115368261933,0.006961869075894356,0.0003665843978524208,0.05930367857217789,0.035247743129730225,0.0,47618,0,0,raw_uint16.astype(np.float32)/65535.0
15ms_to_500ms_015,F:\目标传感器噪声参数估计\data\500ms\P251621180015.tif,full_image,0,0,2048,2048,uint16,2048x2048,1.0,65535.0,17253.915169000626,7300.445032164497,5729.0,7183.0,8646.0,11954.0,15290.0,15290.0,21671.0,30034.0,40753.0,65503.0,1.5259021893143654e-05,1.0,0.26327773928642273,0.1113976538181305,0.0874189364461738,0.1096055542839704,0.13192950331883727,0.18240634775310902,0.2333104448004883,0.2333104448004883,0.33067826352330815,0.4582894636453803,0.6218509193560693,0.9995117112993057,2.9801867640344426e-08,0.0,0.00048422813415527344,0.0,65534.0,33570.0,0.03265222907066345,0.0009886641055345535,0.006898317951709032,0.0003636381297837943,0.05934755876660347,0.035319749265909195,0.0,47455,0,0,raw_uint16.astype(np.float32)/65535.0
15ms_to_500ms_016,F:\目标传感器噪声参数估计\data\500ms\P251621180016.tif,full_image,0,0,2048,2048,uint16,2048x2048,1.0,65535.0,17298.0950922966,7266.260541636617,5819.0,7275.0,8744.0,12016.0,15348.0,15348.0,21692.0,30071.0,40604.0,65503.0,1.5259021893143654e-05,1.0,0.26395177841186523,0.11087597906589508,0.08879224841687648,0.11100938429846646,0.1334248874647135,0.1833524071107042,0.23419546807049668,0.23419546807049668,0.33099870298313877,0.4588540474555581,0.6195773250934615,0.9995117112993057,2.9801867640344426e-08,0.0,0.00048422813415527344,0.0,65534.0,33329.0,0.032565005123615265,0.000980348908342421,0.006826960947364569,0.00036073673982173204,0.05902237817645073,0.03527846932411194,0.0,47224,0,0,raw_uint16.astype(np.float32)/65535.0
15ms_to_500ms_017,F:\目标传感器噪声参数估计\data\500ms\P251621190017.tif,full_image,0,0,2048,2048,uint16,2048x2048,1.0,65535.0,17193.299525260925,7181.5176181155775,5847.0,7291.0,8747.0,11987.0,15275.0,15275.0,21495.0,29751.0,40339.0,65503.0,1.5259021893143654e-05,1.0,0.26235291361808777,0.10958296060562134,0.08921950102998398,0.1112535286488136,0.1334706645304036,0.1829098954757,0.23308155947203785,0.23308155947203785,0.3279926756694896,0.45397116044861524,0.615533684290837,0.9995117112993057,2.9801867640344426e-08,0.0,0.00048422813415527344,0.0,65534.0,33048.0,0.03224915638566017,0.0009622146608307958,0.006696250289678574,0.00035403206129558384,0.0584518238902092,0.034762874245643616,0.0,46847,0,0,raw_uint16.astype(np.float32)/65535.0
15ms_to_500ms_018,F:\目标传感器噪声参数估计\data\500ms\P251621200018.tif,full_image,0,0,2048,2048,uint16,2048x2048,1.0,65535.0,17260.126972436905,7164.280380485712,5926.0,7355.0,8818.0,12081.0,15363.0,15363.0,21521.0,29810.0,40403.0,65503.0,1.5259021893143654e-05,1.0,0.2633726894855499,0.10931991785764694,0.090424963759823,0.11223010605020219,0.13455405508506904,0.18434424353398948,0.23442435339894713,0.23442435339894713,0.3283894102388037,0.4548714427405203,0.6165102616922256,0.9995117112993057,2.9800958145642653e-08,0.0,0.00048422813415527344,0.0,65534.0,33048.0,0.03222468122839928,0.0009564566425979137,0.006639195140451193,0.00035163937718607485,0.057927023619413376,0.03463303670287132,0.0,46745,0,0,raw_uint16.astype(np.float32)/65535.0
15ms_to_500ms_019,F:\目标传感器噪声参数估计\data\500ms\P251621200019.tif,full_image,0,0,2048,2048,uint16,2048x2048,1.0,65535.0,17265.79926776886,7157.836959104736,5889.303,7355.0,8813.0,12091.0,15383.0,15383.0,21505.0,29856.0,40263.0,65503.0,1.5259021893143654e-05,1.0,0.2634592652320862,0.10922159999608994,0.08986500343327992,0.11223010605020219,0.13447775997558556,0.18449683375295645,0.23472953383688105,0.23472953383688105,0.32814526588845655,0.45557335774776836,0.6143739986266881,0.9995117112993057,2.9800958145642653e-08,0.0,0.00048422813415527344,0.0,65534.0,32908.0,0.032161105424165726,0.0009531372925266623,0.0066161309368908405,0.0003504389605950564,0.057980604469776154,0.034447669982910156,0.0,46656,0,0,raw_uint16.astype(np.float32)/65535.0
15ms_to_500ms_020,F:\目标传感器噪声参数估计\data\500ms\P251621220020.tif,full_image,0,0,2048,2048,uint16,2048x2048,1.0,65535.0,17365.809596776962,7224.601118860589,5875.303,7343.0,8817.0,12147.0,15479.0,15479.0,21633.0,30097.0,40656.0,65503.0,1.5259021893143654e-05,1.0,0.2649853527545929,0.11024029552936554,0.08965137712672618,0.11204699778744183,0.13453879606317234,0.18535133897917144,0.2361943999389639,0.2361943999389639,0.3300984206912337,0.4592507820248722,0.6203707942320897,0.9995117112993057,2.9799139156239107e-08,0.0,0.00048422813415527344,0.0,65534.0,33313.0,0.03254695236682892,0.0009747573640197515,0.006774372886866331,0.0003584251971915364,0.05852530896663666,0.034873250871896744,0.0,46986,0,0,raw_uint16.astype(np.float32)/65535.0
15ms_to_500ms_021,F:\目标传感器噪声参数估计\data\500ms\P251621220021.tif,full_image,0,0,2048,2048,uint16,2048x2048,1.0,65535.0,17358.5146112442,7216.165805138838,5913.303,7357.0,8833.0,12123.0,15448.0,15448.0,21684.0,30027.0,40451.0,65503.0,1.5259021893143654e-05,1.0,0.2648739516735077,0.11011163890361786,0.09023121995880064,0.11226062409399558,0.1347829404135195,0.18498512245365073,0.23572137026016632,0.23572137026016632,0.3308766308079652,0.45818265049210344,0.617242694743267,0.9995117112993057,2.9800958145642653e-08,0.0,0.00048422813415527344,0.0,65534.0,33094.0,0.03246930241584778,0.0009777294471859932,0.00682831322774291,0.000360291451215744,0.05883612111210823,0.03507756069302559,0.0,46825,0,0,raw_uint16.astype(np.float32)/65535.0
