source,content_id,content_sha256,condition_id,seed,source_mean_DN,target_iccd_signal_DN,gain,scaled_mean_DN,relative_mean_error,source_zero_ratio,scaled_zero_ratio,added_zero_ratio,clipping_high_ratio,unique_values,scaled_std_DN,effective_dynamic_range_DN,round_trip_max_error_DN,scale_gate_pass,failure_reason,scene_id,patch_top,patch_left
sCMOS,content_084,3822cb361cbff2e6050d0824da5320aab873d44b244f61cfe122640e12b73bb6,low,1877051391,12785.73819732666,935.1195068359376,0.07313770174266977,935.119499206543,8.15873756152472e-09,0.0,0.0,0.0,0.0,2561,275.5950635820055,1643.0,0.5,True,,,,
sCMOS,content_084,3822cb361cbff2e6050d0824da5320aab873d44b244f61cfe122640e12b73bb6,mid,2247017878,12785.73819732666,1491.98291015625,0.11669118256059749,1491.9828643798828,3.068156268807798e-08,0.0,0.0,0.0,0.0,3896,439.71082632834356,2622.0,0.5,True,,,,
sCMOS,content_084,3822cb361cbff2e6050d0824da5320aab873d44b244f61cfe122640e12b73bb6,high,1731613751,12785.73819732666,2510.12255859375,0.19632206759235737,2510.1230087280273,1.7932760924467747e-07,0.0,0.0,0.0,0.0,6019,739.7725926448672,4410.0,0.5,True,,,,
sCMOS,content_085,6f00ad96a022cb36e907f9b8dce7bc66428c333ed21da120e1f57f31f887ccb0,low,2327351660,12813.438209533691,935.1195068359376,0.07297959310719372,935.1185264587402,1.0483977611551574e-06,0.0,0.0,0.0,0.0,2542,274.68649012158875,1639.0,0.49993896484375,True,,,,
sCMOS,content_085,6f00ad96a022cb36e907f9b8dce7bc66428c333ed21da120e1f57f31f887ccb0,mid,65155351,12813.438209533691,1491.98291015625,0.11643892027716318,1491.9827270507812,1.2272625075231192e-07,0.0,0.0,0.0,0.0,3851,438.26300865050075,2615.0,0.5,True,,,,
sCMOS,content_085,6f00ad96a022cb36e907f9b8dce7bc66428c333ed21da120e1f57f31f887ccb0,high,1566294811,12813.438209533691,2510.12255859375,0.1958976597495996,2510.123264312744,2.811492178836045e-07,0.0,0.0,0.0,0.0,5936,737.3355341280175,4400.0,0.5,True,,,,
sCMOS,content_086,b8fd37abccef9029bda632dde7dccb1ca77512976e84fcf4dad556412a3a3dd8,low,2580907900,12895.176944732666,935.1195068359376,0.07251699692402507,935.1183967590332,1.1870962976343083e-06,0.0,0.0,0.0,0.0,2519,273.5410253961318,1653.0,0.5,True,,,,
sCMOS,content_086,b8fd37abccef9029bda632dde7dccb1ca77512976e84fcf4dad556412a3a3dd8,mid,1340516914,12895.176944732666,1491.98291015625,0.11570084819702184,1491.9838981628418,6.622103946843497e-07,0.0,0.0,0.0,0.0,3846,436.43564919229823,2637.0,0.5,True,,,,
sCMOS,content_086,b8fd37abccef9029bda632dde7dccb1ca77512976e84fcf4dad556412a3a3dd8,high,112109890,12895.176944732666,2510.12255859375,0.19465592208248586,2510.1220359802246,2.0820239378407468e-07,0.0,0.0,0.0,0.0,5957,734.2631047538878,4437.0,0.5,True,,,,
sCMOS,content_087,4673a76b46eceb960c3cff4caf31618877b174d259f5cd3f05d66f6d347bc6cd,low,2756338849,12836.336681365967,935.1195068359376,0.07284940634140703,935.1196250915527,1.2646043019765125e-07,0.0,0.0,0.0,0.0,2536,273.538853702451,1635.0,0.5,True,,,,
sCMOS,content_087,4673a76b46eceb960c3cff4caf31618877b174d259f5cd3f05d66f6d347bc6cd,mid,2872055690,12836.336681365967,1491.98291015625,0.11623120732896529,1491.9828643798828,3.068156268807798e-08,0.0,0.0,0.0,0.0,3860,436.4301154048305,2609.0,0.5,True,,,,
sCMOS,content_087,4673a76b46eceb960c3cff4caf31618877b174d259f5cd3f05d66f6d347bc6cd,high,555367058,12836.336681365967,2510.12255859375,0.1955482020222796,2510.1219520568848,2.416363548296925e-07,0.0,0.0,0.0,0.0,5985,734.254213144568,4390.0,0.5,True,,,,
sCMOS,content_088,ec3826d99261c49304ff1d17a9c047bddc5d422fd5e37e9c2bd0b4d84b7a4177,low,3545544190,12831.356227874756,935.1195068359376,0.07287768262597916,935.1190414428711,4.976829839585283e-07,0.0,0.0,0.0,0.0,2535,273.2311615252756,1643.570000000007,0.49993896484375,True,,,,
sCMOS,content_088,ec3826d99261c49304ff1d17a9c047bddc5d422fd5e37e9c2bd0b4d84b7a4177,mid,2707109177,12831.356227874756,1491.98291015625,0.11627632213304748,1491.9843063354492,9.357876619863784e-07,0.0,0.0,0.0,0.0,3877,435.93810673469244,2622.0,0.5,True,,,,
