reference,strategy,folder,pair_count,mean_psnr_gain,std_psnr_gain,positive_pair_fraction,mean_ssim,mean_ssim_gain,mean_gradient_ratio_to_noisy,mean_residual_std,mean_removed_residual_std
ref25_q1,always_physical,9,8,0.07827933944034893,0.00929242744449806,1.0,0.9973197386519514,4.7485126431295877e-05,0.9943887924620137,0.0015445943572558463,3.0207131430870504e-05
ref25_q1,always_physical,10,8,-0.003375565176074069,0.01678584320019455,0.375,0.9982620003854956,-3.968927217240514e-06,0.9988727280520499,0.0012285470293136314,8.062829010668793e-06
ref25_q1,always_physical,11,8,-0.06883026883334509,0.0396411768851034,0.0,0.9989073762743228,-2.474965494685122e-05,0.9999994576504732,0.0009593119830242358,9.349197793717678e-08
ref25_q1,always_physical,13,8,-0.06533204511995816,0.1095446115435759,0.125,0.9995389665852088,-1.1992854108952566e-05,0.9999999558842716,0.000618053374637384,1.1114974565740177e-10
ref25_q1,lofo_best_hard,1,8,0.012704240613399698,0.01442815094653491,0.875,0.9975347024710148,8.811051416715565e-06,0.9952180892058808,0.0014886243734508753,2.1399231400209828e-05
ref25_q1,lofo_best_hard,2,8,0.05880562801273381,0.040486856832890515,1.0,0.9994158647493757,1.0390708565746754e-05,0.9945710611258465,0.0007026271414360963,2.259454481645662e-05
ref25_q1,lofo_best_hard,4,8,0.3278218001315709,0.022252530666777806,1.0,0.995643803506643,0.00038681718570131307,0.968499752624852,0.0020606978214345872,0.00015756311404402368
ref25_q1,lofo_best_hard,5,8,1.0194399982519728,0.17847989404058798,1.0,0.9881413401818311,0.005616994236352479,0.8613521399309083,0.004767370002809912,0.0013708085607504472
ref25_q1,lofo_best_hard,7,8,0.8412129932404913,0.1054009555921268,1.0,0.9935741363414431,0.0017044039546119244,0.9165292071693869,0.002713141788262874,0.000500234127684962
ref25_q1,lofo_best_hard,8,8,0.7474215452008091,0.038519856688652224,1.0,0.9944921641784769,0.0011452120754267547,0.9354080992471385,0.0023426491243299097,0.00036219531830283813
ref25_q1,lofo_best_hard,9,8,0.01641956792706889,0.006255252731239633,1.0,0.9972890315010787,1.6777975558560088e-05,0.9946495872319061,0.0015496586565859616,3.6431997159525054e-05
ref25_q1,lofo_best_hard,10,8,-0.003375565176074069,0.01678584320019455,0.375,0.9982620003854956,-3.968927217240514e-06,0.9988727280520499,0.0012285470293136314,8.062829010668793e-06
ref25_q1,lofo_best_hard,11,8,0.04898697180641065,0.020526752136547727,1.0,0.9989456750219895,1.3549092719805644e-05,0.9944210800819628,0.0009547529552946799,2.664391740836436e-05
ref25_q1,lofo_best_hard,13,8,0.01358375812830559,0.04506807148868246,0.5,0.9995510443085881,8.486927036144287e-08,0.9946551887592154,0.0006154994189273566,2.4570964569647913e-05
ref25_q1,lofo_best_linear,1,8,0.012704240613399698,0.01442815094653491,0.875,0.9975347024710148,8.811051416715565e-06,0.9952180892058808,0.0014886243734508753,2.1399231400209828e-05
ref25_q1,lofo_best_linear,2,8,0.05880562801273381,0.040486856832890515,1.0,0.9994158647493757,1.0390708565746754e-05,0.9945710611258465,0.0007026271414360963,2.259454481645662e-05
ref25_q1,lofo_best_linear,4,8,0.3278218001315709,0.022252530666777806,1.0,0.995643803506643,0.00038681718570131307,0.968499752624852,0.0020606978214345872,0.00015756311404402368
