run_seed,model,folder,band,raw_energy,output_energy,corrected_energy,output_energy_ratio,corrected_energy_ratio,raw_fraction,output_fraction,corrected_fraction
20260720,CG_NC,2,dc,138156730220544.0,139720246034432.0,138156895109120.0,1.0113169717565849,1.0000011934892765,0.009672737938491504,0.01060775895991408,0.010490311932230942
20260720,CG_NC,2,very_low,111339841781760.0,112701358997504.0,112701356638208.0,1.01222848168235,1.0122284604923073,0.00779521279889068,0.008556446790149875,0.008557462046223737
20260720,CG_NC,2,low,353351114948608.0,357326476279808.0,357326484668416.0,1.0112504564525804,1.011250480192729,0.024739096891737474,0.02712873214836426,0.027131952284093982
20260720,CG_NC,2,mid,3007269813878784.0,2993998406877184.0,2993998507540480.0,0.9955868918244877,0.9955869252978047,0.21054734556579793,0.2273085993471071,0.2273355828091437
20260720,CG_NC,2,high,1.067298735521792e+16,9567767548133376.0,9567767850123264.0,0.8964470049199288,0.8964470332147143,0.7472456068050825,0.7263984627544647,0.7264846909283077
20260721,G,2,dc,138156730220544.0,138752515899392.0,138156505825280.0,1.0043123898336108,0.9999983757920179,0.009672737938491504,0.009825185308793356,0.009783394074955855
20260721,G,2,very_low,111339841781760.0,111727726034944.0,111727726297088.0,1.003483786638967,1.0034837889934163,0.00779521279889068,0.007911536632743903,0.007911870446735112
20260721,G,2,low,353351114948608.0,352466248925184.0,352466247876608.0,0.9974957882231312,0.9974957852556127,0.024739096891737474,0.024958439047665544,0.024959491994237686
20260721,G,2,mid,3007269813878784.0,2920911242002432.0,2920911317499904.0,0.9712833974930349,0.9712834225980227,0.21054734556579793,0.2068322439934756,0.2068409757933464
20260721,G,2,high,1.067298735521792e+16,1.0598269386227712e+16,1.059826952044544e+16,0.9929993387508625,0.9929993513263228,0.7472456068050825,0.7504725950173216,0.750504267690725
20260721,CG_NC,2,dc,138156730220544.0,138464911163392.0,138156602425344.0,1.0022306618168804,0.9999990749983747,0.009672737938491504,0.009780680545427451,0.009759115210823413
20260721,CG_NC,2,very_low,111339841781760.0,111561664626688.0,111561670656000.0,1.0019923042944754,1.0019923584468067,0.00779521279889068,0.007880328623777952,0.007880500663239516
20260721,CG_NC,2,low,353351114948608.0,353204339474432.0,353204345765888.0,0.9995846186187998,0.9995846364239113,0.024739096891737474,0.0249491281410757,0.02494967191419934
20260721,CG_NC,2,mid,3007269813878784.0,2969552610656256.0,2969552610656256.0,0.9874579916146997,0.9874579916146997,0.21054734556579793,0.20975888550851718,0.20976345352482118
20260721,CG_NC,2,high,1.067298735521792e+16,1.0584197731188736e+16,1.0584197731188736e+16,0.9916809023496336,0.9916809023496336,0.7472456068050825,0.7476309771812018,0.7476472586869165
20260719,G,5,dc,3536658549440512.0,3535453252747264.0,3536659630522368.0,0.9996591990217889,1.0000003056788889,0.006518441932093163,0.006666406894487349,0.006668666525947449
20260719,G,5,very_low,3.727565880347853e+16,3.72598684820439e+16,3.725986762221158e+16,0.9995763905470357,0.999576367480178,0.06870304667365489,0.07025674683815308,0.07025658613825266
20260719,G,5,low,4.587558815766938e+16,4.580260757005926e+16,4.580260689897062e+16,0.9984091629003363,0.9984091482718886,0.08455364105016452,0.08636482992761241,0.08636463311092817
20260719,G,5,mid,9.012727897705677e+16,8.904861270461645e+16,8.90486129730519e+16,0.9880317448314965,0.9880317478099006,0.16611426472098764,0.16790896194633562,0.16790858226516156
20260719,G,5,high,3.657467630274478e+17,3.546921109867725e+17,3.546921066918052e+17,0.9697751199513809,0.9697751082083725,0.6741106056230998,0.6688030543934116,0.6688015319597101
20260719,CG_NC,5,dc,3536658549440512.0,3532922223067136.0,3536651682840576.0,0.9989435433697813,0.9999980584498503,0.006518441932093163,0.006718215604975873,0.006725259909554932
20260719,CG_NC,5,very_low,3.727565880347853e+16,3.723076773819187e+16,3.723076359841382e+16,0.9987957002846461,0.9987955892261651,0.06870304667365489,0.07079814074899317,0.07079763128650078
20260719,CG_NC,5,low,4.587558815766938e+16,4.574738673932698e+16,4.574738579980288e+16,0.9972054545022554,0.9972054340224287,0.08455364105016452,0.08699336924892513,0.08699275113212375
20260719,CG_NC,5,mid,9.012727897705677e+16,8.86140720727982e+16,8.861407234123366e+16,0.9832103340804977,0.9832103370589018,0.16611426472098764,0.1685087879752672,0.16850759463545495
20260719,CG_NC,5,high,3.657467630274478e+17,3.5074696233458074e+17,3.5074696340832256e+17,0.9589885620074745,0.9589885649432266,0.6741106056230998,0.6669814864218386,0.6669767630363655
20260720,G,5,dc,3536658549440512.0,3526485641527296.0,3536658631753728.0,0.9971235821126059,1.0000000232742898,0.006518441932093163,0.006786967355683468,0.006806412709974008
20260720,G,5,very_low,3.727565880347853e+16,3.709816398256538e+16,3.709816270749696e+16,0.9952383183393505,0.9952382841328883,0.06870304667365489,0.07139800172174174,0.07139660127270493
