run_seed,folder,model,temporal_variance_reduction,row_energy_reduction,column_energy_reduction,radial_acf_r1_change,radial_acf_r1_relative_change,psd_low_fraction_change,psd_mid_fraction_change,psd_high_fraction_change,psd_energy_ratio,mean_shift_DN,p95_absolute_shift_DN,max_absolute_shift_DN,high_gradient_retention,low_region_temporal_variance_ratio,split_map_correlation_change,adjacent_difference_std_ratio,adjacent_temporal_correlation_change,proxy_mean_PSNR,proxy_mean_SSIM,proxy_median_PSNR,proxy_median_SSIM,removed_gradient_correlation,removed_structure_correlation,removed_structure_warning
20260720,5,G,0.0426411288513035,0.003951491576343,0.0029865943890732,0.0124935231296411,0.0841841060461327,0.0005553802220811,-0.0003390629642541,-0.0002134166364704,0.9572272499659776,-15.12232636770932,15.161418426292949,15.184657322708516,0.9943627119064332,0.9507576352732964,3.6496828418330902e-06,0.975406973699972,0.0001807939585375,47.610899935147046,0.9853524651564598,47.60157029195545,0.9853024160017448,0.4853678273909244,0.7903425497171568,True
20260720,5,CG_NC,0.0443827622124147,0.0008161489881284,-0.0009964386016172,0.0139830700430508,0.0942210006848968,0.0005743216659302,-8.368474978087681e-05,-0.0004786601473327,0.9554575763012192,-0.0622790864994749,0.1040766666876152,0.1169855729676783,0.9975912570953368,0.9342779913794316,3.0019714886142523e-06,0.9736253022485788,0.0002254337997883,47.64162166559932,0.985418592679422,47.625996571251,0.985365936721183,0.5690571287887679,-0.5560550707995839,True
20260720,9,G,0.0512356321456257,0.0076445879291258,0.0082652440671522,0.0099332177174656,0.4103005747641498,0.0001359037053181,1.673511123931326e-05,-0.0001481447343791,0.9487236059945756,-6.015317177932129,6.030155371979345,6.035548687215851,0.9912092685699464,0.945205343810313,1.7161263408893568e-05,0.9738746562058572,0.0015749460483425,56.63686328964189,0.9975568702414424,56.62296651733708,0.9975481801737424,0.1561877441508859,0.267595407713289,True
20260720,9,CG_NC,0.0708289637911371,0.0049376129801721,0.0063141550042686,0.0137077894185753,0.5662126852709694,0.0015394601973021,0.0006562222099811,-0.0021385545048523,0.9291023758456638,-3.5672465238814586,3.586578655219637,3.6072857906110585,0.9874259233474731,0.9266565903170342,2.70446832051352e-05,0.9636571035898464,0.0024981915250673,56.753849849440414,0.9976130933830752,56.73332829687924,0.997602139134423,0.2439892241416711,-0.0116490286432521,True
20260720,11,G,0.0533492480058191,0.0074996455541541,0.0103222715133971,0.0116319740918254,0.2913086828016603,0.0005265037359358,0.0001250999860144,-0.0006376592481465,0.9464645672437904,-5.140500461934139,5.149616388278082,5.1582771255634725,0.990305483341217,0.9428146735955036,7.06448277680849e-05,0.9728520986016898,0.0054049619470046,60.699915666072826,0.999018862427715,60.67755305785948,0.9990150230237488,0.0139328115910611,0.0904534985636175,False
20260720,11,CG_NC,0.0713043668168591,0.0048686820997748,0.0084450197988538,0.0151459677089927,0.3793123908489342,0.0019088764996881,0.0008166957422621,-0.0026579244515504,0.9284111273799758,-3.890676305762099,3.9172361195553096,3.927918633446098,0.983191967010498,0.9248222627549908,0.0001038519129846,0.9635258637620986,0.008042344842992,60.81758093854114,0.999041563181999,60.7890264766237,0.9990362831503146,-0.0391391136191401,-0.0263431832427075,False
20260721,2,G,0.0112941899344213,0.0070522519066582,0.0103640606182409,-0.0029772214140132,-0.0730286613074621,0.0049200227947551,0.0023140077638864,-0.007207313448161,0.9886276986669188,6.341750324270688,6.358695022761822,6.370157257886604,0.9978247880935668,0.988893391452877,0.0027897455741064,0.994303084465798,0.0252213225588703,62.97045163382722,0.9994403107925686,62.88551757543652,0.9994266942891348,-0.014185213603147,0.0141836750335502,False
20260721,2,CG_NC,0.0090082086791623,0.0016293755095805,0.0063673585053082,-0.0003250513974259,-0.0079732290982481,0.0022384899736205,0.0010815514087905,-0.0032937550134189,0.9909355440355556,8.014318397211609,8.021881160710473,8.025755227776244,0.9952929615974426,0.9912677515627532,0.0006302822103473,0.9954510870590974,0.0062175055514784,63.144835415488544,0.9994300612336195,63.04810723980507,0.999414504434172,-0.000374735207377,-0.0105302785223179,False
20260721,5,G,0.0059071311391066,0.0105837269759763,0.0137271698303772,-0.0044458233735479,-0.0299569354822881,-0.000570099612778,-0.0005800925878499,0.0011311632794946,0.9941814791872048,-32.00230875238776,32.506212455150674,32.667682027909905,0.9884986877441406,0.9946904894694212,1.6421484548834189e-06,0.9990013216650766,-0.0001046772211285,47.23187495355169,0.9846303746056396,47.22804769244388,0.9845737164532838,0.4624122338338411,0.9389840453549716,True
20260721,5,CG_NC,0.0128434185912559,0.0091076369777285,0.0106070939975706,-0.0028626105742151,-0.0192888995079987,0.0002768826476847,-0.000136539862306,-0.0001447846640814,0.9872039032929828,-18.89263940560282,19.31588034931337,19.442647338146344,0.9898951053619384,0.9829986493709196,1.0757769216551694e-06,0.9942505862667202,-3.315762877675876e-05,47.37436753544187,0.9847796848492424,47.36591303090739,0.9847210014490124,0.3920000103693523,0.904716541085297,True
20260721,9,G,0.0064830630613673,0.0035988467486107,0.0041936962856979,-0.0007340631899003,-0.0303211464095603,0.002290562115523,0.0010136901562051,-0.0032946512121658,0.993509229048201,6.084105577081209,6.097108253091574,6.107175893848762,0.9978514313697816,0.9905592826344364,1.796105560836203e-06,0.9967258326363196,0.0001968494953777,56.39872387048401,0.9974387527496492,56.3614400948953,0.9974168580710976,-0.0702325962019024,0.0310961729350217,False
20260721,9,CG_NC,0.0168716377504319,0.0036796971821556,0.006868384160356,-0.0003926968850237,-0.0162207013091053,0.0041022061675014,0.0015016099676569,-0.0055646201932614,0.9831120699581606,8.181094608156709,8.189447786333039,8.192604183219373,0.9927158951759338,0.9872200047636162,7.276151937296582e-06,0.9914675437197096,0.0006166332388187,56.4809215195845,0.9974595905221164,56.43816627500711,0.9974347178730087,0.0182568209622853,-0.0384758248961457,False
20260721,11,G,0.0091014129091734,0.00538914286113,0.0083965967208506,-0.0013228775929085,-0.0331298648067702,0.0031298352964522,0.0015889901301594,-0.0047178233760304,0.9908556599962012,6.199687441672431,6.215378272801172,6.227459234651178,0.9962379336357116,0.9900142826713816,1.2298063388760385e-05,0.9954156799513878,0.0008988754482065,60.37319899175872,0.998968691800715,60.3147082409587,0.9989527881127086,-0.0477476843696569,0.0419764132226054,False
20260721,11,CG_NC,0.0149604635241947,0.002772516645726,0.0087745404435835,-0.0005396937529051,-0.0135159754512848,0.003394532785622,0.0018289830055238,-0.0051889397082773,0.9849785193212008,8.101314541304019,8.110184918425512,8.113761385669932,0.99163556098938,0.987942583186074,2.6000002962156543e-05,0.992463597406356,0.0019811334911898,60.4953802769845,0.998966718030676,60.426676745214905,0.9989481524688988,0.0094616879941926,-0.0468389011390541,False
