run_seed,model,mean_temporal_variance_reduction,mean_row_energy_reduction,mean_column_energy_reduction,mean_absolute_brightness_shift_DN,mean_high_gradient_retention,mean_absolute_removed_structure_correlation
20260719,CG_NC,0.04126001086853,0.006779856345937399,0.013233525377519876,3.68504647715672,0.9885760098695755,0.1346764670643917
20260719,G,0.0318192952582965,0.004676278171280674,0.011706095042115975,0.9817265800249879,0.9904195368289948,0.11706957443830583
20260720,CG_NC,0.06654224929546113,0.00392485263159895,0.006144178442142375,2.8903060276271666,0.9874567240476608,0.15059014168321697
20260720,G,0.052226703333874025,0.0068748051571732,0.00889944508923105,7.796047694224139,0.9911118596792221,0.29284248718503214
20260721,CG_NC,0.0134209321362612,0.0042973065787976494,0.008154344276704575,10.797341738068791,0.9923848807811737,0.2501403864107037
20260721,G,0.00819644926101715,0.0066559921230938,0.00917038086379165,12.656963023853024,0.9951032102108002,0.25656007663653724
