run_seed,model,best_epoch,best_validation_psnr,final_validation_psnr,best_to_final_psnr_drop,first_train_l1,final_train_l1,train_loss_decreased
20260719,CG_NC,2,57.34281435583392,51.983438084268165,5.359376271565758,0.0026322893080456,0.0009255136925882,True
20260719,G,2,57.340072403606186,52.83502839569353,4.505044007912659,0.0025212073108802,0.0008471265248954,True
20260720,CG_NC,22,57.39310409676315,54.44666864118005,2.9464354555831065,0.0126207924991225,0.0010997489653527,True
20260720,G,17,57.27963664389064,50.13969939794296,7.139937245947678,0.0126788139917577,0.0010332978947553,True
20260721,CG_NC,15,57.17607928545047,56.425701989067925,0.7503772963825455,0.0082333755974347,0.0011582273613506,True
20260721,G,6,57.11708672026284,50.448845692169975,6.668241028092865,0.0080660153653783,0.000991968101589,True
