folder,lag,brightness_bin,brightness_low,brightness_high,pixel_count,residual_correlation_mean,residual_correlation_max_abs
8,32,6,3325.199951171875,4570.809814453125,32770,0.018984322221368498,0.08871621844409285
8,32,7,4570.809814453125,5846.56005859375,32768,0.000531882342092674,0.054139851031119096
8,100,0,1002.6400146484375,1108.800048828125,32765,0.0026337845185049023,0.027133295318831033
8,100,1,1108.800048828125,1150.8800048828125,32727,0.00016365659344998968,0.07379135040539644
8,100,2,1150.8800048828125,1207.280029296875,32790,-0.0039510744382458335,0.0512734439169034
8,100,3,1207.280029296875,1306.6799926757812,32790,-0.009446052272209751,0.04956687826101472
8,100,4,1306.6799926757812,2109.840087890625,32765,-0.03792980681531562,0.10966941185923385
8,100,5,2109.840087890625,3325.199951171875,32769,-0.039892631155028946,0.11837920003012802
8,100,6,3325.199951171875,4570.809814453125,32770,-0.02043178540023974,0.0690716820743504
8,100,7,4570.809814453125,5846.56005859375,32768,-0.01714763522050926,0.059011944898646675
9,1,0,935.8400268554688,994.0800170898438,32716,-0.012317622536173101,0.06795031396736174
9,1,1,994.0800170898438,1009.52001953125,32761,0.0021419224924546583,0.04953881097488833
9,1,2,1009.52001953125,1029.280029296875,32801,-0.013849067005681627,0.06300044387877055
9,1,3,1029.280029296875,1065.9200439453125,32791,-0.0039640044671390776,0.04057652466040327
9,1,4,1065.9200439453125,1347.0400390625,32769,0.01138917451682994,0.0844251692398442
9,1,5,1347.0400390625,1782.6400146484375,32768,0.020537115492590217,0.07476071019899423
9,1,6,1782.6400146484375,2241.530029296875,32770,0.004113663345139403,0.05965890881220927
9,1,7,2241.530029296875,2985.43994140625,32768,-0.0028399877062923224,0.04119488287305049
9,8,0,935.8400268554688,994.0800170898438,32716,-0.015726951133652082,0.06135841156144999
9,8,1,994.0800170898438,1009.52001953125,32761,-0.000644616832150525,0.058827840811695425
9,8,2,1009.52001953125,1029.280029296875,32801,-0.007198655686308643,0.05154453422217975
9,8,3,1029.280029296875,1065.9200439453125,32791,-0.004786555161617239,0.046098919869139714
9,8,4,1065.9200439453125,1347.0400390625,32769,0.026874403261098117,0.07838610856586686
9,8,5,1347.0400390625,1782.6400146484375,32768,0.01220612632664078,0.0626872154518431
9,8,6,1782.6400146484375,2241.530029296875,32770,-0.0008775397746466485,0.06526356947124559
9,8,7,2241.530029296875,2985.43994140625,32768,-0.008790234869831349,0.042113219175484655
9,32,0,935.8400268554688,994.0800170898438,32716,-0.004015852725243537,0.04261619691367997
9,32,1,994.0800170898438,1009.52001953125,32761,0.0028978121936302915,0.047792380179149205
9,32,2,1009.52001953125,1029.280029296875,32801,-0.012408912113026464,0.056311202858063646
