folder,frame_index,frame_mean,frame_std
1,123,1152.591064453125,249.2804572082161
1,124,1154.8496704101562,250.06451410484252
1,125,1155.1106567382812,250.17869509356524
1,126,1152.0824584960938,248.60149468885726
1,127,1152.4888305664062,249.7252089597481
1,128,1155.8264770507812,249.25657758987495
1,129,1152.2734375,249.9531976454464
1,130,1156.13427734375,249.41376096177
1,131,1153.5525512695312,248.93200536590905
1,132,1151.5480346679688,248.88664554150176
1,133,1152.3206176757812,250.12222351581133
1,134,1156.28466796875,248.9742256899247
1,135,1156.2991943359375,250.0714728581348
1,136,1155.37548828125,250.16881531675395
1,137,1155.34619140625,250.46256869155667
1,138,1159.5891723632812,250.05776123733474
1,139,1151.979736328125,249.41268429930264
1,140,1160.9266967773438,250.20312572729355
1,141,1160.5247802734375,250.41287390660372
1,142,1155.4426879882812,250.35418357869085
1,143,1157.541748046875,249.9905778796172
1,144,1160.3671264648438,249.82732314547545
1,145,1154.9693603515625,250.3242648777832
1,146,1153.7407836914062,250.79974414725234
1,147,1159.303955078125,249.3351979005205
1,148,1155.5299682617188,249.59626240567738
1,149,1161.8180541992188,249.53682357430478
1,150,1155.7081298828125,250.17829534208636
1,151,1157.2706298828125,249.99579244836983
1,152,1157.9736328125,249.11103920068743
1,153,1161.9150390625,249.387872882813
1,154,1165.0645141601562,250.4888211566468
1,155,1160.7059936523438,250.3670540011462
1,156,1160.3064575195312,249.33247567763556
1,157,1160.78955078125,251.06058556688828
1,158,1155.8947143554688,249.42234855341613
1,159,1157.29296875,249.67832451338566
1,160,1163.5715942382812,249.89196017773776
1,161,1158.5533447265625,249.5028943677705
1,162,1159.8729858398438,249.83987348505465
1,163,1157.160400390625,249.61950175904414
1,164,1159.1166381835938,248.95577023093142
1,165,1157.4131469726562,249.47238775847504
1,166,1161.4325561523438,249.86356536817325
1,167,1154.37060546875,249.47811416727828
1,168,1157.5733032226562,249.99058929587895
1,169,1161.2969360351562,249.34746007839286
1,170,1161.0452880859375,250.10843966481298
1,171,1164.6397094726562,249.9243058265529
1,172,1157.914306640625,249.8825377966829
1,173,1161.6982421875,249.35449233665832
1,174,1160.4525756835938,249.61897968504042
1,175,1165.2224731445312,250.30743049024665
1,176,1160.2195434570312,249.89044209547205
1,177,1158.8992919921875,250.19703049173373
1,178,1159.4732055664062,249.27630375273284
1,179,1164.1017456054688,249.31970310198713
1,180,1162.6117553710938,249.9213060197781
1,181,1159.4373779296875,249.49753775745162
1,182,1157.7813720703125,250.06094092137744
1,183,1157.666259765625,249.13912118210874
1,184,1156.4061889648438,249.5177390494884
1,185,1157.1260375976562,249.26984411247966
1,186,1161.6310424804688,249.12650889618692
1,187,1163.3084716796875,249.3945663366981
1,188,1158.7561645507812,249.46247632083922
1,189,1156.5628662109375,249.34811998377106
1,190,1161.8108520507812,249.1752530897685
1,191,1158.5289916992188,249.36420363888246
1,192,1159.6676025390625,249.48722189107795
1,193,1159.2715454101562,249.08046245297027
1,194,1160.7664184570312,249.72645289320818
1,195,1159.8630981445312,250.94023739180804
1,196,1160.7811889648438,249.6207144287633
1,197,1163.2291259765625,249.75755918575817
1,198,1159.7478637695312,249.1137629599603
1,199,1157.6406860351562,249.7032223713088
1,200,1162.7372436523438,250.87819519701728
2,1,967.491455078125,56.6782756348271
2,2,970.6220092773438,56.28858111752794
2,3,964.1849365234375,56.959723791638936
2,4,967.8213500976562,56.20989297790374
2,5,965.666015625,56.4593826740716
2,6,972.6070556640625,56.3896499034462
2,7,967.843017578125,56.798151765873705
2,8,964.0133666992188,56.28434122760168
2,9,963.6080932617188,56.33095063064567
2,10,964.764404296875,56.40966629661905
2,11,963.8558959960938,56.88535478930239
2,12,968.8090209960938,56.61509792584377
2,13,967.34033203125,56.60961775657918
2,14,966.8687744140625,56.602416997189444
2,15,962.986083984375,56.511642378480374
2,16,965.3079223632812,56.46013512756482
2,17,966.545166015625,56.64847282763153
2,18,968.7258911132812,56.87065948462932
2,19,968.3925170898438,56.33561394965161
2,20,966.029541015625,56.53692538523735
2,21,959.8396606445312,56.53439110159928
2,22,963.5003662109375,56.624528961743486
2,23,965.3853759765625,56.7798282620339
2,24,971.696533203125,56.5510321393712
2,25,968.500244140625,56.8129619578558
2,26,965.8934936523438,56.74540639234407
2,27,965.7939453125,56.55684124370596
2,28,964.091552734375,56.787530755851925
2,29,961.9595947265625,56.712920053614134
2,30,962.5170288085938,56.83944214332341
2,31,963.9554443359375,56.548901742034744
2,32,966.4065551757812,56.84662750411998
2,33,966.2779541015625,56.495103038216286
2,34,967.0903930664062,56.882166083504224
2,35,965.8131713867188,56.510395608827004
2,36,964.8505249023438,56.83503700719516
2,37,963.3421630859375,56.57903646919057
2,38,965.1613159179688,56.795638979215845
2,39,967.7114868164062,56.745291331245205
2,40,959.6810913085938,56.821273184512904
2,41,967.0758666992188,56.486425715762785
2,42,969.5506591796875,56.46071424436155
2,43,966.1778564453125,56.81269000840491
2,44,967.137939453125,56.89045991850058
2,45,967.9304809570312,56.408760774392704
2,46,968.3521118164062,56.506403827519826
2,47,960.4932250976562,56.837091508895334
2,48,961.23828125,56.32475812904924
2,49,965.786865234375,56.69329218046154
2,50,965.4894409179688,56.80821820472484
2,51,968.3157958984375,56.77926248156566
2,52,966.387451171875,56.3480853048878
2,53,961.1024780273438,56.46075423479325
2,54,965.8140258789062,56.73919942611905
2,55,965.2456665039062,56.69688434003491
2,56,969.6900634765625,56.58538154148286
2,57,963.40771484375,56.73890636211352
2,58,966.2581176757812,57.08920023497066
2,59,965.524658203125,56.49469025261262
2,60,961.7291259765625,56.83496501588768
2,61,966.7376098632812,56.578866106459884
2,62,967.5074462890625,56.40718981403737
2,63,968.2509765625,56.50488691378893
2,64,968.302978515625,56.73297859507352
2,65,962.0247802734375,56.65436144812064
2,66,967.9833984375,56.745901884084304
2,67,966.4260864257812,56.79884447381733
2,68,968.0027465820312,56.88718956150222
2,69,966.8866577148438,56.970290367709055
2,70,966.775634765625,56.5890903666321
2,71,968.7846069335938,56.79592388618004
2,72,963.6065063476562,56.32292102045858
2,73,968.4749145507812,56.79968436241047
2,74,965.4970092773438,56.61222502090248
2,75,971.8760375976562,56.55117086578805
2,76,967.2351684570312,56.79878988773335
2,77,966.3992919921875,56.72261728798068
2,78,966.5874633789062,56.799029395704196
2,79,965.713134765625,56.47289806756695
2,80,966.8893432617188,56.72871672252696
2,81,967.5224609375,56.416995889481626
2,82,970.0106201171875,56.770288090420685
2,83,968.2156372070312,56.36495531884101
2,84,966.2889404296875,56.781723045552624
2,85,967.9383544921875,56.518906790837406
2,86,968.4569702148438,56.60078268096428
2,87,964.7835693359375,56.57802172693279
2,88,970.5579223632812,56.75462882055019
2,89,964.63037109375,56.63330422912974
2,90,964.4443969726562,56.843400146692
2,91,964.9942016601562,56.99791269283633
2,92,961.820068359375,56.729534508421644
2,93,964.0719604492188,56.67887025525913
2,94,960.7208251953125,56.855645237854816
2,95,965.2017822265625,57.149458460185066
2,96,971.0836791992188,56.82852414915687
2,97,965.605224609375,56.59629008007907
2,98,968.2032470703125,56.83946090198612
2,99,963.6199340820312,56.731692592670356
2,100,968.438720703125,56.98707111393469
2,101,968.0078735351562,56.62922459854491
2,102,968.5310668945312,56.52745115055634
2,103,966.9403686523438,56.668876435015584
2,104,966.4396362304688,57.02974168608634
2,105,963.0999145507812,56.252490417894876
2,106,960.5487060546875,56.41974125176
2,107,962.4267578125,56.80030729687534
2,108,967.851806640625,56.58493608596936
2,109,967.2960205078125,56.533284225972395
2,110,966.6333618164062,56.40493830951456
2,111,965.5720825195312,56.90344190893055
2,112,965.50634765625,56.71841820443788
2,113,964.4761962890625,56.5767488508467
2,114,965.4147338867188,56.72858895983153
2,115,964.8472900390625,56.4449561621958
2,116,962.1744995117188,56.6888184548861
2,117,968.5310668945312,56.95244726263774
2,118,964.853515625,56.94989940577491
2,119,960.7084350585938,56.766595476171155
2,120,964.1273803710938,56.77326826143454
2,121,965.1548461914062,56.99675174236199
2,122,963.771484375,57.14566884820871
2,123,968.2454223632812,56.77680673909551
2,124,968.812744140625,56.58673163350115
2,125,967.9298095703125,56.50052678009808
2,126,967.073486328125,57.00939624233736
2,127,961.2000122070312,56.65584847141093
2,128,967.6897583007812,56.842980685508266
2,129,967.9815063476562,57.33600637239066
2,130,969.448486328125,56.85978103947671
2,131,964.6978149414062,56.675162897549754
2,132,964.0499877929688,57.058794215390705
2,133,966.2893676757812,56.81766948033277
2,134,968.3316650390625,56.44557457344963
2,135,967.3941040039062,56.998253120529206
2,136,970.8311767578125,56.632002056399365
2,137,967.57373046875,56.597640442528416
2,138,969.645263671875,56.72616292836145
2,139,966.43115234375,56.852413494560444
2,140,959.1436157226562,56.54975689078618
2,141,959.3572387695312,57.188746080965146
2,142,961.3629150390625,56.61513332997898
2,143,961.130859375,56.965128320525835
2,144,963.3302612304688,56.8325578658425
2,145,960.189453125,57.08263306942338
2,146,958.6802368164062,56.621580182177276
2,147,962.4248046875,56.84947237862
2,148,960.1063842773438,56.79961875046376
2,149,963.9525146484375,56.98328197663668
2,150,965.0098266601562,56.957668938411516
2,151,958.0451049804688,56.71006017035348
2,152,963.2696533203125,56.818488339315834
2,153,961.2051391601562,56.80885390317391
2,154,964.1784057617188,57.12076799403117
2,155,957.3082885742188,56.511024592886464
2,156,962.91943359375,56.95437758628992
2,157,962.8392333984375,57.004859337465234
2,158,960.52685546875,57.049284489948235
2,159,958.427978515625,56.864434444586394
2,160,958.072021484375,56.98291349249605
2,161,956.3737182617188,56.5762714821073
2,162,961.4572143554688,57.22956583803267
2,163,957.9111938476562,57.14606742086835
2,164,959.427490234375,56.78831276718181
2,165,962.3330688476562,56.727514411567476
2,166,959.1688842773438,56.63317122140569
2,167,960.8963012695312,56.64109149369155
2,168,962.3201293945312,56.68233858447561
2,169,958.3037109375,56.918849390306924
2,170,963.1748046875,56.92627076048657
2,171,966.372802734375,56.80458108448422
2,172,965.6349487304688,56.69447904661872
2,173,962.9229125976562,57.023814069290054
2,174,964.3050537109375,57.20824170341143
2,175,963.384521484375,56.66739319769177
2,176,961.0430297851562,57.1243245566613
2,177,962.9246826171875,57.30185749357277
2,178,959.8738403320312,57.304940049272176
2,179,962.5509033203125,56.67723792229486
2,180,966.3734130859375,56.84295728703777
2,181,958.191650390625,56.714414336791606
2,182,961.2952270507812,57.05857328504126
2,183,964.2410278320312,57.07621524760061
2,184,967.3596801757812,57.37122255994474
2,185,965.16943359375,56.9389373040963
2,186,964.156005859375,56.63006218804497
2,187,964.6177978515625,57.083855581084435
2,188,963.8731079101562,56.758827197219155
2,189,964.3438720703125,57.14511675713646
2,190,962.6907958984375,57.03363734944451
2,191,965.546142578125,56.6999199955618
2,192,960.1705932617188,56.95462489014001
2,193,967.7827758789062,56.94981069925707
2,194,965.2844848632812,57.00047115522162
2,195,963.7570190429688,56.810136805400056
2,196,964.3818359375,57.03604176914658
2,197,963.59033203125,56.741534200313794
2,198,965.7073364257812,57.17362829015184
2,199,968.1686401367188,56.903777729420455
2,200,964.300537109375,56.92989718127803
4,1,1786.66357421875,933.221107691597
4,2,1784.3165283203125,932.9051730584398
4,3,1788.864501953125,933.1474988390089
4,4,1784.4487915039062,933.3603404627207
4,5,1783.8465576171875,931.6717542704808
4,6,1786.6400146484375,932.3857886295142
4,7,1787.4808349609375,933.4099201853785
4,8,1785.2656860351562,931.98611405367
4,9,1785.7955322265625,932.5289375796326
4,10,1790.8428344726562,933.0595955347679
4,11,1788.7445678710938,933.1825013750481
4,12,1790.741943359375,933.7070654602352
4,13,1787.08349609375,932.1402025909058
4,14,1787.4541015625,932.1676554849969
4,15,1790.0712280273438,931.3460277433759
4,16,1793.4027099609375,934.1289742898946
4,17,1794.2569580078125,932.9591728741007
4,18,1787.6103515625,932.1656155924467
4,19,1786.2493896484375,931.3820055413404
4,20,1789.94970703125,931.897421453264
4,21,1786.046875,931.7850317852206
4,22,1788.852783203125,931.8092738113355
4,23,1784.9666748046875,931.8231222527278
4,24,1783.4757690429688,932.1495291599699
4,25,1784.9403686523438,932.2210177114908
4,26,1785.701904296875,931.4275113987745
4,27,1786.3526000976562,929.8651460734269
4,28,1789.3736572265625,931.5558446903553
4,29,1785.1967163085938,930.1358611589098
4,30,1791.2478637695312,930.8411957751055
4,31,1788.4814453125,930.5938169764433
4,32,1789.7080078125,930.9682725561529
4,33,1789.9086303710938,930.8706988669333
4,34,1786.6427001953125,931.8592326188156
4,35,1790.8735961914062,929.0646988304406
4,36,1791.9931640625,930.332075894218
4,37,1788.276611328125,931.1193488729294
4,38,1791.3679809570312,929.641242528397
4,39,1788.3707885742188,929.5070096415973
4,40,1786.1446533203125,929.5887059236927
4,41,1788.5968627929688,930.4352117722049
4,42,1787.113037109375,930.0424933672148
4,43,1786.2814331054688,930.0206651688501
4,44,1788.33154296875,932.0387208633742
4,45,1783.3671875,930.0134207792863
4,46,1781.3606567382812,929.5277019599238
4,47,1785.0625,930.5380090722383
4,48,1785.5559692382812,931.191093383753
4,49,1787.1104125976562,930.3871018655876
4,50,1784.4473266601562,930.1240209940335
4,51,1781.3901977539062,930.3382929466363
4,52,1782.965087890625,930.1905567816069
4,53,1776.5183715820312,928.4776149623724
4,54,1778.5166625976562,928.2025827228839
4,55,1782.73779296875,929.6690106341129
4,56,1778.3525390625,928.4392359108427
4,57,1782.7418823242188,927.6645254764321
4,58,1782.5020141601562,928.8810105819117
4,59,1780.3169555664062,927.7033436273958
4,60,1783.1732177734375,928.9318662497669
4,61,1776.963134765625,927.3840056070615
4,62,1773.6953735351562,926.8734207597713
4,63,1776.6145629882812,926.3506377977353
4,64,1774.5035400390625,927.2576180841468
4,65,1780.113525390625,926.8359370997035
4,66,1776.25537109375,926.6874490058552
4,67,1780.3486938476562,929.660331532911
4,68,1783.2406616210938,927.5647791388892
4,69,1779.2901611328125,928.5975685790751
4,70,1785.3975830078125,927.7119208514362
4,71,1774.561767578125,927.6345367822668
4,72,1780.2520751953125,928.6067720214156
4,73,1777.2567138671875,928.1839631766868
4,74,1774.5919189453125,927.5954337921885
4,75,1783.5779418945312,928.0898970591187
4,76,1781.870361328125,926.3140201129837
4,77,1781.5718383789062,927.7906702803531
4,78,1779.1843872070312,925.9746223734634
4,79,1780.9338989257812,926.2814115165421
4,80,1787.8783569335938,928.4617693667417
4,81,1784.1654663085938,924.9942788905647
4,82,1784.4010620117188,927.2726069429436
4,83,1787.2774658203125,926.3374792187223
4,84,1780.8829956054688,926.4970513912764
4,85,1783.0067749023438,927.7345905673429
4,86,1785.5211791992188,925.6282613454193
4,87,1781.2783813476562,926.4741563169267
4,88,1783.4022827148438,927.1350992942841
4,89,1779.5565185546875,927.5940777359298
4,90,1780.2813110351562,928.8540599640817
4,91,1778.2127075195312,926.5856591855097
4,92,1781.0897827148438,926.0885230421297
4,93,1776.7225341796875,927.7877877598056
4,94,1778.0198974609375,926.9748629691893
4,95,1782.431884765625,925.6443300643269
4,96,1783.972900390625,927.1287452145529
4,97,1781.6881103515625,926.5673634412009
4,98,1780.4122314453125,924.8781776762808
4,99,1779.5841064453125,925.6754659401364
4,100,1779.0872802734375,925.628710507695
4,101,1783.9340209960938,926.0967281788907
4,102,1786.0054931640625,925.8278651075851
4,103,1781.9281005859375,924.9864917755248
4,104,1780.9776000976562,925.7093774111588
4,105,1779.478759765625,923.8730285271175
4,106,1781.3360595703125,926.2511824719912
4,107,1778.0724487304688,925.732023941903
4,108,1777.6844482421875,923.4576883037167
4,109,1773.0752563476562,924.4806922628269
4,110,1775.9815673828125,924.4374205873071
4,111,1775.6561279296875,924.9669487940497
4,112,1779.931396484375,925.2731528597016
4,113,1778.4284057617188,926.2264780212472
4,114,1776.7892456054688,926.0257947806782
4,115,1776.197509765625,926.336956135505
4,116,1777.8569946289062,924.8211470927829
4,117,1778.5253295898438,926.3262339239751
4,118,1776.8709716796875,924.2257671976491
4,119,1777.8119506835938,926.08304049335
4,120,1778.9179077148438,925.3280248582149
4,121,1777.2832641601562,923.8833022426495
4,122,1782.85693359375,927.0476249189903
4,123,1779.9711303710938,926.189883258362
4,124,1779.0220947265625,926.3790668712315
4,125,1781.21240234375,927.651827407814
4,126,1778.9473876953125,925.9459259738921
4,127,1781.6483764648438,924.8188067591938
4,128,1782.3170166015625,926.4097732415745
4,129,1782.0325317382812,925.8745771346485
4,130,1785.2821655273438,926.0944541907215
4,131,1788.4505615234375,926.8254322984728
4,132,1788.2245483398438,925.9013455162619
4,133,1784.9710693359375,924.5349783350383
4,134,1780.5845336914062,925.0723116900213
4,135,1781.0288696289062,924.4760163499067
4,136,1779.5311889648438,925.9331739486155
4,137,1782.7938842773438,923.277929514517
4,138,1783.6578369140625,925.3411037639296
4,139,1784.3973388671875,923.3263090485398
4,140,1787.2589721679688,923.6998475680741
4,141,1784.3890991210938,923.0176959090486
4,142,1784.86474609375,922.8207491309963
4,143,1784.6647338867188,924.2252760356832
4,144,1783.6223754882812,924.1140848265046
4,145,1779.4426879882812,923.0742160037718
4,146,1781.6110229492188,923.9382513988832
4,147,1781.0413818359375,923.4322020239543
4,148,1781.13134765625,923.1971701507515
4,149,1785.784423828125,922.737217240966
4,150,1788.3718872070312,924.0587968520991
4,151,1785.872314453125,923.6072624757579
4,152,1782.8665161132812,922.5475504235018
4,153,1785.4444580078125,923.1998665615093
4,154,1783.3219604492188,925.0024003498545
4,155,1780.5918579101562,924.2066032576241
4,156,1784.1026611328125,924.0141966195334
4,157,1779.2293090820312,924.1002255363269
4,158,1777.9915161132812,924.9173557233414
4,159,1781.29638671875,924.030562014983
4,160,1778.1609497070312,923.5112307829836
4,161,1779.8492431640625,924.5879010903662
4,162,1777.4493408203125,923.0430878292257
4,163,1778.7239990234375,923.2823133906255
4,164,1777.7185668945312,923.4626194999809
4,165,1776.37060546875,923.3210551345136
4,166,1775.9428100585938,922.2553313174031
4,167,1777.7980346679688,923.3789218312655
4,168,1779.0394897460938,923.380946226229
4,169,1781.4553833007812,922.4443038340331
4,170,1778.5545654296875,923.413572858454
4,171,1780.3534545898438,923.4042620771233
4,172,1777.769775390625,924.3432089300309
4,173,1778.187744140625,924.2128264318777
4,174,1784.4900512695312,925.057121381433
4,175,1775.872314453125,923.4440668681028
4,176,1780.7884521484375,923.7731604544604
4,177,1783.0167846679688,923.2144898262326
4,178,1782.0092163085938,924.3272625768398
4,179,1784.6412963867188,922.6141342360138
4,180,1784.2706298828125,923.1684913807536
4,181,1779.1463623046875,923.1442453213217
4,182,1777.0263671875,923.6433036783038
4,183,1781.047119140625,922.6867756521605
4,184,1777.5037231445312,923.0489884647332
4,185,1781.2870483398438,921.95236500092
4,186,1778.0216064453125,923.6537453138922
4,187,1780.6937866210938,923.7797412583495
4,188,1782.1365966796875,923.9333664386685
4,189,1782.8868408203125,924.1539728660699
4,190,1776.2396240234375,923.0402313833359
4,191,1775.1975708007812,922.2094380936159
4,192,1775.3905639648438,923.2674191265127
4,193,1774.6514282226562,923.4507701598656
4,194,1775.3969116210938,923.6836297173642
4,195,1776.3966064453125,922.8146709508239
4,196,1777.0071411132812,921.7244126599558
4,197,1778.0899047851562,924.3223280258092
4,198,1776.5000610351562,922.90839269461
4,199,1772.9793701171875,921.5401334678735
4,200,1770.688720703125,921.437782591549
5,1,4727.2462158203125,4044.10080952375
5,2,4730.859313964844,4049.3201095633663
5,3,4722.1529541015625,4042.917040073123
5,4,4729.519714355469,4048.321600647006
5,5,4726.623107910156,4046.0648859353973
5,6,4721.3125,4046.0936176144023
5,7,4716.54736328125,4038.2307491283777
5,8,4720.548828125,4038.413147458905
5,9,4720.649658203125,4041.449713763827
5,10,4717.251037597656,4038.2493839237313
5,11,4719.946228027344,4041.5026582159244
5,12,4723.441467285156,4044.743127304036
5,13,4718.830505371094,4038.8839571826024
5,14,4717.196350097656,4038.753434004115
5,15,4710.328369140625,4038.4372964609893
5,16,4716.837158203125,4037.2944544653624
5,17,4714.9857177734375,4035.926587231316
5,18,4719.564270019531,4039.897238040645
5,19,4718.331237792969,4039.4118172687586
5,20,4716.5955810546875,4045.6455417380253
5,21,4720.807189941406,4042.625320776906
5,22,4716.554016113281,4033.2109086425794
5,23,4716.555114746094,4036.7477959996177
5,24,4709.1307373046875,4028.516389750428
5,25,4713.367431640625,4030.436416357735
5,26,4706.3895263671875,4029.742869327782
5,27,4707.1025390625,4032.3323928707955
5,28,4705.416015625,4031.7382815693313
5,29,4710.0361328125,4030.9002322419456
5,30,4702.177307128906,4025.278011926444
5,31,4710.29541015625,4033.667750342697
5,32,4715.31103515625,4037.082947686277
5,33,4705.248107910156,4020.1858668649515
5,34,4706.878234863281,4033.5007958181495
5,35,4703.0321044921875,4021.262619546972
5,36,4713.468200683594,4028.881867006403
5,37,4712.582946777344,4030.6969233020736
5,38,4701.5107421875,4024.380589334748
5,39,4712.867736816406,4030.8911537185627
5,40,4712.175354003906,4027.943352492882
5,41,4711.561706542969,4030.608205608377
5,42,4708.884948730469,4028.6833766853124
5,43,4702.2225341796875,4022.2328144043945
5,44,4700.058837890625,4023.5275611831717
5,45,4707.920837402344,4023.7882765880586
5,46,4700.818603515625,4020.0965176882146
5,47,4706.35302734375,4022.4605202649836
5,48,4708.738952636719,4022.4168870987232
5,49,4708.914978027344,4024.8961154857056
5,50,4708.033386230469,4024.9805844784287
5,51,4712.104675292969,4028.4061253699415
5,52,4703.74560546875,4019.179015267645
5,53,4702.8240966796875,4022.672549863243
5,54,4702.387390136719,4019.478508531191
5,55,4702.130676269531,4019.264696186554
5,56,4695.924133300781,4014.2991079674957
5,57,4696.401428222656,4013.755050383665
5,58,4701.8575439453125,4019.9671489493594
5,59,4701.6480712890625,4019.196600339591
5,60,4698.80224609375,4019.929958354135
5,61,4693.4947509765625,4016.2650461583016
5,62,4695.68798828125,4017.8125401425605
5,63,4691.424743652344,4014.5100108950064
5,64,4696.837463378906,4015.498380521101
5,65,4699.849914550781,4018.033274981815
5,66,4704.076416015625,4021.7704939827145
5,67,4706.314453125,4026.3328752853517
5,68,4702.5601806640625,4020.2290101569797
5,69,4699.215515136719,4017.2902352569126
5,70,4698.45556640625,4015.2611490653535
5,71,4696.152404785156,4014.8699584685683
5,72,4692.5517578125,4012.2401914350094
5,73,4694.2303466796875,4012.698608933845
5,74,4693.792541503906,4014.0534296046353
5,75,4697.613830566406,4017.898253081255
5,76,4694.504821777344,4010.5636425867815
5,77,4690.381042480469,4013.7279772018223
5,78,4695.9354248046875,4018.940036784268
5,79,4694.6690673828125,4016.5052267401393
5,80,4691.098571777344,4008.773228103674
5,81,4688.161682128906,4009.539250122506
5,82,4689.695861816406,4007.711515787939
5,83,4688.6099853515625,4008.2315284099714
5,84,4685.800598144531,4007.7236488122094
5,85,4688.012939453125,4008.056459659338
