variant,seed,reference,pair_key,folder,psnr,psnr_gain,ssim,ssim_gain,gradient_ratio_to_noisy,residual_mean,residual_std,brightness_bias_to_reference,prediction_mean_minus_noisy_mean,removed_residual_std,noisy_psnr,noisy_ssim
P-L,20260718,reference_b_even,folder_9_frame_161,9,56.84241859010466,0.5827946808241222,0.9976661392698719,0.00033178293956781513,0.6627448693045159,-0.0001680562418187037,0.0014285467332229018,-0.0001680562418187037,-0.0001897930196719244,0.0007581939571537077,56.259623909280535,0.9973343563303041
P-L,20260718,reference_a_odd,folder_9_frame_171,9,56.80628185059092,0.5556264280851053,0.9976578398804051,0.0003206533835831138,0.6623806872143405,-0.00017601632862351835,0.001433629891835153,-0.0001760162995196879,-0.00019507005345076323,0.0007527125417254865,56.250655422505815,0.997337186496822
P-L,20260718,reference_b_even,folder_9_frame_171,9,56.81876411774966,0.5626978008330212,0.9976616178177173,0.000322326702343001,0.6623806872143405,-0.00016891966515686363,0.0014323947252705693,-0.0001689196506049484,-0.00019507005345076323,0.0007527125417254865,56.25606631691664,0.9973392911153743
P-L,20260718,reference_a_odd,folder_10_frame_101,10,58.72995789807902,0.4040773876799548,0.9983821715681473,6.446028437745444e-05,0.5517533694077392,-1.4494944480247796e-05,0.0011573589872568846,-1.4494953575194813e-05,-4.9754824431147426e-05,0.0008672872791066766,58.32588051039907,0.9983177112837699
P-L,20260718,reference_b_even,folder_10_frame_101,10,58.72915122843351,0.4111334386235441,0.9983776998916771,6.329463243537337e-05,0.5517533694077392,-2.0046718418598175e-06,0.0011575552634894848,-2.004665020649554e-06,-4.9754824431147426e-05,0.0008672872791066766,58.318017789809964,0.9983144052592418
P-L,20260718,reference_a_odd,folder_10_frame_111,10,58.729328100683915,0.3958602489968257,0.9983821712257016,6.110028798267386e-05,0.551521278384071,-1.3289729395182803e-05,0.0011574573582038283,-1.328973758063512e-05,-5.240161772235297e-05,0.000865488313138485,58.33346785168709,0.9983210709377189
P-L,20260718,reference_b_even,folder_10_frame_111,10,58.72882219151631,0.3992009215554688,0.9983777206414202,5.847460555863382e-05,0.551521278384071,-7.994531188160181e-07,0.0011576007818803191,-7.994485713425092e-07,-5.240161772235297e-05,0.000865488313138485,58.32962126996084,0.9983192460358615
P-L,20260718,reference_a_odd,folder_10_frame_121,10,58.6960920256233,0.3768385348330696,0.998376282699502,6.136776951803924e-05,0.55094833915785,-3.50505142705515e-05,0.0011614426039159298,-3.50505142705515e-05,-3.641252260422334e-05,0.0008759257034398615,58.31925349079023,0.9983149149299839
P-L,20260718,reference_b_even,folder_10_frame_121,10,58.70008271889653,0.3834071737414746,0.9983734235969026,5.9706972491913035e-05,0.55094833915785,-2.2560227080248296e-05,0.0011612183880060911,-2.2560230718227103e-05,-3.641252260422334e-05,0.0008759257034398615,58.31667554515506,0.9983137166244107
P-L,20260718,reference_a_odd,folder_10_frame_131,10,58.69523933868311,0.3863941607365007,0.9983838126567355,7.38243154730922e-05,0.5516833725361056,-4.771309977513738e-05,0.001161105465143919,-4.77131106890738e-05,-2.2725738745066337e-05,0.0008857650100253522,58.30884517794661,0.9983099883412624
P-L,20260718,reference_b_even,folder_10_frame_131,10,58.70124095515136,0.3932867587039368,0.9983815038662712,7.207567495060019e-05,0.5516833725361056,-3.522281622281298e-05,0.0011607484193518758,-3.5222823498770595e-05,-2.2725738745066337e-05,0.0008857650100253522,58.307954196447426,0.9983094281913206
P-L,20260718,reference_a_odd,folder_10_frame_141,10,58.805133775116325,0.5107977860678758,0.9984017828018091,9.733378220444511e-05,0.554513149700918,2.327524998690933e-05,0.0011472390033304691,2.3275233616004698e-05,-6.515372660942376e-05,0.0008548185578547418,58.29433598904845,0.9983044490196047
P-L,20260718,reference_b_even,folder_10_frame_141,10,58.80373232676176,0.5181089168467636,0.9983969376963123,9.643198108155726e-05,0.554513149700918,3.576552262529731e-05,0.0011471027974039316,3.576552262529731e-05,-6.515372660942376e-05,0.0008548185578547418,58.285623409915,0.9983005057152308
P-L,20260718,reference_a_odd,folder_10_frame_151,10,58.67495883189939,0.40898327399762735,0.9983707864705992,7.60637484571447e-05,0.551732408539017,-3.062714677071199e-05,0.0011643990874290466,-3.062714313273318e-05,-3.6722201912198216e-05,0.0008769863052293658,58.26597555790176,0.998294722722142
P-L,20260718,reference_b_even,folder_10_frame_151,10,58.67902776176954,0.4158999325337831,0.998367813777055,7.450903161698719e-05,0.551732408539017,-1.8136857761419378e-05,0.001164115034043789,-1.8136855942429975e-05,-3.6722201912198216e-05,0.0008769863052293658,58.263127829235756,0.998293304745438
P-L,20260718,reference_a_odd,folder_10_frame_161,10,58.73914474197966,0.40562845006251536,0.998391350437841,7.018216429099944e-05,0.5511956838085821,-2.3597764084115624e-05,0.0011559854028746486,-2.3597774998052046e-05,-4.173688284936361e-05,0.0008707389933988452,58.33351629191714,0.99832116827355
P-L,20260718,reference_b_even,folder_10_frame_161,10,58.74641027266484,0.4097970579013648,0.9983897655941583,6.736747371227647e-05,0.5511956838085821,-1.1107496902695857e-05,0.001155206118710339,-1.1107488717243541e-05,-4.173688284936361e-05,0.0008707389933988452,58.336613214763474,0.998322398120446
