experiment,condition_id,pair_count,noisy_psnr,noisy_ssim,output_psnr,output_ssim,output_mae,max_abs_mean_shift_DN
CG_NC,high,39,52.912563872332704,0.9959013486625994,53.018997663146564,0.9960304663539844,0.0017830988365138624,7.109003349512321
CG_NC,low,39,61.49093386497876,0.9992267376968501,61.51449931046489,0.9992336128779769,0.0006703433211556894,3.7200239045733605
CG_NC,mid,39,57.425897379354396,0.9982325824370719,57.494936935429976,0.9982728431036025,0.0010650197176455222,5.239892993597092
G,high,39,52.912563872332704,0.9959013486625994,53.001669954658624,0.9960042996014388,0.0017867014544325033,1.6410173795055538
G,low,39,61.49093386497876,0.9992267376968501,61.5296587608274,0.9992369776003542,0.0006692350564990197,0.9661179258469443
G,mid,39,57.425897379354396,0.9982325824370719,57.48888297981113,0.9982672512832832,0.0010657463628430672,1.128648138655491
