experiment,scene_id,pair_count,noisy_psnr,noisy_ssim,output_psnr,output_ssim,output_mae,mean_shift_DN
CG_NC,Scene1,27,57.27272589725327,0.9978250599046691,57.297769393864506,0.997872784153433,0.001177921650893203,-3.6593456511241036
CG_NC,Scene2,30,57.27909400799445,0.9977697170228339,57.29500426668428,0.9978153409379591,0.0011786752240966676,-3.643759725625339
CG_NC,Scene3,30,57.278729984328386,0.997746839608223,57.4204237552711,0.9978281458988599,0.001163402739916162,-3.3938631880325474
CG_NC,Scene4,30,57.27493635181484,0.9978097588902187,57.353543605320425,0.9978690064613241,0.0011717929880928838,-3.5517979583635477
G,Scene1,27,57.27272589725327,0.9978250599046691,57.303214716383664,0.9978651925821552,0.0011781042219086919,-0.7658037912114087
G,Scene2,30,57.27909400799445,0.9977697170228339,57.30827791784682,0.9978097843287134,0.0011777674888220112,-0.8276833548303053
G,Scene3,30,57.278729984328386,0.997746839608223,57.396662097531134,0.9978126394674471,0.001166967259260604,-0.8556239603836961
G,Scene4,30,57.27493635181484,0.9978097588902187,57.34844194376304,0.9978599899104985,0.0011731591881065295,-0.8554503452507698
