experiment,condition_id,pair_count,noisy_psnr,noisy_ssim,output_psnr,output_ssim,output_mae,max_abs_mean_shift_DN
CG_NC,high,39,52.90885187203068,0.9958978114671655,53.06325418721484,0.9960682596113943,0.0017737790904590557,3.3590526646039143
CG_NC,low,39,61.490362422243784,0.9992262700886186,61.5694800901708,0.9992385559346553,0.0006657043082338351,4.044328137488172
CG_NC,mid,39,57.42790706805783,0.9982339000283403,57.54656075664787,0.9982910038462915,0.0010582354743543625,3.8473243244151103
G,high,39,52.90885187203068,0.9958978114671655,52.93516061783239,0.9959857752773851,0.001799183296638302,9.859991228514632
G,low,39,61.490362422243784,0.9992262700886186,61.47072444287431,0.9992295989615807,0.0006719569416902066,4.527859866886361
G,mid,39,57.42790706805783,0.9982339000283403,57.43301390591338,0.9982592480676996,0.001070989231193864,6.462169271428105
