experiment,pair_count,noisy_psnr,noisy_ssim,output_psnr,output_ssim,output_mae,output_rmse,max_abs_output_mean_shift_DN,max_output_zero_ratio,max_output_one_ratio,condition_psnr_variance,first_train_l1,final_train_l1,train_validation_l1_gap,best_epoch,best_validation_psnr,best_validation_l1,elapsed_seconds,peak_gpu_bytes,parameter_count
CG_NC,117,57.27570712077744,0.9977859938613748,57.39309834467784,0.9978659397974471,0.0011659062910157512,0.001461236286877581,4.044328137488172,0.00771331787109375,0.0,12.071088541296989,0.01262079249912252,0.0010997489653527736,6.618012735843033e-05,22,57.39310409676315,0.001165929092711204,123.86262670002179,271566848,481745
G,117,57.27570712077744,0.9977859938613748,57.27963298887337,0.9978248741022218,0.0011807098231741242,0.0014813024568555127,9.859991228514632,0.00872802734375,0.0,12.154404488083392,0.01267881399175773,0.0010332978947553784,0.00014756942648464486,17,57.27963664389064,0.0011808673212400232,123.83070200000657,265765376,481745
